episode_id,turn_idx,implicature_load,duration_sec,new_assumption_count,gap_to_next_sec,next_response_type
50330,35,37.100599999999986,371.00599999999986,10.0,0.7560000000000855,Clarification
74449,12,36.967200000000005,369.672,10.0,0.6999999999999318,Clarification
45082,7,36.9308,369.308,10.0,1.558999999999969,Clarification
87022,3,36.922000000000004,369.22,10.0,0.9329999999999927,Substantive
84540,1,36.8485,147.394,4.0,0.040000000000020464,Substantive
47141,0,36.7174,183.587,5.0,0.9790000000000134,Substantive
95633,26,36.59975000000003,292.79800000000023,8.0,1.0409999999997126,Substantive
71099,30,36.591499999999996,365.91499999999996,10.0,1.622000000000071,Clarification
97173,29,36.59062500000002,292.72500000000014,8.0,2.0419999999999163,Substantive
77457,17,36.52990000000004,365.29900000000043,10.0,3.342999999999847,Clarification
66196,11,36.527,365.27,10.0,1.1600000000000819,Clarification
76906,0,36.5158,365.158,10.0,0.6199999999999477,Backchannel
95632,19,36.44309999999998,364.4309999999998,10.0,0.8400000000001455,Substantive
70873,0,36.4427,364.427,10.0,0.6549999999999727,Substantive
49799,13,36.3452,181.726,5.0,0.4600000000000364,Substantive
81066,22,36.2549,362.549,10.0,,Silence/Abandonment
92912,27,36.10709999999999,361.0709999999999,10.0,0.9410000000000309,Clarification
78463,5,36.0692,360.692,10.0,0.3410000000000082,Clarification
72254,11,36.0019,360.019,10.0,0.8689999999999145,Clarification
71723,3,35.995400000000004,359.954,10.0,0.3990000000000009,Clarification
77108,0,35.98425,143.937,4.0,0.7529999999999859,Substantive
81015,19,35.9049,359.049,10.0,0.640999999999849,Substantive
74115,1,35.886700000000005,358.867,10.0,0.8799999999999955,Substantive
94204,1,35.866,358.65999999999997,10.0,0.34000000000003183,Clarification
74120,23,35.853399999999986,358.5339999999999,10.0,1.5620000000001255,Substantive
71806,7,35.839800000000004,358.398,10.0,1.4990000000000236,Substantive
88432,7,35.779999999999994,178.89999999999998,5.0,0.9759999999999991,Silence/Abandonment
77668,5,35.683899999999994,356.83899999999994,10.0,1.3270000000001119,Substantive
45081,9,35.649699999999996,356.49699999999996,10.0,0.37999999999999545,Clarification
66001,15,35.5548,355.548,10.0,2.9249999999999545,Clarification
70949,8,35.548599999999986,177.74299999999994,5.0,1.0009999999999764,Substantive
75584,4,35.535999999999994,177.67999999999998,5.0,1.4510000000000218,Clarification
86296,7,35.52139999999999,355.21399999999994,10.0,9.182000000000016,Silence/Abandonment
72630,2,35.4876,177.438,5.0,1.2800000000000864,Substantive
84342,1,35.4582,354.582,10.0,,Silence/Abandonment
77457,13,35.42380000000001,354.23800000000006,10.0,5.231999999999971,Silence/Abandonment
45508,15,35.3941,353.94100000000003,10.0,1.3009999999999309,Clarification
84782,0,35.3762,353.762,10.0,0.8000000000000114,Substantive
66016,13,35.3362,353.36199999999997,10.0,0.9860000000001037,Clarification
49005,5,35.261399999999995,176.30699999999996,5.0,2.524000000000001,Substantive
66196,5,35.24059999999999,352.40599999999995,10.0,0.6399999999999864,Clarification
96767,0,35.1931,351.931,10.0,0.6200000000000045,Backchannel
65886,15,35.0586,350.586,10.0,1.4659999999998945,Clarification
87096,23,34.9697,349.697,10.0,0.22000000000002728,Silence/Abandonment
91645,7,34.9189,349.189,10.0,0.2999999999999545,Substantive
72753,15,34.90599999999999,174.52999999999997,5.0,0.28099999999994907,Clarification
87008,3,34.8636,348.63599999999997,10.0,0.42000000000007276,Substantive
72859,1,34.822199999999995,348.222,10.0,0.6890000000000214,Substantive
97304,6,34.794,347.93999999999994,10.0,0.3870000000000573,Clarification
47412,6,34.757099999999994,347.57099999999997,10.0,0.7710000000000719,Clarification
48868,6,34.757099999999994,347.57099999999997,10.0,0.7710000000000719,Clarification
83335,5,34.7355,347.355,10.0,0.9909999999999854,Substantive
87031,16,34.73387500000001,277.8710000000001,8.0,0.6599999999998545,Substantive
95368,3,34.7333,347.333,10.0,0.8809999999999718,Clarification
50645,1,34.7256,347.256,10.0,1.552000000000021,Clarification
97306,11,34.5957,345.957,10.0,0.44000000000005457,Clarification
47415,11,34.5955,345.95500000000004,10.0,0.44000000000005457,Clarification
48871,11,34.5955,345.95500000000004,10.0,0.44000000000005457,Clarification
81540,31,34.539499999999975,138.1579999999999,4.0,0.6010000000001128,Clarification
77712,7,34.4751,344.751,10.0,0.9390000000000782,Substantive
