episode_id,source_turn,target_turn,count,mean_lag_seconds
42327,15,16,2,74.70500000000004
42327,16,17,1,65.15199999999993
42327,19,26,1,172.40700000000004
42327,19,21,2,41.014999999999986
42327,21,26,1,131.39200000000005
42327,21,22,1,63.153999999999996
42327,22,26,1,68.23800000000006
42357,1,4,5,161.57899999999998
42357,4,5,1,91.519
42357,4,6,2,142.358
42357,4,8,1,285.663
42357,4,7,1,214.59000000000003
42357,6,7,3,72.23200000000003
42357,6,8,1,143.305
42357,7,8,4,71.07299999999998
42357,8,9,1,71.894
42357,11,13,2,129.07399999999996
42357,11,12,1,86.226
42357,11,18,1,306.812
42357,11,14,2,173.22400000000005
42357,11,15,1,204.495
42357,12,14,1,86.99800000000005
42357,13,14,1,44.15000000000009
42357,13,18,2,177.73800000000006
42357,13,15,1,75.42100000000005
42357,14,15,1,31.270999999999958
42357,15,18,1,102.31700000000001
42504,0,10,1,455.913
42504,0,25,1,1315.117
42504,2,22,1,1140.653
42504,2,5,1,84.998
42504,3,8,1,334.955
42504,3,5,1,65.711
42504,3,7,1,181.82999999999998
42504,4,6,2,92.59700000000001
42504,4,7,2,131.563
42504,4,5,1,15.444000000000017
42504,5,7,3,116.11899999999997
42504,5,6,2,77.15299999999999
42504,5,13,1,484.72299999999996
42504,5,21,1,945.5780000000001
42504,6,27,1,1196.833
42504,6,8,1,192.09099999999998
42504,7,9,4,167.83200000000005
42504,7,8,2,153.125
42504,7,27,1,1157.867
42504,7,21,1,829.4590000000001
42504,8,9,2,14.70700000000005
42504,8,25,1,914.289
42504,9,10,3,40.377999999999986
42504,10,13,3,160.39399999999995
42504,10,11,1,43.57800000000003
42504,11,14,2,190.72799999999995
42504,11,13,1,116.81599999999992
42504,11,27,1,906.079
42504,12,25,2,735.6460000000001
42504,12,27,1,826.099
42504,13,27,2,789.263
42504,13,25,2,698.8100000000001
42504,13,14,1,73.91200000000003
42504,14,20,1,343.23400000000004
42504,14,27,3,715.351
42504,15,18,2,76.827
42504,15,19,1,135.46299999999997
42504,16,18,2,75.005
42504,16,17,1,11.69500000000005
42504,16,25,1,526.258
42504,16,33,1,871.886
42504,17,18,1,63.309999999999945
42504,17,19,1,121.94599999999991
42504,18,19,5,58.63599999999997
42504,18,27,1,541.706
42504,19,27,2,483.07000000000005
42504,19,26,1,461.16600000000005
42504,20,21,3,43.70900000000006
42504,21,27,3,328.4079999999999
42504,21,25,1,237.95499999999993
42504,22,26,1,196.4269999999999
42504,22,27,1,218.3309999999999
42504,22,24,1,98.87799999999993
42504,23,24,1,10.912000000000035
42504,24,27,2,119.45299999999997
42504,24,26,1,97.54899999999998
42504,24,32,1,357.15599999999995
42504,25,27,2,90.45299999999997
42504,25,26,1,68.54899999999998
42504,26,27,4,21.903999999999996
42504,27,31,1,197.433
42504,27,29,1,145.789
42504,27,33,1,255.17499999999995
42504,28,29,2,17.049999999999955
42504,29,34,1,153.18000000000006
42504,31,33,1,57.74199999999996
42504,32,33,2,17.47199999999998
42504,33,34,1,43.794000000000096
42505,0,2,1,298.225
42505,0,3,2,344.354
42505,0,9,1,881.7909999999999
42505,0,7,1,696.175
42505,0,8,1,830.8979999999999
42505,1,15,1,1248.39
42505,2,3,3,46.12899999999996
42505,2,10,1,766.069
42505,3,12,1,988.95
42505,3,14,2,1117.635
42505,4,16,1,1158.767
42505,5,9,1,269.726
42505,5,8,1,218.83299999999997
42505,5,13,1,769.383
42505,5,11,1,506.6690000000001
42505,6,7,1,32.87900000000002
42505,7,8,2,134.72299999999996
42505,7,15,1,807.88
42505,7,9,1,185.61599999999999
42505,8,9,1,50.89300000000003
42505,9,11,1,236.9430000000001
42505,9,10,1,182.50300000000004
42505,10,14,1,397.69499999999994
42505,10,12,2,269.01
42505,11,12,1,214.56999999999994
42505,12,14,1,128.68499999999995
42505,13,16,1,362.88599999999997
42505,13,15,1,122.60699999999997
42505,14,16,1,282.345
42505,16,18,1,88.25299999999993
42505,17,18,1,5.897999999999911
42562,0,5,1,189.928
42562,0,3,1,154.023
42562,0,7,1,467.413
42562,0,16,1,1262.0520000000001
42562,3,18,1,1403.956
42562,5,7,4,277.485
42562,5,11,1,432.111
42562,6,7,1,50.58300000000003
42562,6,17,1,908.825
42562,8,18,2,1034.0729999999999
42562,9,18,1,1015.578
42562,10,18,1,965.025
42562,10,11,1,29.085000000000036
42562,11,12,2,79.49800000000005
42562,11,19,1,986.7020000000001
42562,12,15,2,364.26099999999985
42562,12,18,1,856.4419999999999
42562,12,16,1,560.515
42562,14,16,3,228.93399999999997
42562,15,16,1,196.25400000000013
42562,15,18,1,492.18100000000004
42562,15,17,1,259.8570000000002
42562,16,18,1,295.9269999999999
42562,18,19,3,50.76200000000017
42622,0,3,1,87.017
42622,2,3,1,23.325999999999993
42622,3,9,2,430.045
42622,4,6,1,180.494
42622,4,5,1,46.58900000000003
42622,7,8,1,107.45800000000003
42622,8,9,4,23.73599999999999
42622,11,14,1,457.919
42622,14,15,1,58.6880000000001
42622,16,17,2,50.825000000000045
42626,0,6,1,186.53500000000003
42626,0,7,1,209.482
42626,1,7,4,155.96699999999998
42626,2,3,4,32.214
42626,2,7,2,152.024
42626,3,6,1,96.86300000000001
42626,3,7,2,119.80999999999999
42626,3,17,1,364.53700000000003
42626,3,9,1,232.53500000000003
42626,4,5,1,5.2479999999999905
42626,5,7,1,44.667
42626,6,7,1,22.946999999999974
42626,7,9,2,112.72500000000002
42626,8,10,1,51.81200000000001
42626,11,37,1,904.183
42626,11,27,1,492.561
42626,12,37,1,870.5519999999999
42626,14,42,1,1194.556
42626,15,42,1,1192.9950000000001
42626,16,17,1,10.427000000000021
42626,17,25,1,366.85799999999995
42626,18,19,1,31.840000000000032
42626,20,21,2,32.63599999999997
42626,20,37,1,579.8749999999999
42626,23,25,1,11.088999999999942
42626,24,25,1,2.141999999999939
42626,25,30,1,216.68000000000006
42626,25,32,1,263.1500000000001
42626,26,27,2,31.468999999999937
42626,26,30,1,200.81799999999998
42626,26,35,1,287.98299999999995
42626,27,29,2,128.07799999999997
42626,27,35,5,256.514
42626,28,29,1,24.920999999999935
42626,29,35,1,128.43600000000004
42626,29,31,1,47.926000000000045
42626,29,30,1,41.27100000000007
42626,30,31,2,6.654999999999973
42626,30,34,1,85.0039999999999
42626,31,35,2,80.50999999999999
42626,31,32,1,39.815000000000055
42626,32,35,1,40.694999999999936
42626,33,35,1,34.15300000000002
42626,35,37,2,155.10799999999995
42626,36,37,3,41.65599999999995
42626,40,41,1,42.419999999999845
42626,42,43,1,11.804999999999836
42653,0,3,1,108.233
42653,1,3,1,57.952000000000005
42653,2,4,1,73.24300000000001
42653,10,12,1,151.76799999999997
42653,10,13,1,177.69599999999997
42653,11,12,1,118.66099999999994
42658,0,3,1,121.097
42658,0,1,1,50.264
42658,1,2,1,59.027
42658,1,3,6,70.83299999999998
42658,2,3,3,11.805999999999997
42658,2,5,1,109.08999999999999
42658,3,5,7,97.28399999999999
42658,3,7,1,182.53099999999998
42658,3,16,1,569.291
42658,4,14,1,475.2800000000001
42658,4,8,1,207.98800000000003
42658,4,5,1,17.399
42658,5,7,8,85.24699999999999
42658,6,10,3,127.26299999999998
42658,6,7,1,14.512999999999977
42658,7,9,6,110.72900000000004
42658,9,10,1,2.020999999999958
42658,10,13,1,124.00600000000003
42658,10,12,1,95.98399999999998
42658,10,11,2,18.451000000000022
42658,12,13,4,28.022000000000048
43153,0,8,1,593.752
43153,1,29,1,1896.9599999999998
43153,1,4,1,322.565
43153,1,12,1,950.329
43153,1,5,1,428.16
43153,1,27,2,1847.0449999999998
43153,1,2,1,194.478
43153,2,23,1,1529.059
43153,2,4,1,128.087
43153,2,18,1,1102.477
43153,2,5,1,233.68200000000002
43153,2,24,2,1535.3410000000001
43153,2,16,1,911.5130000000001
43153,3,11,2,592.836
43153,3,10,1,405.24500000000006
43153,3,4,1,21.62900000000002
43153,4,29,1,1574.395
43153,4,5,2,105.59500000000003
43153,4,8,2,257.556
43153,4,10,1,383.61600000000004
43153,4,6,2,155.07100000000003
43153,5,11,1,465.612
43153,5,6,1,49.476
43153,5,7,1,127.33800000000002
43153,6,16,1,628.355
43153,6,18,1,819.319
43153,6,11,1,416.136
43153,6,8,1,102.48499999999996
43153,6,22,1,1117.472
43153,7,9,1,102.16899999999998
43153,7,11,1,338.274
43153,7,16,1,550.493
43153,8,22,2,1014.9870000000001
43153,8,11,3,313.65100000000007
43153,9,16,2,448.32400000000007
43153,9,18,1,639.288
43153,9,10,1,48.51400000000001
43153,10,16,2,399.81000000000006
43153,10,22,1,888.927
43153,10,19,2,669.0099999999999
43153,10,12,1,244.1479999999999
43153,10,18,1,590.774
43153,10,29,1,1190.779
43153,10,11,1,187.591
43153,11,12,1,56.5569999999999
43153,11,15,2,121.14899999999989
43153,11,18,1,403.183
43153,12,16,2,155.66200000000015
43153,12,15,1,64.59199999999998
43153,13,14,1,16.803999999999974
43153,13,19,1,389.07799999999986
43153,13,18,1,310.842
43153,14,29,1,894.0429999999999
43153,14,16,1,103.07400000000007
43153,15,17,3,200.40100000000007
43153,15,29,1,882.039
43153,15,16,1,91.07000000000016
43153,16,17,3,109.3309999999999
43153,16,27,1,741.0539999999999
43153,17,18,5,81.63300000000004
43153,18,19,1,78.23599999999988
43153,18,26,2,532.4749999999999
43153,19,20,1,61.61400000000003
43153,19,22,4,219.91700000000014
43153,19,29,1,521.769
43153,20,22,5,158.3030000000001
43153,21,22,2,22.376999999999953
43153,23,24,1,6.282000000000153
43153,26,29,4,67.52999999999997
43153,27,29,2,49.914999999999964
43153,28,29,2,15.134000000000015
43154,0,1,5,556.845
43154,0,4,2,819.132
43154,1,30,1,1922.531
43154,1,2,1,113.91899999999998
43154,1,5,1,369.679
43154,1,9,1,664.2659999999998
43154,1,17,1,1152.53
43154,1,11,1,784.153
43154,2,3,4,57.83100000000002
43154,2,4,2,148.36799999999994
43154,2,14,1,902.821
43154,2,5,1,255.76
43154,3,4,4,90.53699999999992
43154,3,19,1,1136.355
43154,3,9,1,492.51599999999985
43154,3,5,1,197.92899999999997
43154,4,23,1,1310.5100000000002
43154,4,8,3,316.129
43154,4,5,2,107.39200000000005
43154,4,20,1,1127.279
43154,5,17,3,782.851
43154,5,8,2,208.73699999999997
43154,5,9,1,294.5869999999999
43154,5,23,1,1203.118
43154,6,9,2,205.70399999999995
43154,6,14,1,558.1780000000001
43154,7,26,1,1341.6119999999999
43154,7,8,3,86.38799999999992
43154,7,11,1,292.125
43154,7,14,1,524.712
43154,7,9,2,172.23799999999983
43154,7,10,1,270.2189999999998
43154,7,17,1,660.502
43154,8,17,1,574.114
43154,8,9,1,85.84999999999991
43154,9,19,3,643.8390000000002
43154,9,17,2,488.2640000000001
43154,10,17,1,390.28300000000013
43154,10,26,1,1071.393
43154,11,12,5,83.45299999999997
43154,11,18,1,483.16499999999996
43154,11,17,1,368.37699999999995
43154,11,13,1,173.72599999999989
43154,12,13,4,90.27299999999991
43154,12,17,1,284.924
43154,12,15,1,171.231
43154,12,21,1,535.779
43154,13,17,1,194.65100000000007
43154,13,16,2,110.23299999999995
43154,13,23,1,614.9180000000001
43154,14,16,2,51.371999999999844
43154,14,19,1,291.365
43154,15,16,2,29.274999999999864
43154,15,20,1,350.72900000000004
43154,16,17,2,84.41800000000012
43154,16,30,1,854.4190000000001
43154,16,18,1,199.20600000000013
43154,17,18,2,114.78800000000001
43154,17,19,2,155.57500000000005
43154,17,23,1,420.26700000000005
43154,17,30,1,770.001
43154,17,31,1,831.9069999999999
43154,17,41,1,1563.599
43154,18,19,2,40.787000000000035
43154,19,32,1,774.4949999999999
43154,19,30,1,614.4259999999999
43154,20,23,1,183.231
43154,20,21,2,13.81899999999996
43154,21,23,2,169.41200000000003
43154,21,26,1,430.2549999999999
43154,21,31,2,581.0519999999999
43154,22,30,1,446.4469999999999
43154,22,41,1,1240.0449999999998
43154,22,23,2,96.71299999999997
43154,23,24,5,137.41899999999987
43154,23,49,1,1371.0879999999997
43154,24,25,1,46.45899999999983
43154,26,50,2,1135.967
43154,26,31,1,150.79700000000003
43154,28,34,1,297.212
43154,28,29,1,19.86700000000019
43154,28,31,1,106.96500000000015
43154,29,40,1,790.8499999999999
43154,29,33,1,209.95299999999997
43154,29,30,3,25.192000000000007
43154,30,34,2,252.1529999999998
43154,30,31,1,61.90599999999995
43154,31,39,1,630.2400000000002
43154,31,40,1,703.752
43154,31,33,2,122.85500000000002
43154,31,32,1,98.16300000000001
43154,32,41,1,633.529
43154,32,39,1,532.0770000000002
43154,32,37,1,320.1489999999999
43154,33,35,2,113.65300000000025
43154,33,34,1,67.39199999999983
43154,34,38,1,341.6560000000004
43154,35,37,2,181.80399999999963
43154,35,36,1,94.35699999999997
43154,35,41,1,495.18399999999974
43154,36,37,3,87.44699999999966
43154,37,38,3,113.59100000000035
43154,38,39,2,98.33699999999999
43154,40,42,1,82.81500000000005
43154,40,41,1,27.940000000000055
43154,42,50,1,198.60300000000007
43154,42,43,1,13.788000000000011
43154,44,47,1,37.86500000000024
43154,44,50,1,141.52100000000019
43154,45,50,1,123.76600000000008
43154,45,47,1,20.110000000000127
43154,47,50,4,103.65599999999995
43154,48,50,1,54.152000000000044
43154,49,50,1,25.722000000000207
43159,0,13,5,1253.996
43159,0,5,1,355.813
43159,0,10,1,937.969
43159,0,1,1,96.809
43159,0,3,1,222.79600000000002
43159,1,4,1,220.86699999999996
43159,1,23,1,2436.254
43159,1,11,1,916.01
43159,1,9,1,688.402
43159,1,25,1,2702.831
43159,2,8,2,609.338
43159,2,3,2,73.83700000000002
43159,2,16,1,1532.676
43159,2,18,1,1721.153
43159,2,6,1,432.229
43159,2,4,1,168.71699999999998
43159,2,10,1,789.01
43159,2,17,1,1559.935
43159,3,9,2,562.415
43159,3,17,3,1486.098
43159,3,13,1,1031.2
43159,3,5,1,133.01699999999997
43159,4,5,1,38.137
43159,4,9,1,467.535
43159,4,15,1,1136.443
43159,4,8,1,440.62100000000004
43159,5,15,2,1098.306
43159,5,11,3,657.006
43159,5,19,1,1605.862
43159,5,13,1,898.1830000000001
43159,6,17,1,1127.7060000000001
43159,6,15,1,872.9309999999999
43159,6,9,1,204.02300000000002
43159,8,9,2,26.913999999999987
43159,8,13,1,495.69900000000007
43159,9,11,1,227.60799999999995
43159,9,14,1,618.509
43159,9,13,3,468.7850000000001
43159,9,12,1,395.60799999999995
43159,9,15,1,668.9079999999999
43159,10,11,3,74.84999999999991
43159,10,21,1,1279.7160000000001
43159,10,13,1,316.02700000000004
43159,11,12,2,168.0
43159,11,13,2,241.17700000000013
43159,11,17,1,696.075
43159,12,13,4,73.17700000000013
43159,12,25,2,1618.8210000000001
43159,12,17,2,528.075
43159,13,31,1,2405.469
43159,13,23,3,1279.0669999999998
43159,13,17,1,454.8979999999999
43159,14,15,3,50.39899999999989
