model_name,response_variable,transition_count,episode_count,r_squared,adjusted_r_squared,aic,bic,aic_bic_comparison_group,aic_bic_comparable_to_other_models
iceberg_ratio,delta_log_iceberg_ratio,241284,14588,0.5255661007251451,0.5255425039945338,-249571.14013368665,-249436.0216444418,duration_free_iceberg_ratio_outcome,True
iceberg_ratio_duration_adjusted,delta_log_iceberg_ratio,241284,14588,0.7186587050661002,0.7186435459628792,-375653.01054481324,-375507.4983256264,duration_free_iceberg_ratio_outcome,True
iceberg_ratio_timing_adjusted,delta_log_iceberg_ratio,241284,14588,0.7215666694516591,0.7215493588263038,-378155.91799896373,-377989.61831989314,duration_free_iceberg_ratio_outcome,True
iceberg_ratio_timing_previous_duration,delta_log_iceberg_ratio,241284,14588,0.7219971574945132,0.721978721299426,-378527.2578452404,-378350.5644362279,duration_free_iceberg_ratio_outcome,True
