stance_direction,term,model_name,coefficient,clustered_se,ci95_low,ci95_high,p_value,transition_count,episode_count,attenuation_from_baseline_percent,attenuation_reference_model,incremental_attenuation_percent,incremental_reference_model,timing_attenuation_percent
agreement,agree_move,iceberg_ratio,0.054421074921784655,0.001176981988870701,0.05211423261314576,0.05672791723042355,0.0,241284,14588,,,,,
agreement,agree_move,iceberg_ratio_duration_adjusted,0.0037654011403828558,0.0009442382492438892,0.001914728179039678,0.005616074101726033,6.669841551807292e-05,241284,14588,93.08098719881114,iceberg_ratio,93.08098719881114,iceberg_ratio,
agreement,agree_move,iceberg_ratio_timing_adjusted,0.003132586308344995,0.0009389438057281341,0.001292290265610879,0.004972882351079112,0.000849053665367558,241284,14588,94.24379927657213,iceberg_ratio,16.806040271542432,iceberg_ratio_duration_adjusted,94.24379927657213
disagreement,disagree_move,iceberg_ratio,-0.06547803993262194,0.0013993264955471907,-0.06822066946650708,-0.0627354103987368,0.0,241284,14588,,,,,
disagreement,disagree_move,iceberg_ratio_duration_adjusted,-0.015783314188935804,0.0010108487379804202,-0.017764541309195192,-0.013802087068676415,5.852518533487945e-55,241284,14588,75.89525556174695,iceberg_ratio,75.89525556174695,iceberg_ratio,
disagreement,disagree_move,iceberg_ratio_timing_adjusted,-0.013596419672363434,0.0010055257033068628,-0.015567213836374194,-0.011625625508352675,1.1644888478866573e-41,241284,14588,79.23514557498301,iceberg_ratio,13.855737080273013,iceberg_ratio_duration_adjusted,79.23514557498301
