episode_id,n_turns,best_shift,best_corr,causal_direction,mean_iceberg,mean_stance
47160,66,0,-0.4845337100075595,synchronous,0.04421560078156544,3.8181818181818183
47168,69,-3,-0.46288272051330515,H2_support,0.03952539570060988,4.144927536231884
47222,71,-17,-0.35521046334784045,H2_support,0.024258569603879364,3.408450704225352
47234,151,0,-0.4196130150324658,synchronous,0.03403798978502553,4.139072847682119
47267,125,-1,-0.6214646362930832,H2_support,0.0460664319636982,3.864
47384,66,-8,-0.46625269667634234,H2_support,0.031155413746746914,4.045454545454546
47389,89,-4,-0.31475743133432055,H2_support,0.034260101910713055,4.101123595505618
47392,70,1,-0.4417616789592224,H1_support,0.0293732038790388,3.757142857142857
47395,67,23,-0.4519872456662531,H1_support,0.030206442748903998,4.044776119402985
47400,101,-15,-0.4205654776699385,H2_support,0.04008253093253637,3.9207920792079207
48007,101,-22,-0.41188380984782824,H2_support,0.05887712039354493,3.801980198019802
48008,128,25,-0.399500442081056,H1_support,0.06004410149586177,3.7109375
48010,85,-17,-0.3863401111562728,H2_support,0.0237309624148114,3.929411764705882
48021,90,-3,-0.44506695981810973,H2_support,0.057878224418120294,3.6444444444444444
48022,81,-24,-0.39468666570860117,H2_support,0.04278964422562561,3.876543209876543
48025,72,-17,-0.32981896195114463,H2_support,0.04980330018432323,3.3194444444444446
48034,87,17,-0.4769948593216092,H1_support,0.058390961526795016,3.5517241379310347
48043,87,17,-0.4155733120839512,H1_support,0.02396314582396765,4.287356321839081
48224,66,8,-0.5079394105846559,H1_support,0.03290091357189868,3.787878787878788
48236,81,3,-0.4549182074659123,H1_support,0.05167246822448396,3.4691358024691357
48238,72,10,-0.4260490885037083,H1_support,0.04593876620678109,3.5
48247,79,0,-0.44559377479486606,synchronous,0.03718727082939837,3.7088607594936707
48254,86,11,-0.4771447497586956,H1_support,0.055705569395269355,3.4651162790697674
48257,66,22,-0.5018883159948645,H1_support,0.0439431727645541,3.5757575757575757
48295,69,5,-0.30769513239341967,H1_support,0.0329227858932076,3.5217391304347827
48308,67,4,-0.6473946179707366,H1_support,0.040867136871407604,3.656716417910448
48314,75,7,-0.260271140873209,H1_support,0.035988706803779975,3.64
48332,67,12,-0.4490032074827196,H1_support,0.03250357220017237,3.417910447761194
48334,66,-10,-0.33256020074760073,H2_support,0.034048345924633384,3.515151515151515
48367,66,-18,-0.5595976033737544,H2_support,0.039119037215367,4.045454545454546
48403,69,-25,-0.005455837325497439,H2_support,0.04453396983677481,4.057971014492754
48614,129,-4,-0.3937461387963315,H2_support,0.0347696190798541,3.89922480620155
48640,119,-21,-0.4211396873106324,H2_support,0.04037283524282866,3.546218487394958
48645,136,-18,-0.2720506461558714,H2_support,0.0385261033995168,3.875
48649,84,-6,-0.41931246979590603,H2_support,0.03224085454284173,3.8333333333333335
48672,72,0,-0.34176879714831626,synchronous,0.04202340784166266,3.7222222222222223
48678,79,-24,-0.419062079045156,H2_support,0.028386058250746676,3.962025316455696
48777,79,-8,-0.45963132079074054,H2_support,0.038089310918261336,3.7974683544303796
48895,154,18,-0.15438830024357025,H1_support,0.06453396521461825,3.824675324675325
48927,96,0,-0.5355589770078686,synchronous,0.046703364735746516,4.166666666666667
48934,80,-9,-0.5117019453886376,H2_support,0.038570458242130824,3.7875
48937,92,14,-0.4209623833764735,H1_support,0.031729616028737945,3.5869565217391304
48951,78,25,-0.26849152346782323,H1_support,0.02190511560937235,4.32051282051282
48986,110,13,-0.326138993018245,H1_support,0.03346392888460721,4.290909090909091
49122,78,20,-0.21469334523662292,H1_support,0.03719537307608952,4.166666666666667
49206,74,1,-0.31906251149721465,H1_support,0.023267862570593798,4.027027027027027
49207,72,0,-0.48814115780499395,synchronous,0.024655704103556622,4.138888888888889
49224,65,-23,-0.5559011043999239,H2_support,0.022538131334331028,3.8461538461538463
49226,65,6,-0.6151514284792908,H1_support,0.027763455126939996,3.6923076923076925
49228,81,-21,-0.5239253913036247,H2_support,0.032348372104487697,3.8271604938271606
49233,94,7,-0.603060928159193,H1_support,0.03214164360695256,3.9148936170212765
49250,73,-20,-0.4614220199203047,H2_support,0.05267024425181723,4.424657534246576
49304,83,8,-0.3412804636360119,H1_support,0.04208835874983001,3.819277108433735
49371,67,1,-0.3601093620820434,H1_support,0.01951753438076886,4.3283582089552235
49455,78,-25,-0.49878403268141847,H2_support,0.04998661689166014,3.7435897435897436
49480,129,1,-0.4263517983284812,H1_support,0.05011273436067179,3.992248062015504
49791,86,0,-0.5997291563496604,synchronous,0.04302635838556028,4.174418604651163
49866,92,0,-0.5946835172692958,synchronous,0.03488186349581721,4.434782608695652
49874,118,-7,-0.33848551961170226,H2_support,0.04408720669309937,4.228813559322034
49888,122,1,-0.28977992398021846,H1_support,0.03396446293043118,4.122950819672131
49898,75,-24,-0.4109055927541273,H2_support,0.029632904841551195,3.76
49900,120,-8,-0.2483190529295767,H2_support,0.03616913396011952,3.8333333333333335
49901,114,-17,-0.3810151046134204,H2_support,0.04042806216048162,4.219298245614035
49902,80,-13,-0.3265982361409833,H2_support,0.029074919812049245,3.9375
49919,83,21,-0.3527848256982707,H1_support,0.044926771202094394,3.7951807228915664
49972,105,0,-0.5386995783120541,synchronous,0.02900310437053381,4.057142857142857
50313,75,-14,-0.2969544532697586,H2_support,0.02489245011321995,3.9066666666666667
50621,129,-7,-0.49482741937850155,H2_support,0.04307073762410915,4.255813953488372
50654,101,-15,-0.22172745503388308,H2_support,0.04074247256009624,3.9603960396039604
50713,79,-21,-0.31015511046266553,H2_support,0.0676761319725002,3.8734177215189876
50736,84,11,-0.4601204917147177,H1_support,0.05075573439074303,3.9047619047619047
50748,146,-17,-0.12139073828889112,H2_support,0.039367414568178535,4.328767123287672
50751,101,-1,-0.31853802747841814,H2_support,0.04191087438825152,4.148514851485149
50754,74,-1,-0.4482816240251347,H2_support,0.03582919775035779,4.108108108108108
50756,135,16,-0.38901197464725784,H1_support,0.039806090004341356,4.2
50765,69,0,-0.498533831865498,synchronous,0.02647659292503548,4.333333333333333
50784,98,-13,-0.3914944820601028,H2_support,0.030735843064822663,4.081632653061225
50786,72,1,-0.5509164518494813,H1_support,0.028782891017044582,3.9444444444444446
50793,133,20,-0.3726274327520746,H1_support,0.040983947204658346,3.6390977443609023
50809,70,-1,-0.431355933727472,H2_support,0.034649135748596606,4.1571428571428575
50825,75,-19,-0.37310401912243163,H2_support,0.03463030039103439,3.96
50826,92,-2,-0.36692957232498213,H2_support,0.03824234680762213,3.5652173913043477
50827,92,-24,-0.28676282746934345,H2_support,0.0370728885956374,3.5434782608695654
50832,102,19,-0.4256527637348223,H1_support,0.0397190172914584,3.8333333333333335
50848,94,-17,-0.37030707798625745,H2_support,0.038419091275328256,3.8404255319148937
50851,88,13,-0.5279387780542995,H1_support,0.045927115172513105,3.4886363636363638
50862,105,-6,-0.351643170444641,H2_support,0.0489734112470102,3.4857142857142858
50863,77,21,-0.4440923323891638,H1_support,0.04669753181301809,3.4675324675324677
50868,94,-24,-0.42927122176397103,H2_support,0.04977365399356843,3.7872340425531914
50876,73,14,-0.41192918556333546,H1_support,0.03634001079080005,4.068493150684931
50907,188,-13,-0.23698270318427853,H2_support,0.06239952131405857,3.9361702127659575
50914,88,-2,-0.566937642547745,H2_support,0.03243173067410254,3.6363636363636362
50915,86,-2,-0.5513454086257674,H2_support,0.03258169943942131,3.604651162790698
50916,89,-1,-0.6499601572007793,H2_support,0.032853616681476905,3.707865168539326
50917,90,-1,-0.6201229345804145,H2_support,0.03233366585529374,3.6777777777777776
50929,175,13,-0.20296522937546446,H1_support,0.039284426760227184,4.177142857142857
50949,89,-21,-0.37355781864670257,H2_support,0.027413658711902274,3.9775280898876404
50951,173,-1,-0.13907481464453178,H2_support,0.03855500588405184,4.132947976878612
50953,95,-10,-0.485592976755747,H2_support,0.024006178570364415,4.315789473684211
50981,69,-9,-0.35864008845097367,H2_support,0.04155122878191161,4.043478260869565
50982,69,4,-0.28239473767982914,H1_support,0.040158656977038534,4.144927536231884
50989,74,-1,-0.26774102520412446,H2_support,0.03174047697289587,3.945945945945946
50994,110,-11,-0.3121365537177871,H2_support,0.03566197918543762,4.054545454545455
50995,177,4,-0.18680933377646483,H1_support,0.049854776667670034,3.9548022598870056
50996,102,-2,-0.3905641446306504,H2_support,0.0360296597653308,4.117647058823529
50999,118,-24,-0.35395261872161243,H2_support,0.04417486551437385,4.0508474576271185
51000,68,10,-0.3147171824311501,H1_support,0.026684065394949105,4.117647058823529
51001,72,-16,-0.4098225123946632,H2_support,0.03924731629417639,3.9722222222222223
51012,100,0,-0.38934145935941605,synchronous,0.03358125688110239,3.75
51062,130,-9,-0.4017379165953873,H2_support,0.032356910978207795,4.076923076923077
51064,94,1,-0.20996037383335725,H1_support,0.0393280573282043,3.9361702127659575
51071,83,1,-0.31899567074415064,H1_support,0.025452088938037895,4.0120481927710845
51078,90,-2,-0.21992161203981322,H2_support,0.029656097305314783,4.2555555555555555
51098,105,12,-0.41566551202133756,H1_support,0.04040646653963214,3.8666666666666667
51104,150,2,-0.28082553443211555,H1_support,0.04276501236016637,3.986666666666667
51156,153,-2,-0.20558547885692116,H2_support,0.03383793505803107,4.176470588235294
51250,119,-6,-0.25942288458478596,H2_support,0.03630989361348832,4.201680672268908
51279,104,-23,-0.33478698998334483,H2_support,0.04563044431004902,3.2884615384615383
51281,73,25,-0.44957435392917794,H1_support,0.027978474516104083,4.36986301369863
51283,108,9,-0.2728661289831351,H1_support,0.0537202424133743,4.046296296296297
51297,119,11,-0.400113546463378,H1_support,0.03730112485330946,3.7983193277310923
51298,102,13,-0.39890024594145734,H1_support,0.0295050156126951,3.784313725490196
51299,97,-13,-0.27874223094265727,H2_support,0.03434079745377572,3.9690721649484537
51306,66,6,-0.26730531391252976,H1_support,0.03911202004993867,4.166666666666667
51394,69,-2,-0.5020258121428679,H2_support,0.026421113759490984,3.5652173913043477
51396,90,-2,-0.5289906609602744,H2_support,0.027586056035719002,3.922222222222222
51399,129,3,-0.41487472390921726,H1_support,0.024031933975447315,3.992248062015504
51400,77,19,-0.3468037514595478,H1_support,0.028075832071643,3.8181818181818183
51409,148,-2,-0.2625019212751347,H2_support,0.030330461256542113,3.831081081081081
51413,136,-8,-0.2416994509101866,H2_support,0.0258771398222385,3.8529411764705883
51416,69,-17,-0.4985503937481778,H2_support,0.026595856181452947,3.927536231884058
51425,83,-23,-0.43806275118262583,H2_support,0.032502085674129204,3.7951807228915664
51429,136,-1,-0.5009484917171371,H2_support,0.026399072148503077,3.9779411764705883
51433,72,13,-0.4062463001950122,H1_support,0.028078481531360593,3.9166666666666665
51435,70,-8,-0.3172071084819309,H2_support,0.025352117408849264,3.914285714285714
51440,137,2,-0.29373322006660446,H1_support,0.031072832712457213,4.0583941605839415
51442,69,7,-0.4128120036407603,H1_support,0.027397027729193998,4.130434782608695
51443,67,20,-0.4382126596400446,H1_support,0.0214462093432178,4.014925373134329
51448,80,-4,-0.3514960657495176,H2_support,0.03006733212591514,4.0
51449,77,20,-0.3606619248677958,H1_support,0.02486410749760084,3.896103896103896
51450,76,14,-0.31713464451100337,H1_support,0.02863110134229855,4.105263157894737
51454,70,2,-0.5231645549201989,H1_support,0.021627284746013723,4.1571428571428575
51458,66,17,-0.5075558292810677,H1_support,0.02730493591682559,3.8333333333333335
51574,65,-25,-0.38864555587036376,H2_support,0.030952084177020747,4.4
51630,74,5,-0.48319591015078217,H1_support,0.02706472919038159,4.4324324324324325
51681,66,-23,-0.42198159564053545,H2_support,0.02547630672289425,4.484848484848484
51694,88,1,-0.534675918310642,H1_support,0.04391589172066918,3.784090909090909
51713,228,10,-0.29534699205834375,H1_support,0.06132874124436837,3.807017543859649
51717,66,11,-0.35620325794106855,H1_support,0.019463638073190712,4.03030303030303
51771,80,-8,-0.40735203605079495,H2_support,0.023936156371494648,3.5
51773,93,-19,-0.47644623728060803,H2_support,0.03244538341775585,3.4301075268817205
51775,66,1,-0.28256374965249126,H1_support,0.028321378677862816,3.8333333333333335
51779,71,23,-0.4180484599054387,H1_support,0.026609622021279523,3.9577464788732395
51781,79,15,-0.3219469888191828,H1_support,0.032535482015446836,3.949367088607595
51782,83,-1,-0.2877409573916934,H2_support,0.03818460638352483,3.9036144578313254
51786,85,12,-0.5793296416299125,H1_support,0.03302533914465014,3.9411764705882355
51789,88,14,-0.16983952064862953,H1_support,0.028786735041615684,3.8068181818181817
51806,119,-7,-0.3053635339377651,H2_support,0.0465320718379513,3.8403361344537816
51909,82,0,-0.4559270771470336,synchronous,0.033873815211555657,4.036585365853658
51996,100,-4,-0.3786123384594401,H2_support,0.0337304399441451,3.25
64574,67,20,-0.4756835324226306,H1_support,0.028208220998796812,4.029850746268656
64575,68,-20,-0.3390641369920701,H2_support,0.02636841363761739,3.764705882352941
64590,92,-6,-0.5017870235994929,H2_support,0.03619076913400726,3.7934782608695654
64597,79,2,-0.2204736037202566,H1_support,0.030979355126677113,3.632911392405063
64607,77,-25,-0.5142533404481242,H2_support,0.029046083097716502,3.5714285714285716
64657,74,11,-0.5633935560353548,H1_support,0.028472221481522213,3.9324324324324325
64690,87,-2,-0.33098616846767615,H2_support,0.0312511007663121,4.045977011494253
64795,70,-11,-0.47278021891843236,H2_support,0.02769330280927469,3.6142857142857143
64851,99,25,-0.2533504100595425,H1_support,0.04248770089232366,3.707070707070707
65055,90,10,-0.3065854891633445,H1_support,0.03497056173311017,3.8555555555555556
65117,65,-21,-0.41547277025831436,H2_support,0.028886645000088248,4.292307692307692
65161,78,-11,-0.43359887176870815,H2_support,0.03091654266191907,4.012820512820513
65166,99,-1,-0.49517682840201765,H2_support,0.0331704078527014,4.525252525252525
65226,124,-18,-0.1993958557058249,H2_support,0.05729003886322719,4.064516129032258
65252,76,8,-0.3769066077010175,H1_support,0.04195427980696788,4.052631578947368
65272,169,0,-0.49170931820634545,synchronous,0.04944652821436335,3.9822485207100593
65931,68,-24,-0.5085574613969475,H2_support,0.026655735933297148,3.676470588235294
66194,92,-5,-0.3846761393049026,H2_support,0.03682855922501302,3.9130434782608696
66234,65,25,-0.6097335886507529,H1_support,0.03286532350325134,3.9384615384615387
66293,87,-11,-0.2679117930100162,H2_support,0.030440670845420396,4.045977011494253
66344,68,19,-0.4509031154615809,H1_support,0.029877813240341763,4.0588235294117645
66401,87,-25,-0.3296270294153047,H2_support,0.03476476224827574,4.310344827586207
66416,88,-20,-0.34178152448298804,H2_support,0.029257967813671112,3.8863636363636362
66463,126,17,-0.17267772961403852,H1_support,0.027223374369776357,3.6825396825396823
66467,98,-12,-0.3699396232838034,H2_support,0.025215265444476585,3.9285714285714284
66470,80,13,-0.3043324429443217,H1_support,0.024565416411590473,3.625
66471,95,-18,-0.3296612428537343,H2_support,0.03676008187024153,3.8210526315789473
70635,141,1,-0.16650436459011006,H1_support,0.048296491672039525,3.921985815602837
70668,183,-7,-0.26053575367758974,H2_support,0.036551859815514044,4.0
70683,90,-22,-0.4011058581455454,H2_support,0.03924453330283453,4.366666666666666
70695,72,1,-0.3944584633668081,H1_support,0.02725485442854823,3.8055555555555554
70698,150,-22,-0.28896574999282904,H2_support,0.053950917325015245,3.2733333333333334
70699,183,-21,-0.2583297859739634,H2_support,0.05864841788058655,3.2459016393442623
70700,189,-8,-0.26622999327624,H2_support,0.058524812196054016,3.1534391534391535
70704,171,11,-0.21445794272742383,H1_support,0.05359368272038562,3.192982456140351
70716,79,-10,-0.34561761329169827,H2_support,0.038564346410091516,3.607594936708861
70717,74,9,-0.4637025487035737,H1_support,0.03766037446159409,3.527027027027027
70766,68,-9,-0.47335987999166285,H2_support,0.04082689047050564,3.8970588235294117
70775,93,-15,-0.4779700018952698,H2_support,0.04462978295320616,4.204301075268817
70792,83,4,-0.24871883597785757,H1_support,0.03625911052340059,3.710843373493976
70851,101,0,-0.22070145701343927,synchronous,0.03523051655623473,4.128712871287129
70866,69,24,-0.421461261876668,H1_support,0.033084227641708965,3.8405797101449277
70869,114,4,-0.3613899216196145,H1_support,0.041471641736768136,3.9298245614035086
70871,104,5,-0.27910995540745165,H1_support,0.04267248366396781,3.875
70873,132,24,-0.23427221344422683,H1_support,0.04649100138135158,3.977272727272727
70874,117,23,-0.21806343068295897,H1_support,0.04357333239785944,3.7948717948717947
70882,73,-6,-0.4148787854710254,H2_support,0.033193237724958316,3.9178082191780823
70926,68,1,-0.5826555339535879,H1_support,0.03136800447246486,4.735294117647059
70928,73,-20,-0.5646717176124258,H2_support,0.036297411102716844,4.63013698630137
70941,73,14,-0.5290018777590267,H1_support,0.029337366700208773,3.164383561643836
70960,166,-3,-0.36835050584311385,H2_support,0.053993531799775285,4.042168674698795
70965,87,0,-0.2932111484984867,synchronous,0.04133959102956229,3.6091954022988504
71099,65,-2,-0.32949214804251203,H2_support,0.029085036991236164,4.123076923076923
71105,177,-1,-0.32974619663427335,H2_support,0.05174424017091895,3.943502824858757
71125,134,18,-0.20881356474700696,H1_support,0.04266271930497395,4.3059701492537314
71139,149,22,-0.3002220695143667,H1_support,0.037979801777941705,3.9060402684563758
71168,103,3,-0.4088015859738552,H1_support,0.028828818393050286,3.825242718446602
71178,83,-17,-0.4393485436807188,H2_support,0.026671531711666537,3.6867469879518073
71271,132,19,-0.2579795667527872,H1_support,0.027909507961142287,3.7954545454545454
71274,118,8,-0.18619384749167217,H1_support,0.02235260580701452,3.940677966101695
71275,126,6,-0.39055303799143937,H1_support,0.027459149021266123,3.7936507936507935
71281,152,17,-0.19900708555146404,H1_support,0.0312505502118567,3.6315789473684212
71293,70,25,-0.30010356503939756,H1_support,0.024585488854685533,3.9571428571428573
71297,72,-10,-0.379364698716427,H2_support,0.033008141807168455,3.8194444444444446
71305,135,-3,-0.5050192782538995,H2_support,0.029335598444665774,3.962962962962963
71313,103,-16,-0.30835324798364117,H2_support,0.03927610590084707,3.8058252427184467
71318,93,23,-0.4475970323207113,H1_support,0.0393644004390379,3.827956989247312
71320,121,14,-0.343765209429499,H1_support,0.024565659830631397,3.7024793388429753
71322,91,17,-0.20638889234062552,H1_support,0.03481474259952602,3.769230769230769
71326,129,5,-0.40638870102589775,H1_support,0.028406496479038094,3.89922480620155
71327,114,-4,-0.48842896418829557,H2_support,0.028646737004126066,4.087719298245614
71331,103,9,-0.20095357304329853,H1_support,0.024378380877322137,4.097087378640777
71503,76,-17,-0.3205500788822347,H2_support,0.04343375368793287,3.5921052631578947
71600,269,0,-0.29648131464460525,synchronous,0.05751854800455124,4.115241635687732
71605,90,2,-0.6190733324363255,H1_support,0.032067942825620706,4.188888888888889
71803,115,20,-0.284432207101478,H1_support,0.035688356778040234,4.269565217391304
71919,231,-4,-0.2831093621711464,H2_support,0.05406653645030523,4.021645021645021
71921,212,0,-0.3751685461457324,synchronous,0.043762358514707264,3.9952830188679247
71925,211,20,-0.30592382343384444,H1_support,0.057723603344725,3.7772511848341233
71926,222,-3,-0.13124072616838092,H2_support,0.05573498434354964,3.725225225225225
71995,203,19,-0.2546475967570133,H1_support,0.04527443191306195,4.167487684729064
71996,202,-1,-0.28852941897873574,H2_support,0.045698848389919604,4.02970297029703
72008,146,-3,-0.5150999393932605,H2_support,0.04453513875837877,3.9863013698630136
72010,97,-7,-0.1543675179808796,H2_support,0.0498519220836239,3.7938144329896906
72011,121,3,-0.4759450679558466,H1_support,0.041879500569304014,4.231404958677686
72014,65,9,-0.39463643134986576,H1_support,0.024976866344947685,4.107692307692307
72030,71,-25,-0.5499536121019106,H2_support,0.044769217226372005,3.535211267605634
72047,103,21,-0.12567287200157967,H1_support,0.0469359899722049,3.7281553398058254
72093,74,-23,-0.2382100086936677,H2_support,0.046277480434113887,3.608108108108108
72163,78,0,-0.2932443879828948,synchronous,0.039109271716953296,3.6153846153846154
72169,73,1,-0.43146858536404714,H1_support,0.03134887375165461,4.328767123287672
72172,114,0,-0.32355332944417087,synchronous,0.04141239629512234,4.184210526315789
72174,87,25,-0.4227593088359454,H1_support,0.03258101444322906,4.241379310344827
72207,81,25,-0.3460348383440552,H1_support,0.036210646342117805,3.8271604938271606
72362,65,-22,-0.4311237227056039,H2_support,0.030002517800278582,3.9846153846153847
72364,92,3,-0.4017155025435031,H1_support,0.03276901885641848,4.119565217391305
72414,82,0,-0.4599554330640352,synchronous,0.04371595044004804,4.121951219512195
72420,95,2,-0.3683847492308265,H1_support,0.034242233327704256,3.8210526315789473
72476,97,-22,-0.2930329027260986,H2_support,0.046728315627736584,3.8762886597938144
72487,128,-24,-0.5494546822132116,H2_support,0.04172703495310741,4.0546875
72499,78,0,-0.32511484672143426,synchronous,0.02536422516821262,3.8205128205128207
72850,89,6,-0.5397613792468634,H1_support,0.03886039607160259,4.337078651685394
72851,100,13,-0.2956532135451754,H1_support,0.043357460132158014,3.99
72856,66,-25,-0.4583195665511183,H2_support,0.030786369414112183,3.803030303030303
72859,66,1,-0.3770567278590619,H1_support,0.03191572911853027,4.181818181818182
73003,191,20,-0.2215594963603236,H1_support,0.05217327089033851,3.0366492146596857
73015,75,-19,-0.563087102421379,H2_support,0.03521911644977199,4.506666666666667
73222,87,-2,-0.5152932019660059,H2_support,0.03224148695029012,3.6206896551724137
73223,88,-2,-0.5457286094783484,H2_support,0.03207041840300276,3.602272727272727
73224,89,-2,-0.6240863189604892,H2_support,0.03295584774054284,3.707865168539326
73225,84,-1,-0.6070819094358985,H2_support,0.03383221262448058,3.738095238095238
73238,73,-12,-0.35621037336643435,H2_support,0.03383588708635211,4.205479452054795
73244,68,2,-0.37592413613600223,H1_support,0.0369003518735312,4.25
73250,82,-13,-0.40882456856236465,H2_support,0.0321457117910757,4.0
73251,73,8,-0.4225968257939987,H1_support,0.023639557841539847,3.835616438356164
73253,68,-4,-0.5542136911923881,H2_support,0.02671095834070219,4.294117647058823
73292,89,13,-0.45188460536608005,H1_support,0.04113860681388856,4.01123595505618
73320,79,12,-0.3838898385370922,H1_support,0.028710319012141584,4.3924050632911396
73694,93,-2,-0.24352494886660944,H2_support,0.0533611642815846,4.139784946236559
73754,116,-14,-0.4547687446282086,H2_support,0.042045281069211946,4.137931034482759
73784,66,0,-0.49405271639129483,synchronous,0.03687152883632746,3.893939393939394
73810,70,-22,-0.44351726897647487,H2_support,0.02971930682857319,3.242857142857143
73815,125,-2,-0.3243178957212091,H2_support,0.033638502407894344,3.712
