episode_id,shift_-15,shift_-14,shift_-13,shift_-12,shift_-11,shift_-10,shift_-9,shift_-8,shift_-7,shift_-6,shift_-5,shift_-4,shift_-3,shift_-2,shift_-1,shift_0,shift_1,shift_2,shift_3,shift_4,shift_5,shift_6,shift_7,shift_8,shift_9,shift_10,shift_11,shift_12,shift_13,shift_14,shift_15
45422,,,,,,,,,,,,0.10843463421378637,,,0.44459303198533595,,0.4619890521774188,,,0.4906731362089967,,,,,,,,,,,
45566,0.2736791240371775,0.3270286266147999,0.09779850364946417,0.01907027061027843,-0.009993551614289331,-0.04475008131027574,-0.007306492418840526,-0.5580487444204594,-0.019487358592113018,0.22134103927993223,0.11211518740855644,0.12060611003836559,0.23287864505543562,-0.2694325638676337,-0.029025721448480018,,-0.20999223817060855,-0.36206464162361157,-0.010311849380656006,-0.2630021045116794,-0.4852283149838019,-0.30781219190559717,-0.5024628405387056,-0.12870032520614078,-0.07585206629612251,-0.13499158355706645,-0.03704159333701704,0.22304751170675433,0.06819730636564819,0.11310325585715524,0.004449730780154868
45567,,,,,,,,,0.4361530182444985,,0.4589978698422004,,-0.5035944672033252,,-0.7259554653544682,,-0.28815999824232563,,-0.6109156052599383,,-0.2286891523813666,,0.29724998969367367,,,,,,,,
45951,,,,,,,,,,,-0.2550772802423909,,-0.024800055040618052,,-0.06068103608928023,,-0.013987342328987967,,-0.6249945545252341,,-0.2585533705530055,,,,,,,,,,
45973,,,,,,,,,,,,,-0.2807228493202154,,-0.4610113181854545,,-0.09151224971943622,,0.4345183473567235,,,,,,,,,,,,
46205,,,,,,,,,-0.5257735006148985,,0.15244627824792606,,0.33294081250664975,,0.06628572866610731,,-0.017926862472762622,,-0.012791578058171698,,-0.15556397409121694,,-0.18987917978766877,,,,,,,,
46409,0.11533545206375173,-0.10807512710987748,-0.07085285626065142,-0.32906529279184216,-0.025387092581276954,-0.13041182809422322,0.06245783796407629,-0.0949034825445378,-0.30018199789059535,-0.10371501407961103,0.05128259803732646,0.20917705196191086,0.042717145334087096,-0.4221085983307213,-0.21962662423265092,,-0.214497146338564,-0.1552995189427155,0.21427364179521965,-0.07513164300788314,0.3684674620099317,0.1814569595859731,-0.009040003818830912,-0.07688805939260081,-0.28388315314281265,-0.5912398757478338,0.04490674520643199,-0.17379981269306985,0.33708667129660064,0.47502856658143355,0.17122609692109325
46698,,,,,,,,,,,,,-0.177887559683975,-0.052314826456093595,0.031241725206423886,,0.20654256748298913,0.07932224980583535,0.5511790445109657,,,,,,,,,,,,
46714,-0.08133399402410826,,,0.17859108731288817,,0.5286532263339452,,0.15977291447524025,,0.10315522953088531,0.19208298305717977,0.09124154737965441,0.1786269802394005,,0.05319441937655671,,-0.32934002602412543,,-0.361826005912902,-0.3977741545549075,-0.07643371948585366,0.03782711546026435,,0.10193347074968687,,-0.018635948157925967,,0.2045435154913579,,,0.30271147753325245
46721,,,,,,,,,,,-0.18097936383135504,,-0.4837489425665417,,-0.5074438277316576,,-0.36393051781024677,,-0.25982855197911714,,0.17129256528094874,,,,,,,,,,
46723,,,,,,,,,,,,,-0.05225342607093063,,-0.5381242019934223,,-0.7695791362353498,,-0.3659954254097729,,,,,,,,,,,,
46727,0.16856272116192098,,0.061201520708663845,,-0.28396285171197005,,-0.013599722412067654,,0.028426042867766694,,0.003703694944923874,,-0.14569520759642784,,-0.4684268051139443,,-0.5581413975045424,,-0.46462761841314687,,-0.20070841673233142,,-0.18858034878577223,,0.05304189301561829,,0.23789065362583828,,-0.43295836630041024,,-0.08930472439455013
46728,,,,,,,,,,,,,-0.5659141720195009,,-0.6429317225404684,,-0.5458098284446792,,-0.5026376454823097,,,,,,,,,,,,
46729,,,,,,,,,,,,,,,-0.5398497066314032,,-0.6363741708382971,,,,,,,,,,,,,,
46730,,,,,,,,,0.3329196187530672,,,0.012838857065982402,,,-0.2615043026984923,,-0.36715240274132277,,,-0.15462435653129766,,,0.026809677216830266,,,,,,,,
46803,,,,,,,,,,,,0.12183625595050641,,,-0.42470748899422367,,0.07146441445242512,,,0.18417616418563285,,,,,,,,,,,
47127,,,,,,,,,0.16399062940922565,0.403982123948149,,-0.150717447808616,,-0.21032878945046032,0.10008843694130615,,0.0835500533238902,0.22840288837504358,,0.3347132696421166,,0.2288852379823693,-0.12113577372920559,,,,,,,,
47128,,,,-0.044367903485521956,-0.4123195966554677,-0.06437078531626676,-0.357223771814352,-0.05292301461633907,0.025102640202361307,,0.2218017191738955,0.4913577429421767,,0.23062610629774238,-0.26990739756612975,,-0.04073576220598015,-0.11974930161181482,,-0.16648964608017802,0.0005240824267627584,,-0.12351281445838681,0.1716184504395718,-0.30643192762229765,0.12305727126250754,-0.1416516304585154,0.1271182593571544,,,
47131,,,,,,,-0.08216307935211323,,,,0.19172427092051722,-0.2653379200359662,-0.1494630385249548,,-0.5443481923911856,,-0.19783687142788656,,0.4426131168530217,0.21138151736852234,0.19592860052764127,,,,0.7300954833477724,,,,,,
47137,,-0.15611565880682726,-0.1797676495104695,-0.19375459623100008,-0.04170303086974966,0.03943506284547979,0.28250655170655314,0.21700088503938136,0.2215029704951371,0.14133941282584858,0.08943970678109228,0.16195418109771254,0.32852533274627727,0.04601177739182021,0.0828833742998843,,0.15876655703523362,0.02283665138370109,0.36158604523860166,0.3349232477988239,0.4450939362916639,0.32760798161512183,0.1225297036441525,-0.20750351458066588,-0.38011568537100443,-0.3394390081371032,0.03539412309511664,0.14076902464525246,0.3180920687381119,-0.1563405569025322,
47141,,,,,,,,,,,,,,,-0.17007847278692942,,-0.4997334725292908,,,,,,,,,,,,,,
47144,-0.0769265192340305,0.05274135217181726,-0.07688647814825167,0.013856758597714996,-0.09724087764351395,-0.23564427558119855,-0.2717290494853191,-0.285298917907699,-0.41059036147011163,0.37304368873486077,-0.09518022954069254,0.15376868407499378,0.22180077772274237,-0.013226730960587277,-0.17199056380410238,,-0.053962589884144915,0.20406472505046358,0.07827030646198828,0.17865359373280282,0.3074499539633213,0.35060526801897096,0.26376241877031387,-0.1802173761377104,0.0764877496066469,0.01016993733811797,0.3023485788536736,0.2828940234327257,-0.18314765712059877,-0.40832201098028353,-0.2558405201622875
47147,,,0.07978466834310004,,,0.09807428275608004,0.008348613218746945,0.09269553384729631,-0.11456671727647655,,0.19262938904606303,0.18229927855578584,,0.15558940815176428,0.10939664289338484,,-0.01662695713651715,0.1781341503017054,,-0.1326353517491712,0.0911132771316798,,-0.008285806991676213,0.14005028648272566,0.010039455847803351,-0.13170531633828725,,,-0.15259643129514996,,
47148,,,,,,,,,,,,,0.11355014548683812,,0.20211354376130428,,0.16269179165666697,,-0.14118364775693745,,,,,,,,,,,,
47159,0.08377149830897938,,-0.2236353274791402,-0.17697836473024003,-0.24945802698789027,-0.2834693582326409,0.38022743766120176,-0.03083836635594502,,-0.11023821944089832,0.2383410164466075,0.2086571874016608,0.07958242811577419,,0.20436949001693813,,0.24716751339321646,,0.21765943820004566,0.39397175307917015,0.38242214648105527,0.11682995925003675,,0.254048996269331,0.3019458921173914,0.16058324390670164,-0.03581490522646902,0.016835480024014752,0.12142320888123902,,0.003393946650210752
47162,0.31969033589540774,,,,,0.5961905956912933,,0.5039878983805264,,0.07092961543745958,0.2111211617041699,,0.11065350765351285,,-0.24015574189744823,,-0.2490225300720774,,0.05584996581949495,,0.14243010885869675,0.2786819996298108,,0.20115794389193037,,-0.12336032816233415,,,,,-0.11459154197029217
47164,,,0.2054119549304024,,0.5436637006437701,,0.06123990378725822,0.08458526313438089,-0.4095053483592001,,,-0.09515350715753897,-0.20399710449326347,-0.8046677076851394,-0.5627083995871837,,0.002747400840192693,-0.47636479241249907,-0.0921742745038879,-0.2737077817645536,,,0.47914711881407973,0.3620335011498415,0.4339056566012804,,0.355865487263825,,0.35966354942943335,,
47168,-0.010857353168545176,,-0.0747808271951917,0.03841285604011644,,-0.15684591966818606,-0.39838947783049455,-0.11556146798743941,,0.1424297927729433,-0.24081788998398512,-0.3905839723467444,-0.4850059716254132,-0.4414831792076343,-0.402173783891766,,-0.035865476026098256,0.19385714998841447,0.47687246966950847,0.2832304210012806,-0.20657461466206328,0.05780188172894336,,0.35675419691030347,-0.05311075280269428,0.26894516949767017,,0.12696483539250802,0.058306134768575026,,0.2806830405126938
47169,,,0.21240720925178735,,,0.10291164727022299,0.11221512575605802,0.2733630316843764,,-0.10061545471084893,0.2294967559018414,0.13435850362389512,0.23592146223538196,-0.08678316169608781,0.04755673283346134,,-0.1650932739322781,-0.2504960699757012,-0.13924623270044129,-0.07174952643008149,-0.10555238554409814,0.16183228165427035,,-0.12027782894286444,0.0011905034707178853,-0.13950776964373218,,,-0.08440833266068833,,
47182,,,,,,,,,,,,,,,-0.520595742800227,,-0.34256388274829763,,,,,,,,,,,,,,
47212,,,,,,,,,,,,,,-0.14259188903296813,,,,0.3244260888209776,,,,,,,,,,,,,
47213,,,,,,,-0.11233823627455668,,-0.08030783384447761,,-0.000861660822111224,,-0.12810014423357002,,-0.4362503967788346,,-0.08927409521867667,,0.27417967711931684,,-0.18018339833102137,,-0.40180206279876035,,-0.10980930226126187,,,,,,
47218,,,,,,,,,,,,,,,0.1800334911013304,,0.32055433589316884,,,,,,,,,,,,,,
47243,,,,,,,,,-0.41080849219769616,,0.34290124901762037,,0.541349562384244,,0.3235068581119022,,0.15318030063675356,,-0.12814416954289193,,-0.41798343094748175,,-0.20974926280725045,,,,,,,,
47360,,,,,,,,,,,,,,,-0.1730053730146751,,-0.49201030909932975,,,,,,,,,,,,,,
47369,,,,,,,-0.4633371356106397,,0.17561761883390964,,0.32179653380541495,,0.060457940556603966,,-0.19568772882399452,,-0.02424851265933827,,0.012991168461239842,,-0.2460389987721622,,-0.541969019687842,,-0.24805685489997867,,,,,,
47376,,,,,,,,,,,,,,,-0.2882272706541318,,-0.44833208456260504,,,,,,,,,,,,,,
48678,0.04745936452805903,0.12017255812100044,0.03894513094776576,-0.028226401131473452,0.14422915481213316,0.19812671562439818,-0.04139284917405339,-0.04489202749455916,0.1308336146940769,-0.002853548515927746,0.041661172807172984,0.011678233849417028,-0.0638940193861937,-0.15945550481126639,-0.29384604090476923,,-0.2653650421311547,-0.15101639066815367,-0.17653650954607647,-0.17513489122826165,-0.13656668763974406,-0.35885407440143036,-0.028522048892508776,0.03265826011975317,0.16952702096844524,0.2633849146481446,0.07369941614280447,0.09479746583296206,0.17510529766641467,0.05209457797403457,0.25151309142746403
48777,0.16608604538885338,0.08459472712666283,-0.04764756413212863,-0.2345142056680359,-0.1773024654539349,-0.484268874907668,-0.5494815964241194,0.02174252499955531,-0.3615817866866665,-0.4507310568316314,-0.12408322312579602,-0.07885894668471183,0.13063894682877691,-0.10635473525990088,-0.07452018750353619,,0.1812770424324593,-0.12017550188944687,-0.24210787742464202,0.08927348462809885,0.14634099913934204,-0.05770146844761091,0.07819170141873356,0.2516358462953397,-0.019795975722064582,-0.06504360526734232,0.033864686778122245,-0.01950444255722637,0.01874382532811985,0.3512326584920928,-0.3647830145077787
48862,,,,,,,,,,,,,,,0.28098856644561077,,0.509470123021713,,,,,,,,,,,,,,
48869,,,,,,,,,,,,0.3538491644202817,,,-0.2443828198695143,,-0.32130813340469583,,,-0.15560117738537754,,,,,,,,,,,
48872,0.09813987510022935,,0.2242332696355427,0.562118242849004,,0.250498961145005,0.14323105153545007,,-0.14061315975858954,-0.0040213302733458365,-0.18484681030395156,-0.22198754718808733,-0.4721512134836882,-0.322058082711454,-0.3498799190564686,,-0.4047797063106353,-0.373347806967661,-0.3378302367623452,-0.15255089322414098,0.26790964404563394,-0.11661764340383039,-0.31531463825072326,,-0.23935357402742602,0.11583295089718727,,0.5003343320583081,0.5023865599018125,,0.49802708766607673
48934,0.18586104845768575,0.11199460062548504,0.05473798447646302,-0.20542946268942414,-0.2808964525158359,-0.5387002856720431,-0.44139170073060763,-0.16024800266446054,-0.443790504916351,-0.3326466237645478,-0.10876132157563305,0.004409239673010348,0.1409430427122046,-0.03344398830208692,-0.07552986211677516,,0.10131111928969767,-0.1879154295024208,-0.2047690359957515,0.1119937672565353,0.13926547763956526,-0.0010259273505629387,0.08621235758601559,0.10826216395971724,0.04764164310658005,-0.04087738575046301,0.1644331044139013,0.02649123548327421,0.12037057979415705,0.3081968284365426,-0.37938116223538115
48965,,,,,,,,,,,,,,,0.23822343081807762,,0.21137807199127132,,,,,,,,,,,,,,
48990,,,,,,,,,,,,,-0.12638844007782601,,0.06830036293167636,,0.21741650311866306,,0.1661119040068892,,,,,,,,,,,,
48991,,,,,,0.22411547730187384,,,0.0517277303270356,,,-0.04515571134934841,,-0.18617048093011684,-0.23733470198231021,,-0.05730064576786743,0.060804732207206114,,0.14117930956399724,,,-0.0037459580088668137,,,0.4156937437379164,,,,,
48994,,,,,,,,,,,,,-0.22396658099911945,,,,,,-0.23727085565193823,,,,,,,,,,,,
49122,0.020214688069409705,-0.32811562318438237,0.16209971419396677,-0.04205713029078029,0.21177844343158617,0.3221720374671869,0.3084479567318183,0.10724917233986016,-0.06302408385948871,0.1360976421939102,-0.10043278061680665,0.001447752806405691,-0.22674424622276673,-0.05342415786341279,-0.12249911527925587,,0.0635187064006835,0.2797074973983326,0.35891884131869256,0.29498402951026764,0.300436377557424,0.18189652638519,0.00022857919215464316,-0.35410834292043164,-0.04694136385749088,0.0427662613306749,0.02199769266227793,0.030544551808419806,0.12412348105650947,0.20026628149234152,0.3274749606133782
49220,0.17116243216377441,,0.05268122893253863,,0.014870878892287876,,0.0409322006402783,,0.12281439646831244,,-0.017761555378300594,,-0.38140948857091905,,-0.42429472109873767,,-0.18161913696004248,,-0.32724763525633316,,-0.18483448791986914,,0.3027778409358734,,0.3151159570390833,,0.33980227613195063,,-0.13268160270172338,,0.25625497452910106
49224,0.10609804450270548,-0.15076273093023826,0.039033724641623274,0.3694005983787531,0.09924352218991188,0.4775132179303783,0.5445603397652938,0.19000479340295875,0.02378747424906881,0.23403083949875841,-0.0761496090215498,-0.004116677994982715,0.0777338123437389,-0.3572841774652924,-0.45594559701915605,,-0.2756850532456739,-0.04705523616610576,-0.18277552297344424,-0.05749952666750797,0.24525933540020303,0.21039865189183554,0.03772331661630921,-0.12853932659394093,0.050427577825192145,-0.36262737113249727,-0.35813043623286583,-0.2351497854952219,-0.3330012682977918,-0.03851796043189638,-0.25733798740689084
49226,0.2631250500231495,,0.2913381082242432,0.43621380985947245,0.0570084836961677,0.21471489549597092,-0.03218766480288313,0.11934691323503249,,-0.34768230377153325,0.1910956297024161,-0.6469914433620101,-0.4320353041687052,-0.5187927289983718,-0.6104899960809578,,-0.5678295175207487,-0.6640758567450855,-0.5409510497049119,-0.7397399569685663,-0.39519121242947514,-0.6247606509016209,,-0.5561744614784768,-0.3234040737933262,-0.5220565304531304,-0.350749338875011,0.02185788495890089,-0.5351839180127635,,-0.19470514142944073
49228,0.330085085420978,-0.3265268611284808,0.023394949179188974,-0.15348693798472632,-0.1416658587840955,-0.1780206045557277,-0.045734042770481285,0.25271909067838205,-0.6644626652601229,0.027542111400556187,-0.19361336387323297,-0.23360945038376887,-0.1881006589297623,,0.11593239057576242,,0.10975310526325399,,-0.10574076396958401,0.03842297769698156,-0.2374913554043216,-0.2709222185250212,-0.1754693975824473,0.11684522776862517,-0.22278806072045898,0.03446025840512797,0.03218208522673918,-0.02421584194111209,-0.09042200152907309,-0.3524404741291897,0.0038635554298226834
49229,,-0.2182302226288097,-0.20773014345781537,,-0.09655362675207436,,-0.00512093990077521,,0.1466151758286331,,0.3041604916677608,,0.08186122242612437,,0.10341368012937359,,0.18954414702504516,,-0.1811809185627709,,-0.30157601193296574,,-0.5226749990009936,,-0.6500932469763239,,-0.2917495488530846,,0.2064614040567782,-0.388323498510212,
49231,,,,,,,,,-0.17989520864355152,,0.20178268893504694,,0.21246902391533842,,-0.20730147731282011,,-0.20714935772672302,,-0.1584264777860548,,-0.3297599556073991,,-0.5377648393976961,,,,,,,,
49233,-0.5824445724926426,-0.550497051742341,-0.5538328457519189,-0.25109927234945356,-0.20612693548964434,0.06709479162542216,0.02599751708533656,-0.12138540563734698,0.016191767946622918,-0.061468178006585016,-0.19170094951759747,0.1270113146694691,-0.24233560640278548,-0.575793320862277,-0.3715111958867414,,-0.20691802527912856,-0.4725738732967096,-0.31537449865203876,-0.23875672953698968,-0.3905404003587532,-0.49359785944244833,-0.6826210158588802,-0.519059648070352,-0.49286359714440675,-0.28401623573553464,-0.3307756443456292,-0.14828867868308365,-0.0982604064691092,-0.22279550940934556,-0.04273719466616324
49315,,,,,,,,-0.01873902951390337,,-0.4211329660559663,,,0.126190385168591,,0.007455819879972912,,-0.05508288335182852,,0.029474542897270438,,,-0.2451026374642616,,-0.10561705933500232,,,,,,,
49331,,,,,,,,,,,,,,,0.02506158219608089,,-0.04760719331425974,,,,,,,,,,,,,,
49455,0.11116175216674039,0.06881501947959723,0.39252102689128476,0.1664883783057339,0.30976452003948063,0.2712720874817674,0.30961998689961184,0.07549174686444525,0.1052074518685206,0.18649315079890133,0.38840494033791184,0.38627261546357533,0.08597777778125006,0.12827768090810207,-0.441767600968288,,-0.20274281879489903,0.36452154754435134,0.10767332960185222,-0.3187799318574317,-0.15536049737455307,-0.31352854584372825,-0.01699635209460449,-0.5247843128922661,-0.21038909074415205,-0.3824279316722526,-0.08001223459657644,-0.25998709991317864,0.04908433290605637,-0.021706995015537973,-0.39706167166390494
49513,,,,,,,,,,,,,,,-0.04149310811304001,,0.08428855434178424,,,,,,,,,,,,,,
49515,,,,,-0.2065104713946965,0.0015934283134832574,,0.2362101253497513,,,-0.34738492512548763,-0.21495823455305904,-0.06661303934172434,-0.09705963122352763,-0.29333031261635106,,-0.2617442279155002,-0.49813271996982145,-0.7065525172783996,0.08201819399807675,-0.04991047765114221,,,0.26869538179324565,,0.3628496692805304,0.24615401866083847,,,,
49517,,,,,,,,,,,,,,,-0.0636962344851878,,-0.3452618734543442,,,,,,,,,,,,,,
49524,,,,,,,,,,-0.5921961270406749,,,,,0.16493100063749533,,0.09508108719775041,,,,,-0.2778946583790924,,,,,,,,,
49526,,,,,,,,,,,,,,,0.26265275863512844,,-0.03666297562880387,,,,,,,,,,,,,,
49537,,,,,,,,,,,,,,,-0.48161417235352744,,-0.06521461568174765,,,,,,,,,,,,,,
49563,,,,,,,,,,,,,,,0.006205792301318083,,-0.5256483338524408,,,,,,,,,,,,,,
49658,,,,,,,,,,,,,,,0.3077713603595384,,0.5408897002829969,,,,,,,,,,,,,,
49662,,,,,,,,,,,,,,,0.36282545426439755,,-0.23946605222043707,,,,,,,,,,,,,,
49678,,,,,,,,,0.053298396786958135,,0.1548438992987719,,0.1981148730795635,,0.06908689460370038,,0.047987904329872426,,0.0946857438736406,,-0.28482732764443014,,-0.13551928261384044,,,,,,,,
49869,-0.06669161721123469,,0.2371108770614002,-0.4438970441136621,,-0.6299915681445413,-0.4830037193214542,,-0.2694116255388747,-0.007387313740579907,0.1452654857081683,-0.19687705680192719,-0.2646130115058735,-0.5073366513214482,-0.5209771872647192,,-0.1330975221749209,0.23730560234620662,-0.022095095191274762,0.08510874781899813,-0.300447295918635,-0.15787290135070445,-0.08048912397639596,,0.14478403522596564,0.24985792157645575,,0.5165350841672058,0.6132328009404893,,0.3948553524177722
49871,,0.0657960155211567,,,0.3813613925376606,,,,-0.1362403653307591,,-0.3426306184388283,,,,-0.18289099937658765,,0.11903836055115001,,,,-0.07061236305737152,,-0.08665106735024651,,,,-0.4711620777870146,,,-0.021348809726638607,
49970,,,,,-0.21256019188187877,,,,,,-0.1627684456694298,-0.3042567272533492,-0.4632479103917728,-0.7521906673121107,,,,-0.39906583011950925,-0.5227360026443172,-0.2495592136333468,-0.5558536284102467,,,,,,0.375725426916667,,,,
50654,0.10360914943068983,0.014916525382020597,0.004715046950977858,0.11780964823571088,0.02495255716733795,-0.01922490927949576,-0.08234676641771486,0.1347738133311373,-0.23545832585306645,-0.020673374494874414,-0.002560060351037468,0.0011438237131474764,-0.09036313816924647,0.01103945247596425,-0.0736544865413327,,-0.22306684600542784,-0.2647999905576741,-0.09218271947781888,0.002669858549152736,0.09064789147446194,0.16428497267125694,0.11341064141160456,0.15069547551657136,-0.04736604672335967,-0.10093874779828887,-0.18273044190448515,0.10502185128280189,0.016143008730704407,0.32122454981501003,0.05183767595836629
50711,,,,,,,,,,,,,-0.19544091430506427,,-0.7121414485341891,,-0.5513690456150452,,-0.4760613870973407,,,,,,,,,,,,
50729,,,,,,,,,0.4992372388810618,0.18563599234369754,,0.20444688080479034,,0.03513775623607029,-0.06275875289643426,,-0.15592548823663083,-0.2070442407909779,,-0.06713686078301925,,0.08209229528810538,0.10496501924599559,,,,,,,,
50736,0.2776377877501455,-0.18841990737955244,0.043751836966511956,-0.1660266803307559,0.01607515560181561,-0.048270061711175954,-0.032452583610095974,-0.32080103965383083,-0.2430548954448826,-0.07767471188972172,-0.13024430770822115,0.25532540068110154,-0.002257901298417791,0.3431338329568729,0.2347656506675779,,0.34731773931046755,0.4278966065086114,0.4479255195937746,0.30897046212616586,0.2820767261029666,-0.053334897633390874,-0.14554664471794204,-0.0725257753321123,0.048859141469145,-0.5343684431939928,-0.4002453634381415,-0.44535179904698813,-0.46453230472419443,-0.4051270426062474,-0.20175810009841194
50919,,,,,,,,,,,,,,,-0.4161486475984152,,-0.35839195681734515,,,,,,,,,,,,,,
50922,,,,,,,,,,,,,,,-0.05261636141539193,,-0.4515816663837021,,,,,,,,,,,,,,
50985,,-0.45554881597619024,,-0.4532886867949534,,-0.25556654157772885,,-0.23536640126244568,-0.29816023160611776,0.1607733263218136,-0.15396077145612774,,0.13035998978563823,,0.27695762742933305,,0.3363023522839273,,0.3586051825252236,,0.254135372258904,0.1549889786856576,-0.015824852156856552,0.06108963795340896,,-0.2787921736457118,,-0.14033198573377365,,-0.15039027841477845,
50989,0.1615770452533736,0.017719502860615577,0.1519839201210349,-0.06682754890234134,0.12952001908772506,0.10450866387826604,0.09750619765837609,-0.18576476617175555,-0.20966567610456854,0.24333583050458538,0.2889557963318669,0.18226621144140712,-0.44584570265021845,-0.29912071444651966,-0.33049054956307244,,0.04101799419893362,0.09790706897711356,-0.025215129702240043,-0.03875142786243621,-0.21665746563780136,-0.29173312813097835,-0.1952554824454115,-0.06815542238985998,-0.16175695418588537,-0.07179320515993229,-0.11411411764437324,-0.2545414006513961,0.27669273953136553,0.14741014860795013,0.13874866203912578
