prompt,turn_num,num_statements,visibility
prompt4,10,10,implicit
prompt4,11,5,implicit
prompt4,12,10,implicit
prompt4,13,4,implicit
prompt4,14,8,implicit
prompt4,15,4,implicit
prompt4,16,5,implicit
prompt4,17,4,implicit
prompt5,1,3,implicit
prompt5,2,10,implicit
prompt5,3,3,implicit
prompt5,1,3,implicit
prompt5,2,5,implicit
prompt5,3,4,implicit
prompt5,1,5,implicit
prompt5,2,4,implicit
prompt5,3,5,implicit
prompt5,4,5,implicit
prompt5,5,5,implicit
prompt5,6,5,implicit
prompt5,7,4,implicit
prompt5,8,5,implicit
prompt5,9,3,implicit
prompt5,10,4,implicit
prompt5,11,4,implicit
prompt5,12,4,implicit
prompt5,13,3,implicit
prompt5,14,5,implicit
prompt5,15,6,implicit
prompt5,16,4,implicit
prompt5,17,4,implicit
prompt5,18,3,implicit
prompt5,1,4,implicit
prompt5,2,5,implicit
prompt5,3,4,implicit
prompt5,4,4,implicit
prompt5,5,5,implicit
prompt5,6,0,implicit
prompt5,7,5,implicit
prompt5,8,5,implicit
prompt5,9,4,implicit
prompt5,10,5,implicit
prompt5,11,4,implicit
prompt5,12,5,implicit
prompt5,13,3,implicit
prompt5,14,5,implicit
prompt5,15,3,implicit
prompt5,16,4,implicit
prompt5,17,5,implicit
prompt5,1,5,implicit
prompt5,2,4,implicit
prompt5,3,10,implicit
prompt5,4,3,implicit
prompt5,5,5,implicit
prompt5,6,2,implicit
prompt5,7,4,implicit
prompt5,8,5,implicit
prompt5,9,10,implicit
prompt5,10,3,implicit
prompt5,11,3,implicit
prompt5,12,4,implicit
prompt5,13,5,implicit
prompt5,14,4,implicit
prompt5,1,5,implicit
prompt5,2,5,implicit
prompt5,3,5,implicit
prompt5,4,5,implicit
prompt5,5,3,implicit
prompt5,6,4,implicit
prompt5,7,5,implicit
prompt5,8,5,implicit
prompt5,9,4,implicit
prompt5,10,3,implicit
prompt5,11,6,implicit
prompt5,12,3,implicit
prompt5,13,5,implicit
prompt5,14,4,implicit
prompt5,15,4,implicit
prompt5,16,5,implicit
prompt5,17,2,implicit
prompt5,18,10,implicit
prompt5,19,5,implicit
prompt5,20,4,implicit
prompt5,21,4,implicit
prompt5,22,5,implicit
prompt5,23,4,implicit
prompt5,24,5,implicit
prompt5,25,4,implicit
prompt5,26,5,implicit
prompt5,27,4,implicit
prompt5,28,8,implicit
prompt5,29,3,implicit
prompt5,30,3,implicit
prompt5,31,4,implicit
prompt5,32,4,implicit
prompt5,33,5,implicit
prompt5,34,3,implicit
prompt5,35,5,implicit
prompt5,36,5,implicit
prompt5,37,5,implicit
prompt5,38,6,implicit
prompt5,39,5,implicit
prompt5,40,10,implicit
prompt5,41,4,implicit
prompt5,42,4,implicit
prompt5,43,3,implicit
prompt5,44,10,implicit
prompt5,45,6,implicit
prompt5,46,10,implicit
prompt5,47,5,implicit
prompt5,48,10,implicit
prompt5,49,3,implicit
prompt5,50,4,implicit
prompt5,51,4,implicit
prompt5,52,10,implicit
prompt5,53,4,implicit
prompt5,54,4,implicit
prompt5,55,3,implicit
prompt5,56,10,implicit
prompt5,57,4,implicit
prompt5,58,10,implicit
prompt5,59,5,implicit
prompt5,60,6,implicit
prompt5,61,5,implicit
prompt5,62,5,implicit
prompt5,63,2,implicit
prompt5,64,4,implicit
prompt5,65,4,implicit
prompt5,66,4,implicit
prompt5,67,3,implicit
prompt5,68,3,implicit
prompt5,1,4,implicit
prompt5,2,3,implicit
prompt5,3,5,implicit
prompt5,4,3,implicit
prompt5,5,5,implicit
prompt5,6,2,implicit
prompt5,7,4,implicit
prompt5,8,2,implicit
prompt5,9,4,implicit
prompt5,10,4,implicit
prompt5,11,4,implicit
prompt5,12,4,implicit
prompt5,13,5,implicit
prompt5,14,3,implicit
prompt5,15,4,implicit
prompt5,16,3,implicit
prompt5,17,4,implicit
prompt5,18,4,implicit
prompt5,19,3,implicit
prompt5,20,5,implicit
prompt5,21,4,implicit
prompt5,1,4,implicit
prompt5,2,4,implicit
prompt5,3,10,implicit
prompt5,4,0,implicit
prompt5,5,3,implicit
prompt5,6,10,implicit
prompt5,7,4,implicit
prompt5,8,4,implicit
prompt5,1,3,implicit
prompt5,2,5,implicit
prompt5,3,4,implicit
prompt5,4,4,implicit
prompt5,5,10,implicit
prompt5,1,4,implicit
prompt5,2,4,implicit
prompt5,3,4,implicit
prompt5,4,5,implicit
prompt5,5,3,implicit
prompt5,6,4,implicit
prompt5,7,2,implicit
prompt5,8,3,implicit
prompt5,9,5,implicit
prompt5,10,4,implicit
prompt5,11,5,implicit
prompt5,12,5,implicit
prompt5,13,4,implicit
prompt5,14,4,implicit
prompt5,15,5,implicit
prompt5,16,3,implicit
prompt5,17,4,implicit
prompt5,18,3,implicit
prompt5,19,3,implicit
prompt5,20,3,implicit
prompt5,21,3,implicit
prompt5,22,3,implicit
prompt5,23,5,implicit
prompt5,24,3,implicit
prompt5,25,4,implicit
prompt5,26,3,implicit
prompt5,27,2,implicit
prompt5,28,5,implicit
prompt5,29,5,implicit
prompt5,30,4,implicit
prompt5,31,2,implicit
prompt5,32,4,implicit
prompt5,33,5,implicit
prompt5,34,10,implicit
prompt5,35,3,implicit
prompt5,36,4,implicit
prompt5,37,3,implicit
prompt5,38,4,implicit
prompt5,39,2,implicit
prompt5,40,10,implicit
prompt5,41,4,implicit
prompt5,42,5,implicit
prompt5,1,3,implicit
prompt5,2,10,implicit
prompt5,3,10,implicit
prompt5,4,10,implicit
prompt5,5,4,implicit
prompt5,6,5,implicit
prompt5,7,4,implicit
prompt5,8,4,implicit
prompt5,9,5,implicit
prompt5,10,3,implicit
prompt5,11,4,implicit
prompt5,12,2,implicit
prompt5,13,3,implicit
prompt5,14,3,implicit
prompt5,15,4,implicit
prompt5,16,5,implicit
prompt5,17,5,implicit
prompt5,1,4,implicit
prompt5,2,3,implicit
prompt5,3,10,implicit
prompt5,4,0,implicit
prompt5,5,8,implicit
prompt5,6,10,implicit
prompt5,1,4,implicit
prompt5,2,4,implicit
prompt5,3,4,implicit
prompt5,4,4,implicit
prompt5,5,4,implicit
prompt5,6,4,implicit
prompt5,7,8,implicit
prompt5,8,2,implicit
prompt5,9,4,implicit
prompt5,10,5,implicit
prompt5,11,4,implicit
prompt5,12,0,implicit
prompt5,13,3,implicit
prompt5,14,5,implicit
prompt5,15,5,implicit
prompt5,16,8,implicit
prompt5,17,4,implicit
