analysis_subset,condition,base_condition,representation_budget,future_horizon,category,pair_count,accuracy,accuracy_ci95_low,accuracy_ci95_high,accuracy_ci_unstable,cluster_count,mean_order_consistency_rate,mean_order_consistency_rate_ci95_low,mean_order_consistency_rate_ci95_high,mean_order_consistency_rate_ci_unstable
sparse_explicit,raw_history_b256,raw_history,256,1,religion,1,0.5,,,True,1,0.0,,,True
sparse_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,religion,1,0.5208333333333334,,,True,1,0.041666666666666664,,,True
sparse_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,religion,1,0.5416666666666666,,,True,1,0.08333333333333333,,,True
sparse_explicit,raw_history_explicit_b256,raw_history_explicit,256,1,religion,1,0.5208333333333334,,,True,1,0.041666666666666664,,,True
sparse_explicit,raw_history_b256,raw_history,256,1,sports,3,0.611111111111111,,,True,1,0.2222222222222222,,,True
sparse_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,sports,3,0.6041666666666666,,,True,1,0.20833333333333334,,,True
sparse_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,sports,3,0.5972222222222222,,,True,1,0.19444444444444445,,,True
sparse_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,sports,3,0.5902777777777777,,,True,1,0.2638888888888889,,,True
sparse_explicit,raw_history_explicit_b256,raw_history_explicit,256,1,sports,3,0.6111111111111112,,,True,1,0.2222222222222222,,,True
sparse_explicit,raw_history_b256,raw_history,256,3,sports,1,0.5208333333333334,,,True,1,0.041666666666666664,,,True
sparse_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,sports,1,0.5,,,True,1,0.0,,,True
sparse_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,sports,1,0.5208333333333334,,,True,1,0.041666666666666664,,,True
sparse_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,sports,1,0.5,,,True,1,0.0,,,True
sparse_explicit,raw_history_explicit_b256,raw_history_explicit,256,3,sports,1,0.5,,,True,1,0.0,,,True
sparse_explicit,raw_history_b256,raw_history,256,5,sports,1,0.5,,,True,1,0.0,,,True
sparse_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,5,sports,1,0.5208333333333334,,,True,1,0.041666666666666664,,,True
sparse_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,5,sports,1,0.5,,,True,1,0.0,,,True
sparse_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,5,sports,1,0.5,,,True,1,0.0,,,True
sparse_explicit,raw_history_explicit_b256,raw_history_explicit,256,5,sports,1,0.5208333333333334,,,True,1,0.041666666666666664,,,True
dense_explicit,raw_history_b256,raw_history,256,1,business,14,0.5922619047619049,,,True,5,0.1845238095238095,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,business,14,0.5863095238095237,,,True,5,0.17261904761904762,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,business,14,0.5610119047619048,,,True,5,0.12202380952380952,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,1,business,14,0.5714285714285714,,,True,5,0.14285714285714285,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,business,10,0.6104166666666667,,,True,4,0.22083333333333335,,,True
dense_explicit,raw_history_b256,raw_history,256,3,business,2,0.6041666666666667,,,True,1,0.20833333333333334,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,business,2,0.5520833333333334,,,True,1,0.10416666666666666,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,business,2,0.5208333333333333,,,True,1,0.041666666666666664,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,business,2,0.5416666666666666,,,True,1,0.08333333333333333,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,3,business,2,0.5208333333333333,,,True,1,0.041666666666666664,,,True
dense_explicit,raw_history_b256,raw_history,256,1,commentary,66,0.5243055555555555,,,True,5,0.07638888888888888,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,commentary,66,0.5233585858585857,,,True,5,0.061868686868686865,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,commentary,66,0.5097853535353536,,,True,5,0.03345959595959595,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,1,commentary,66,0.5220959595959597,,,True,5,0.05555555555555555,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,commentary,58,0.5176005747126436,,,True,4,0.035201149425287355,,,True
dense_explicit,raw_history_b256,raw_history,256,3,commentary,21,0.5019841269841271,,,True,4,0.003968253968253968,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,commentary,21,0.503968253968254,,,True,4,0.007936507936507936,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,commentary,21,0.5009920634920635,,,True,4,0.001984126984126984,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,commentary,21,0.5019841269841271,,,True,4,0.003968253968253968,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,3,commentary,21,0.5049603174603176,,,True,4,0.00992063492063492,,,True
dense_explicit,raw_history_b256,raw_history,256,5,commentary,8,0.49739583333333337,,,True,2,0.005208333333333333,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,5,commentary,8,0.5,,,True,2,0.0,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,5,commentary,8,0.5,,,True,2,0.0,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,5,commentary,8,0.5,,,True,2,0.0,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,5,commentary,8,0.49739583333333337,,,True,2,0.005208333333333333,,,True
dense_explicit,raw_history_b256,raw_history,256,1,news,36,0.5925925925925926,,,True,4,0.19907407407407407,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,news,36,0.5885416666666666,,,True,4,0.18171296296296297,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,news,36,0.5613425925925924,,,True,4,0.1342592592592593,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,1,news,36,0.5844907407407407,,,True,4,0.1736111111111111,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,news,26,0.5793269230769231,,,True,3,0.1650641025641026,,,True
dense_explicit,raw_history_b256,raw_history,256,3,news,15,0.5277777777777778,,,True,2,0.05555555555555555,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,news,15,0.5263888888888888,,,True,2,0.05277777777777777,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,news,15,0.5166666666666667,,,True,2,0.03333333333333333,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,3,news,15,0.5236111111111111,,,True,2,0.047222222222222214,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,news,12,0.515625,,,True,2,0.03125,,,True
dense_explicit,raw_history_b256,raw_history,256,5,news,4,0.5052083333333334,,,True,2,0.07291666666666667,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,5,news,4,0.5208333333333334,,,True,2,0.041666666666666664,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,5,news,4,0.515625,,,True,2,0.05208333333333333,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,5,news,4,0.5208333333333334,,,True,2,0.041666666666666664,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,5,news,4,0.5260416666666667,,,True,2,0.07291666666666667,,,True
dense_explicit,raw_history_b256,raw_history,256,1,political,6,0.5520833333333334,,,True,2,0.10416666666666667,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,political,6,0.5555555555555557,,,True,2,0.1111111111111111,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,political,6,0.5416666666666666,,,True,2,0.08333333333333333,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,1,political,6,0.5416666666666666,,,True,2,0.08333333333333333,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,political,3,0.5902777777777778,,,True,1,0.18055555555555558,,,True
dense_explicit,raw_history_b256,raw_history,256,1,religion,20,0.5375,,,True,5,0.07500000000000001,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,religion,20,0.5260416666666667,,,True,5,0.052083333333333336,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,religion,20,0.5166666666666666,,,True,5,0.03333333333333333,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,1,religion,20,0.5291666666666667,,,True,5,0.058333333333333334,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,religion,11,0.5340909090909091,,,True,4,0.06818181818181818,,,True
dense_explicit,raw_history_b256,raw_history,256,3,religion,5,0.5041666666666667,,,True,2,0.008333333333333333,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,religion,5,0.5,,,True,2,0.0,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,religion,5,0.5,,,True,2,0.0,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,religion,3,0.5,,,True,2,0.0,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,3,religion,5,0.5,,,True,2,0.0,,,True
dense_explicit,raw_history_b256,raw_history,256,1,sports,47,0.5793439716312057,,,True,3,0.15868794326241137,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,sports,47,0.5740248226950353,,,True,3,0.14982269503546103,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,sports,47,0.550531914893617,,,True,3,0.10638297872340427,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,sports,39,0.5614316239316239,,,True,3,0.12927350427350429,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,1,sports,47,0.5731382978723404,,,True,3,0.14804964539007093,,,True
dense_explicit,raw_history_b256,raw_history,256,3,sports,37,0.5320945945945946,,,True,3,0.07094594594594594,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,sports,37,0.5253378378378377,,,True,3,0.05067567567567568,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,sports,37,0.5112612612612613,,,True,3,0.02477477477477477,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,sports,31,0.5208333333333334,,,True,3,0.04704301075268817,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,3,sports,37,0.5253378378378378,,,True,3,0.05968468468468468,,,True
dense_explicit,raw_history_b256,raw_history,256,5,sports,29,0.5251436781609196,,,True,3,0.05316091954022989,,,True
dense_explicit,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,5,sports,29,0.5222701149425288,,,True,3,0.04454022988505747,,,True
dense_explicit,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,5,sports,29,0.5158045977011495,,,True,3,0.03160919540229885,,,True
dense_explicit,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,5,sports,25,0.5141666666666667,,,True,3,0.028333333333333332,,,True
dense_explicit,raw_history_explicit_b256,raw_history_explicit,256,5,sports,29,0.5158045977011495,,,True,3,0.048850574712643674,,,True
complete_case,raw_history_b256,raw_history,256,1,business,11,0.600378787878788,,,True,4,0.20075757575757577,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,business,11,0.5965909090909091,,,True,4,0.19318181818181818,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,business,11,0.5738636363636365,,,True,4,0.1477272727272727,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,business,11,0.6079545454545454,,,True,4,0.2159090909090909,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,1,business,11,0.5662878787878789,,,True,4,0.13257575757575757,,,True
complete_case,raw_history_b256,raw_history,256,3,business,3,0.576388888888889,,,True,1,0.1527777777777778,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,business,3,0.5486111111111112,,,True,1,0.09722222222222222,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,business,3,0.5208333333333334,,,True,1,0.041666666666666664,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,business,3,0.5416666666666666,,,True,1,0.08333333333333333,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,3,business,3,0.5416666666666666,,,True,1,0.08333333333333333,,,True
complete_case,raw_history_b256,raw_history,256,5,business,1,0.5625,,,True,1,0.125,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,5,business,1,0.5,,,True,1,0.0,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,5,business,1,0.5,,,True,1,0.0,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,5,business,1,0.5208333333333334,,,True,1,0.041666666666666664,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,5,business,1,0.5,,,True,1,0.0,,,True
complete_case,raw_history_b256,raw_history,256,1,commentary,71,0.5308098591549297,,,True,4,0.06748826291079812,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,commentary,71,0.5261150234741785,,,True,4,0.05223004694835681,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,commentary,71,0.5146713615023475,,,True,4,0.030516431924882625,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,commentary,71,0.5190727699530516,,,True,4,0.03814553990610329,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,1,commentary,71,0.5258215962441314,,,True,4,0.05164319248826291,,,True
complete_case,raw_history_b256,raw_history,256,3,commentary,24,0.5017361111111112,,,True,4,0.003472222222222222,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,commentary,24,0.5034722222222222,,,True,4,0.006944444444444444,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,commentary,24,0.5008680555555556,,,True,4,0.001736111111111111,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,commentary,24,0.5017361111111112,,,True,4,0.003472222222222222,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,3,commentary,24,0.5043402777777778,,,True,4,0.008680555555555554,,,True
complete_case,raw_history_b256,raw_history,256,5,commentary,9,0.49768518518518523,,,True,2,0.004629629629629629,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,5,commentary,9,0.5,,,True,2,0.0,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,5,commentary,9,0.5,,,True,2,0.0,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,5,commentary,9,0.5,,,True,2,0.0,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,5,commentary,9,0.49768518518518523,,,True,2,0.004629629629629629,,,True
complete_case,raw_history_b256,raw_history,256,1,news,27,0.5864197530864198,,,True,3,0.19135802469135804,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,news,27,0.5887345679012346,,,True,3,0.18364197530864199,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,news,27,0.5625000000000001,,,True,3,0.14043209876543208,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,news,27,0.5825617283950617,,,True,3,0.1712962962962963,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,1,news,27,0.5771604938271605,,,True,3,0.16049382716049382,,,True
complete_case,raw_history_b256,raw_history,256,3,news,13,0.5288461538461539,,,True,2,0.057692307692307696,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,news,13,0.5304487179487178,,,True,2,0.06089743589743589,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,news,13,0.5192307692307693,,,True,2,0.038461538461538464,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,news,13,0.5144230769230769,,,True,2,0.028846153846153848,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,3,news,13,0.5256410256410257,,,True,2,0.05128205128205128,,,True
complete_case,raw_history_b256,raw_history,256,5,news,5,0.5083333333333334,,,True,2,0.06666666666666668,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,5,news,5,0.5333333333333334,,,True,2,0.06666666666666667,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,5,news,5,0.5125,,,True,2,0.041666666666666664,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,5,news,5,0.5208333333333334,,,True,2,0.041666666666666664,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,5,news,5,0.5333333333333334,,,True,2,0.08333333333333334,,,True
complete_case,raw_history_b256,raw_history,256,1,political,4,0.578125,,,True,1,0.15625,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,political,4,0.5677083333333334,,,True,1,0.13541666666666666,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,political,4,0.5416666666666666,,,True,1,0.08333333333333333,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,political,4,0.5833333333333334,,,True,1,0.16666666666666669,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,1,political,4,0.5364583333333334,,,True,1,0.07291666666666667,,,True
complete_case,raw_history_b256,raw_history,256,1,religion,11,0.537878787878788,,,True,4,0.07575757575757576,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,religion,11,0.5284090909090909,,,True,4,0.056818181818181816,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,religion,11,0.5151515151515151,,,True,4,0.0303030303030303,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,religion,11,0.5340909090909091,,,True,4,0.06818181818181818,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,1,religion,11,0.5321969696969697,,,True,4,0.06439393939393939,,,True
complete_case,raw_history_b256,raw_history,256,3,religion,3,0.5069444444444445,,,True,2,0.013888888888888888,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,religion,3,0.5,,,True,2,0.0,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,religion,3,0.5,,,True,2,0.0,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,religion,3,0.5,,,True,2,0.0,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,3,religion,3,0.5,,,True,2,0.0,,,True
complete_case,raw_history_b256,raw_history,256,1,sports,42,0.5808531746031746,,,True,3,0.1617063492063492,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,sports,42,0.5739087301587301,,,True,3,0.1498015873015873,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,sports,42,0.550595238095238,,,True,3,0.10714285714285716,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,sports,42,0.5634920634920635,,,True,3,0.1388888888888889,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,1,sports,42,0.5724206349206349,,,True,3,0.14682539682539683,,,True
complete_case,raw_history_b256,raw_history,256,3,sports,32,0.5305989583333334,,,True,3,0.06901041666666666,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,sports,32,0.5227864583333334,,,True,3,0.045572916666666664,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,sports,32,0.5104166666666667,,,True,3,0.0234375,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,sports,32,0.5201822916666667,,,True,3,0.045572916666666664,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,3,sports,32,0.5240885416666667,,,True,3,0.05859375,,,True
complete_case,raw_history_b256,raw_history,256,5,sports,26,0.5216346153846154,,,True,3,0.04647435897435898,,,True
complete_case,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,5,sports,26,0.5176282051282052,,,True,3,0.03525641025641025,,,True
complete_case,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,5,sports,26,0.5144230769230769,,,True,3,0.028846153846153848,,,True
complete_case,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,5,sports,26,0.5136217948717948,,,True,3,0.02724358974358974,,,True
complete_case,raw_history_explicit_b256,raw_history_explicit,256,5,sports,26,0.5112179487179488,,,True,3,0.041666666666666664,,,True
