analysis_subset,representation_budget,source_context_count,episode_cluster_count,mean_included_turns,ci95_low,ci95_high,ci_unstable,mean_raw_history_token_count
assumption_eligible_unique_sources,256,213,24,1.727699530516432,1.5153502985308258,1.9531849968213606,False,247.73239436619718
