category,pair_count,cluster_count,mean_true_rank_without_assumptions,mean_true_rank_without_assumptions_ci95_low,mean_true_rank_without_assumptions_ci95_high,mean_true_rank_without_assumptions_ci_unstable,mean_true_rank_with_assumptions,mean_true_rank_with_assumptions_ci95_low,mean_true_rank_with_assumptions_ci95_high,mean_true_rank_with_assumptions_ci_unstable,top1_rate_without_assumptions,top1_rate_without_assumptions_ci95_low,top1_rate_without_assumptions_ci95_high,top1_rate_without_assumptions_ci_unstable,top1_rate_with_assumptions,top1_rate_with_assumptions_ci95_low,top1_rate_with_assumptions_ci95_high,top1_rate_with_assumptions_ci_unstable,mrr_without_assumptions,mrr_without_assumptions_ci95_low,mrr_without_assumptions_ci95_high,mrr_without_assumptions_ci_unstable,mrr_with_assumptions,mrr_with_assumptions_ci95_low,mrr_with_assumptions_ci95_high,mrr_with_assumptions_ci_unstable,mean_rank_lift,mean_rank_lift_ci95_low,mean_rank_lift_ci95_high,mean_rank_lift_ci_unstable,mean_score_lift,mean_score_lift_ci95_low,mean_score_lift_ci95_high,mean_score_lift_ci_unstable
political,55147,2300,4.502366402524163,4.442607600740191,4.570871797096943,False,4.311911799372586,4.254772227115179,4.375303052688412,False,0.3975193573539812,0.3919847041899864,0.4028679348195703,False,0.4020889622282264,0.39711353235861613,0.4076738030131236,False,0.5556568670826999,0.5509472900830471,0.5601444360822094,False,0.5623491865001066,0.5580587982881439,0.5666031157415715,False,0.1904546031515767,0.17004608107557959,0.2115476180035473,False,0.24521732823181677,0.23695657658179461,0.2543225777389123,False
