true_next_turn_move_label,pair_count,cluster_count,mean_true_rank_without_assumptions,mean_true_rank_without_assumptions_ci95_low,mean_true_rank_without_assumptions_ci95_high,mean_true_rank_without_assumptions_ci_unstable,mean_true_rank_with_assumptions,mean_true_rank_with_assumptions_ci95_low,mean_true_rank_with_assumptions_ci95_high,mean_true_rank_with_assumptions_ci_unstable,top1_rate_without_assumptions,top1_rate_without_assumptions_ci95_low,top1_rate_without_assumptions_ci95_high,top1_rate_without_assumptions_ci_unstable,top1_rate_with_assumptions,top1_rate_with_assumptions_ci95_low,top1_rate_with_assumptions_ci95_high,top1_rate_with_assumptions_ci_unstable,mrr_without_assumptions,mrr_without_assumptions_ci95_low,mrr_without_assumptions_ci95_high,mrr_without_assumptions_ci_unstable,mrr_with_assumptions,mrr_with_assumptions_ci95_low,mrr_with_assumptions_ci95_high,mrr_with_assumptions_ci_unstable,mean_rank_lift,mean_rank_lift_ci95_low,mean_rank_lift_ci95_high,mean_rank_lift_ci_unstable,mean_score_lift,mean_score_lift_ci95_low,mean_score_lift_ci95_high,mean_score_lift_ci_unstable
Assert / Elaborate,30389,2291,3.343216295370035,3.2707844539572855,3.416368455758555,False,3.203757938727829,3.135133912241604,3.2695956881468873,False,0.5060383691467307,0.4981095561537675,0.5139376785094979,False,0.5126196979170095,0.5044498752753968,0.5212134733426197,False,0.6519351779720388,0.6454695263608394,0.6583467917801941,False,0.6597951102667763,0.6534728185992333,0.6660246790592839,False,0.13945835664220607,0.11716434320486646,0.16435990436898404,False,0.2019480733160025,0.19092481918947696,0.21247275166352053,False
Topic Shift,2869,1442,11.070407807598466,10.802983989809075,11.325801548144018,False,10.509933774834437,10.232920595586231,10.769702725803098,False,0.06901359358661555,0.060188543257954336,0.07823442181419082,False,0.07772743116068316,0.06775894785663597,0.0872318714416422,False,0.20660637713141777,0.19765973835382297,0.21566440176266424,False,0.22014175588345464,0.21059164094744953,0.22918079857118587,False,0.5604740327640293,0.43152729412649704,0.6948763921604499,False,0.30846985012199374,0.27007160115877493,0.34882489364545516,False
Answer,1515,954,3.9927392739273926,3.736250480333236,4.248832568661042,False,3.710891089108911,3.4780579431796546,3.945898185399925,False,0.4666666666666667,0.4412147391474314,0.4929487597595585,False,0.4871287128712871,0.46221262985763756,0.5142514948795304,False,0.6110279311943408,0.5923250038673533,0.6285457078055497,False,0.6293664421020314,0.6097747909562667,0.647626041577391,False,0.28184818481848184,0.16242820952749182,0.3983190311708138,False,0.2864686468646865,0.23168022235600017,0.34088528561694775,False
Clarification Request (Generic),1268,794,6.105678233438486,5.820986023114394,6.428793835547243,False,5.855678233438486,5.5652084671949735,6.167199895815412,False,0.2113564668769716,0.18966645878750735,0.23267396125227957,False,0.23107255520504733,0.20862721953075178,0.2542527365334232,False,0.39214917511995223,0.3746396651399007,0.4108600109433806,False,0.411728284926012,0.3926555159628191,0.42980951992274374,False,0.25,0.1027060316860595,0.3940934169085134,False,0.30757097791798105,0.25055580700472707,0.3616060526315789,False
Correction / Challenge,2409,1065,4.687837276878373,4.4511300315141105,4.9461888271352565,False,4.660855126608551,4.434120341932842,4.889203708405493,False,0.34288086342880864,0.3229723714101874,0.3627309333096451,False,0.3358239933582399,0.3151764442167286,0.35646989089495384,False,0.5154766045984333,0.5002082086147285,0.5319453293790573,False,0.5089706222448868,0.49336200011148434,0.5250829189449818,False,0.026982150269821502,-0.07154875948824317,0.13171709085193953,False,0.1295143212951432,0.08534438337341123,0.1701520000893983,False
Clarification Request (Specific),11849,2080,5.090302979154359,4.978778629778346,5.199787973700286,False,4.899147607393029,4.794428050710275,4.997129158476313,False,0.2646636846991307,0.2560918880975246,0.2733827519304407,False,0.2609502911638113,0.25230114718470176,0.2693658645436233,False,0.4535619636708412,0.4467110807876491,0.4603416446959277,False,0.45322256380986053,0.4462283498105388,0.4604584324739554,False,0.19115537176133007,0.14631574868539332,0.23511440294285074,False,0.31327538188876697,0.29517387554566593,0.3309212189120506,False
Agree / Align,3724,1569,5.214554242749731,5.020579767648927,5.401842509353867,False,4.890171858216971,4.71942375216945,5.082515995211181,False,0.317937701396348,0.3016415911576391,0.3331579803757921,False,0.3203544575725027,0.30352719475250683,0.3354824420729596,False,0.48815085086802973,0.4761749470196831,0.5009294657426201,False,0.49761436819294746,0.48516027475275164,0.5093146907611757,False,0.32438238453276047,0.2403910987032828,0.4059267302880822,False,0.36895810955961333,0.3329688445522337,0.40154962102236835,False
Stonewalling / Non-Response,992,759,9.38508064516129,8.893456056462824,9.890060245981866,False,9.066532258064516,8.627964229350319,9.532101273245098,False,0.1935483870967742,0.1680235839795818,0.2189800175658695,False,0.2127016129032258,0.18718061164545768,0.23940082644628097,False,0.3288224587595636,0.3053565049341347,0.3515889571217698,False,0.3486913245926677,0.32491228439286507,0.3704355986913242,False,0.3185483870967742,0.12458267650039412,0.5475592785864688,False,0.24596774193548387,0.16962190352020862,0.3286383064516129,False
Self-Correction,126,108,6.214285714285714,5.25187924830068,7.346230158730158,False,5.761904761904762,4.815899145299145,6.830122445384072,False,0.24603174603174602,0.17293233082706766,0.3233556452105874,False,0.2698412698412698,0.19841105863833136,0.352,False,0.41280588097956,0.3497646827896084,0.47655254420723325,False,0.43661299423136074,0.3710235397630145,0.5029125109285725,False,0.4523809523809524,-0.05575396825396807,1.015757556515113,False,0.25396825396825395,0.045610687022900935,0.45914098360655725,False
