model_name,response_variable,transition_count,episode_count,r_squared,adjusted_r_squared,aic,bic,aic_bic_comparison_group,aic_bic_comparable_to_other_models
absolute_stance_change,absolute_stance_change,241284,14588,0.021683312705149338,0.021642764583838958,898475.6347860851,898589.9658154461,absolute_raw_stance_change_outcome,True
absolute_stance_change_duration_adjusted,absolute_stance_change,241284,14588,0.021709180495569913,0.021664578556619074,898471.2548821723,898595.9796414752,absolute_raw_stance_change_outcome,True
absolute_stance_change_timing_adjusted,absolute_stance_change,241284,14588,0.022464844151293906,0.022412173048272255,898288.8072524976,898434.3194716844,absolute_raw_stance_change_outcome,True
absolute_stance_change_timing_previous_duration,absolute_stance_change,241284,14588,0.023618316423670516,0.0235616603942177,898005.928765877,898161.8347150057,absolute_raw_stance_change_outcome,True
