model_name,term,coefficient,clustered_se,z_or_t,p_value,ci95_low,ci95_high
token_timing_adjusted,timeline_position,-0.005361111059089269,0.000500970637908766,-10.701447656630139,1.0020039293008451e-26,-0.006342995466702507,-0.004379226651476031
token_timing_adjusted,I(timeline_position ** 2),0.005813877398424639,0.00045001261622875033,12.919365343902559,3.500165670570969e-38,0.0049318688780276435,0.006695885918821635
token_timing_adjusted,log_duration,-0.009377968806441235,5.9435050855834425e-05,-157.7851565936811,0.0,-0.009494459365537977,-0.009261478247344494
token_timing_adjusted,log_gap,-0.001180036621628345,2.5703559595532406e-05,-45.909463132625795,0.0,-0.0012304146727100673,-0.0011296585705466225
token_timing_adjusted,overlap,0.0006576087949893554,0.0002448326872655736,2.6859517915434123,0.007232352307770924,0.00017774554571067282,0.001137472044268038
token_timing_previous_duration,Intercept,0.04487913349993924,0.0002777776764352014,161.56493954404726,0.0,0.04433469925841702,0.04542356774146145
token_timing_previous_duration,C(category)[T.commentary],0.0005253815788414477,0.00014583307625270193,3.602622891469819,0.00031502238629452543,0.00023955400163146846,0.0008112091560514268
token_timing_previous_duration,C(category)[T.news],0.0009152194425207988,0.00043429556813232034,2.10736537436171,0.03508592059604895,6.401577033608968e-05,0.0017664231147055077
token_timing_previous_duration,C(category)[T.political],6.54683370588815e-05,7.862072835394327e-05,0.832710894818337,0.4050077985560643,-8.862545895315436e-05,0.00021956213307091737
token_timing_previous_duration,C(category)[T.religion],0.0015586824087968827,0.00012396780252465144,12.573284167773588,2.961606294016992e-36,0.0013157099806059922,0.0018016548369877731
token_timing_previous_duration,C(category)[T.sports],-0.0003983361815326375,0.00018099355160818606,-2.2008307919994503,0.027748004852362756,-0.0007530770241186737,-4.359533894660126e-05
token_timing_previous_duration,agree_move,-0.0003943070068244854,0.0001010295202873172,-3.9028890338498914,9.50512871541864e-05,-0.0005923212279629859,-0.00019629278568598495
token_timing_previous_duration,disagree_move,-0.0006133516069519003,0.00013454322548114666,-4.558769902820922,5.145410738642547e-06,-0.0008770514832587995,-0.00034965173064500124
token_timing_previous_duration,lag_delta_stance,-0.0008729933809456365,7.42573578257533e-05,-11.756321615888043,6.55273598428033e-32,-0.0010185351278712165,-0.0007274516340200566
token_timing_previous_duration,previous_log_density_per_token,-0.9717426641753499,0.003096865812552621,-313.7826186193007,0.0,-0.9778124096329064,-0.9656729187177935
token_timing_previous_duration,timeline_position,-0.005522335332391411,0.0005011466881108209,-11.019399037054459,3.0810919605580012e-28,-0.0065045647920601475,-0.0045401058727226745
