stance_measure,term,model_name,coefficient,clustered_se,ci95_low,ci95_high,p_value,transition_count,episode_count,attenuation_from_baseline_percent,attenuation_reference_model,incremental_attenuation_percent,incremental_reference_model,timing_attenuation_percent
current_raw_stance,current_stance,absolute_stance_change,0.029444278579105355,0.0025717797804181747,0.024403682833317404,0.034484874324893305,2.3790376488482168e-30,241284,14588,,,,,
current_raw_stance,current_stance,absolute_stance_change_duration_adjusted,0.028107725527180123,0.0026434979690662286,0.022926564714605538,0.03328888633975471,2.0977054956378335e-26,241284,14588,4.539262350525696,absolute_stance_change,4.539262350525696,absolute_stance_change,
current_raw_stance,current_stance,absolute_stance_change_timing_adjusted,0.030242225030533428,0.0026655517659619167,0.025017839570320933,0.035466610490745926,7.80092193520614e-30,241284,14588,-2.710022082165464,absolute_stance_change,-7.5939958261270535,absolute_stance_change_duration_adjusted,-2.710022082165464
