model_number,model_name,short_label,term,coefficient,clustered_se,z_or_t,p_value,ci95_low,ci95_high
13,spec_13_drop_timeline,− Timeline,C(category)[T.sports],0.11295893075412317,0.02212369883667126,5.105788665269998,3.2941768918316286e-07,0.06959727782943681,0.15632058367880952
13,spec_13_drop_timeline,− Timeline,current_stance,0.03470322467116066,0.002671245713263392,12.9914011649511,1.3689755459636e-38,0.029467679279307404,0.03993877006301392
13,spec_13_drop_timeline,− Timeline,previous_stance,0.051446454891494034,0.0025613863005617176,20.085394725587356,9.903317917996405e-90,0.046426229991898785,0.05646667979108928
13,spec_13_drop_timeline,− Timeline,previous_log_iceberg_ratio,-0.12608925120110218,0.029069223861955065,-4.337551349835798,1.4407887997018488e-05,-0.18306388302906645,-0.06911461937313791
13,spec_13_drop_timeline,− Timeline,log_duration,0.009111366734324968,0.0031257976449164835,2.9148933390307197,0.003558101231612158,0.00298491592732854,0.015237817541321396
13,spec_13_drop_timeline,− Timeline,log_gap,-0.02933578575710583,0.0030454378384200814,-9.632698913442512,5.818089414953009e-22,-0.0353047342375647,-0.023366837276646957
13,spec_13_drop_timeline,− Timeline,overlap,-0.028163517310771897,0.02392024482518796,-1.1773925190395953,0.2390388743980486,-0.0750463356695209,0.018719301047977106
13,spec_13_drop_timeline,− Timeline,previous_log_duration,0.07085847815242736,0.003909149997757726,18.126313442326726,1.9756857057280265e-73,0.0631966849466574,0.07852027135819734
14,spec_14_drop_category,− Category FE,Intercept,1.0501343323176875,0.020648778069914085,50.85697220252302,0.0,1.0096634709758954,1.0906051936594796
14,spec_14_drop_category,− Category FE,current_stance,0.02462217870374732,0.00264737744459381,9.300592461429362,1.3966524513295468e-20,0.01943341425885977,0.029810943148634868
14,spec_14_drop_category,− Category FE,previous_stance,0.03973504668071845,0.0025592723227487284,15.5259158345611,2.3167272525967194e-54,0.03471896510150077,0.04475112825993613
14,spec_14_drop_category,− Category FE,previous_log_iceberg_ratio,-0.06886042606424161,0.029304023663260903,-2.3498624917701467,0.018780347615908927,-0.12629525704634248,-0.011425595082140742
14,spec_14_drop_category,− Category FE,timeline_position,1.2089566279355177,0.05731241600598943,21.09414874098443,9.001099358950963e-99,1.0966263566968015,1.321286899174234
14,spec_14_drop_category,− Category FE,I(timeline_position ** 2),-0.9147838922973187,0.052807787122420194,-17.32289766614621,3.1603532648337635e-67,-1.0182852531605204,-0.8112825314341171
14,spec_14_drop_category,− Category FE,log_duration,0.015363149510228283,0.0031622869548444594,4.858240169094312,1.1843369753344791e-06,0.009165180969952301,0.021561118050504265
