episode_id,n_substantive,pearson_corr,granger_min_p
43778,29,-0.24932948296315335,0.058587347739242575
43779,31,-0.027902974536024888,
43789,49,-0.3173565448587864,0.5639464876475149
43795,27,-0.04228757622102323,
43796,27,-0.1565142805250534,0.6273176946925447
43828,14,-0.03470369119094665,
43881,5,-0.14899097664719121,
43896,82,-0.26515680932776314,0.46462493007270367
43897,40,0.2046209893753173,0.08546425698456266
43914,22,0.011168100796012895,
43929,25,0.06693322873651537,0.007137743992942412
43939,75,0.3168752888043624,
43960,191,0.03448700550682333,0.20389513211447738
43976,23,-0.3397103380255758,
43991,58,0.20546796622450994,0.033648964632055814
44004,19,0.47172203336380264,
44270,36,-0.17674686908385373,
44271,37,0.4475089182899017,
44336,35,-0.12951625419455978,0.7708676621818117
44347,24,0.45592269983088846,
44348,20,-0.008184411667571589,
44410,38,0.011316929977251368,0.7485739129056386
44443,26,-0.6972627455602365,
44444,34,0.38149539027660817,
44449,38,0.514328219179909,0.7035234798738256
44451,25,-0.0346420005501017,
44461,27,0.6803788608321615,
44474,27,-0.1938798476110152,
44476,23,0.08691858732883082,0.7892002098482573
44477,45,-0.0536592468604521,0.6235099235539177
44482,17,0.6790067419490409,
44484,45,-0.10086492882262013,0.054023593854366246
44485,62,0.21544023679403548,0.10158632789615873
44508,26,0.6051412244397175,
44514,29,0.3200269354946937,0.8278938704245817
44521,22,-0.22404732539763456,
44532,83,-0.3354452784915253,0.6739087106734143
44552,33,-0.3154428874401447,0.811276552108501
44555,48,0.3543231480056939,
44562,73,-0.14041503087461377,0.7745849703915704
44571,82,0.15466748567660613,0.5424675614019681
44581,69,0.08468839025172735,
44606,38,0.2690995608566105,0.6965243036504382
44607,35,0.4753843525679892,
44673,29,-0.2627322398904356,0.46835796695564547
44681,6,-0.5094494250867263,
44687,9,-0.7291744970188628,
44701,7,-0.5464690748466551,
44727,78,-0.002496670928531737,0.16554502257103712
44731,74,0.049041755028334834,0.3211827838648701
44736,28,0.151872117199715,0.5110868763561977
44748,45,-0.1542413669784129,
44761,41,0.18277780895672158,0.5182173272090687
44762,68,0.03260907053032405,0.3157684656805098
44763,22,-0.32036240911129954,
44764,27,-0.570348485212057,
44835,12,0.45865180906419445,0.7701868327341761
44848,81,-0.15686623120984644,0.14066795583993993
44849,58,-0.019638013596907977,0.10551754154089805
44918,104,0.1331816209601012,0.03190794163902453
44923,16,-0.22004451724445226,0.3841334234920726
44924,24,0.3575212684473216,
44925,29,0.0069763677995110995,0.5834008028437201
44937,70,0.07754766146201439,0.3498418309105581
44950,90,0.10053175040781645,0.8293635444750114
44975,37,0.4325893584213728,
44982,94,0.14577980914102376,0.4337530295953822
44986,102,-0.07936353747325307,0.35114508192387706
44987,109,0.05422126567011308,0.009752302412959463
44989,53,0.05335879660765405,0.5224885270179904
44996,64,0.0699678967891684,0.5283123368836365
45000,33,0.21105027047290292,0.5178421897776504
45002,78,0.008426157627278249,0.23628643499044696
45043,72,-0.15643323921010258,0.5914826329981201
45081,34,-0.26823095983128925,0.002953902864660787
45082,28,0.2328836139633799,
45098,45,0.5133484061305938,0.8187238161977142
45117,24,0.52935738080619,0.65535452354167
45125,28,0.045884863734771,0.7506564513959013
45128,15,0.2919180954796614,
45132,29,0.011409037709923783,
45178,38,0.23114575170021162,0.00757403584950059
45182,106,0.18422846328103681,0.09815878222199674
45199,5,0.31092285976273154,
45210,26,-0.7800557991377615,
45219,27,0.02163271589530792,
45239,68,0.17993884930017065,
45242,44,0.027354464461198796,0.5083880543093648
45244,34,-0.1621574173195971,
45245,22,0.21546881898098863,
45252,26,0.5099442899126605,
45296,122,-0.048180130070446255,0.00035370506852793723
45298,29,-0.04962555250256612,0.5555654291279402
45336,58,0.29105296486061166,0.7837008936271361
45340,45,0.3542294141693293,0.0011500041945566033
45343,13,-0.4013003548111043,
45344,132,-0.18777816364019326,0.077381243393836
45371,12,-0.17635891474149612,
45393,113,0.03204781184015247,0.2513173589156843
45422,42,-0.0006904023000281287,
45440,16,0.2609783868410806,0.17191965778581228
45460,33,0.0861367551639025,0.34944666823349413
45514,27,-0.08000372304373393,
45547,90,0.1744756639400003,0.7964337941112568
45549,136,0.1366062847202366,0.0007901057590990911
45561,119,-0.12578171031585092,0.29390806089920446
45565,98,0.20270777152832842,0.5078624372225053
45566,95,0.2308012010478251,0.5416784560093104
45567,45,0.20567329974741633,
45583,146,-0.06932044443079013,0.3868643728392267
45589,91,-0.16547781779351894,0.2767003544060105
45660,20,0.09218574729685733,
45702,29,-0.04298828823638353,0.4660954290419191
45734,249,-0.03503865248392784,0.02847983531346542
45819,75,0.024745281358400987,
45869,1,nan,
45904,1,nan,
45917,1,nan,
45934,1,nan,
45938,1,nan,
45942,1,nan,
45951,40,0.15132387280939213,
45954,1,nan,
45957,55,-0.4691459917394953,
45963,11,-0.849800877941478,
45967,1,nan,
45968,1,nan,
45973,34,-0.10344433902408655,
45976,12,-0.09952560871309242,
45977,1,nan,
45978,1,nan,
45981,14,-0.03025290217035741,0.5291430462818374
45987,1,nan,
46001,1,nan,
46002,1,nan,
46008,1,nan,
46012,6,-0.5414390492088208,
46015,1,nan,
46016,23,0.31039717525289734,0.6614991293050765
46161,74,-0.20017839998223785,0.59114179395346
46162,1,nan,
46165,106,-0.07292345293974811,0.08972731877245091
46170,1,nan,
46172,1,nan,
46186,1,nan,
46187,70,0.19282892242135702,0.49389896668419886
46188,1,nan,
46204,1,nan,
46205,43,0.018640908550023667,0.4423287996113898
46207,1,nan,
46211,14,-0.7792420396998181,
46217,25,0.5432686895125796,
46218,95,-0.1577794540890909,0.35569660344611864
46219,51,0.013416282914345356,0.5806626073575378
46221,1,nan,
46222,1,nan,
46226,1,nan,
46245,1,nan,
46254,1,nan,
46350,1,nan,
46351,1,nan,
46352,1,nan,
46355,85,-0.2665994084618647,0.31716365819597814
46356,1,nan,
46357,1,nan,
46358,1,nan,
46360,1,nan,
46362,1,nan,
46364,66,-0.16441095990360582,0.4695101715430611
46365,1,nan,
46366,1,nan,
46367,46,-0.24519190675804273,0.1392816409209497
46370,1,nan,
46373,54,0.07792404375179843,0.510383911910242
46382,1,nan,
46383,1,nan,
46390,53,0.15074604061058527,0.6261030156292813
46394,1,nan,
46395,1,nan,
46397,0,nan,
46402,1,nan,
46403,1,nan,
46409,75,-0.3987924365975975,0.7506994302716927
46412,1,nan,
46413,1,nan,
46415,1,nan,
46416,1,nan,
46418,93,-0.1609583792496353,0.5520478966655924
46420,1,nan,
46422,1,nan,
46423,1,nan,
46424,1,nan,
46426,115,-0.21278549148311332,0.8701496437534059
46428,1,nan,
46432,90,-0.14792631827981195,0.3712983532256449
46435,24,-0.4635307218896006,0.2715496132195923
46436,1,nan,
46437,1,nan,
46438,1,nan,
46443,1,nan,
46444,1,nan,
46445,29,-0.46370089587316193,
46450,1,nan,
46451,1,nan,
46455,36,-0.3353245201297828,0.32664777261392597
46467,1,nan,
46476,56,0.2165762302347467,0.8021060814804888
46487,0,nan,
46493,22,0.030393436023943336,
46494,6,nan,
46518,1,nan,
46519,1,nan,
46520,60,0.3738582714624249,
46522,1,nan,
46524,67,-0.229073072314039,0.4815057763573738
46525,67,-0.19393581663572193,0.8910386622272546
46526,70,-0.04983846229466872,0.5501175234229226
46528,1,nan,
46529,1,nan,
46532,1,nan,
46542,41,-0.04087074596969866,
46543,1,nan,
46548,1,nan,
46549,1,nan,
46550,1,nan,
46560,1,nan,
46566,42,-0.3893881415827936,
46569,28,0.09224180603944729,0.7068611982388062
46623,47,-0.3291238787047491,0.3935239892259845
46625,34,0.1064258279773575,
46630,1,nan,
46636,17,-0.47642250234719175,
46637,46,0.5454214760022498,
46639,21,0.1611635987078088,0.16164112402621786
46642,38,0.018268499465016776,1.3266155075344173e-12
46645,34,-0.06570076752009042,0.4931459097415315
46652,34,-0.06903612124604233,0.598807838383085
46679,1,nan,
46680,51,-0.033330933865217176,0.5337866530491012
46686,15,-0.6202550115840854,
46687,16,-0.46822151396488615,
46690,15,-0.046841442735671736,0.0535638411871967
46694,16,0.2494578046658577,0.12742249775591444
46696,14,-0.3111415496556379,
46697,19,-0.2096713246552342,0.4622507816332808
46698,49,0.3913156770342341,
46714,57,0.1338146944605023,0.6227158801268262
46718,24,0.11742659301266563,0.03418567949069198
46719,18,-0.045868680676801214,
46721,34,0.10752564111209727,
46722,26,-0.23291162266874527,0.25365870369903515
46723,32,0.0738422553330616,
46724,15,-0.23378496475726096,
46725,1,nan,
46727,47,0.46224777371760345,0.7615543636235889
46728,45,0.05959169361874615,0.08194134545825317
46729,36,-0.2075478169474132,
46730,45,0.3313442869384205,0.3126793788599465
46735,23,0.602757454363232,
46742,3,nan,
46747,0,nan,
46750,1,nan,
46753,1,nan,
46754,1,nan,
46756,2,nan,
46757,1,nan,
46758,1,nan,
46761,1,nan,
46763,13,-0.3854678887305976,0.09542485775656444
46764,1,nan,
46776,161,-0.17014543603180135,0.1427615214755579
46780,1,nan,
46803,48,0.011760919082815615,0.5077879955282101
46804,40,-0.25020056483789016,0.38117771853393945
46813,14,-0.630375490680066,0.407967611070574
46814,26,-0.1496102196341218,0.1119076480072058
46815,19,0.663679124867235,
46816,8,-0.6125419369319345,
46818,7,-0.22159382050273602,
46819,8,0.3713709859382456,
46835,55,0.0019921017939041707,0.2913383030548864
46836,122,-0.02364923047046971,0.24590618551954346
46838,55,-0.2823743959291699,0.4858897844455278
46844,17,-0.18923549142800614,
46847,20,-0.4887437408378953,
46849,23,-0.29585298378647595,
46850,66,0.02073799510144244,0.00032987713016463695
46853,18,-0.6580350526382979,
46861,21,-0.33887918577734794,
46904,49,-0.07011600851845791,0.013694826161103681
46916,56,0.05112749394009829,0.5567916709779244
46917,99,0.1687108807687999,0.3435194588253477
47081,55,-0.19513344965135185,0.5092258502105422
47084,122,0.22553323429039324,0.39858274240288283
47090,113,0.1365637946569839,0.5661256930119769
47098,88,-0.2035120907538041,0.2484826478770582
47112,111,-0.10278291382612728,0.06926855976136435
47117,56,0.1341032898831762,0.392503646236694
47118,104,-0.1617917205933674,0.23332380194979888
47120,63,-0.058003064554706746,0.7223946731693491
47121,29,0.4829132750349563,0.8294702950483299
47122,55,-0.07383443028959064,0.4414522762798426
47126,94,0.03246687847107518,0.04705201072086658
47127,53,0.010365691567433784,0.7364970218496787
47128,59,-0.11693594213223185,0.4329105794191793
47131,49,0.21223731101135254,0.7355584462270424
47135,51,0.2587734160429716,0.08775609456678214
47137,71,-0.06320683634723549,0.9041526590792582
47140,79,0.12149387494701112,0.13989777039732285
47141,32,-0.048784041617027186,0.6653570389777431
47143,42,-0.0408107862103814,0.6855139654051249
47144,73,-0.12749328768572757,0.5200508642611541
47147,62,-0.16645607964964293,0.7049722726148677
47148,45,0.03575206986305831,0.6032666708927069
47149,97,-0.19561345658041182,0.4690963665093697
47151,73,-0.1264245947890138,0.5688108523494568
47156,59,0.04783059843260633,0.013694669198458758
47158,71,0.11601798208738767,0.419332709140404
47159,65,-0.15757649671511145,0.2403110311282996
47160,66,0.10562191690769,0.10720031719201795
47162,53,-0.2356378031879289,0.49276793445869116
47164,51,0.34406212399679814,0.699147251554371
47166,14,-0.07924915445217935,
47168,69,-0.07018250687925877,0.1765988070707839
47169,56,-0.015432848891029133,0.3342993340953132
47179,35,-0.4942709803378063,0.002625430164673784
47182,32,-0.172984530555831,0.0756996567647684
47185,28,0.006491180021716977,
47197,22,0.11562589510415378,0.001528623336230308
47212,38,-0.08663471185128792,0.002571755260419593
47213,49,-0.29286394943036675,0.5285459008257364
47217,43,-0.1707401081862214,0.5138813481309978
47218,45,0.49296107001233985,
47222,71,-0.08497772897626499,0.17961040150658053
47223,56,0.21213229124352542,0.0015938507747669318
47224,21,0.27617125810992166,
47229,27,0.08828685787950709,0.5446086177558829
47234,151,-0.14525456437757187,0.7306236056526388
47236,14,0.44519138997767677,
47238,15,0.11848483883738038,
47239,26,0.19267053400386458,
47243,46,-0.3145290460691719,
47267,126,-0.2248283166180994,0.4487611705974581
47306,9,0.2044212394411552,
47307,45,0.04483952839478795,0.7774475799303315
47313,55,0.08716370115107915,0.6433093442787106
47345,36,0.02437712232075694,
47358,23,-0.22391507839971686,
47360,31,0.6506153425805387,
47363,8,0.5772690009561439,
47369,49,-0.006180770657497217,
47372,8,0.6605439762915666,
47376,38,0.03118516304619606,0.16123707611342825
47384,66,0.20011995880149921,0.4004623645204024
47385,64,0.14584838837050784,
47387,49,-0.20478737462835145,
47389,89,0.12348560795320032,0.4538986629415215
47391,55,-0.0751678066609573,
47392,70,-0.06803729783802122,0.05054527124143444
47394,41,0.07271846704339893,0.5196437103012539
47395,67,-0.010896130939955496,0.5749309752544951
47397,25,-0.28237878723470766,0.3606105235342345
47400,102,-0.19909494391981322,0.7923693182062889
47412,25,0.3289613374987845,
47414,24,0.5087193261076495,
47415,57,0.037102326489334266,
47419,14,-0.31710911133394654,0.3464249069785205
47420,17,0.39283122737619647,
47421,30,-0.20070509451236282,0.0019346821186529118
47998,19,-0.6301931961286982,0.0018234691869421721
48007,104,-0.005872269472745336,0.6346790828339892
48008,130,0.06626719684734746,0.54742526855606
48010,86,0.021403742573331858,0.8065211589402974
48021,92,0.05889353747680824,0.10209175634152641
48022,81,0.03872982257086862,0.8350599709412279
48025,73,0.03820862657587631,0.8475324264825856
48034,87,-0.012662096204273028,0.0006125806158580291
48035,14,0.36141300193507386,0.38599648377517704
48036,11,-0.5633134544540263,
48039,13,-0.49818759448901995,0.11149921524741577
48040,17,0.007085013840921368,0.19293941251914018
48043,87,-0.1729871413552801,0.6466313739182272
48044,25,0.06330963328301316,0.49463773724929627
48045,45,0.07116381713551491,
48109,58,-0.035143828488178736,0.39278401950811637
48112,51,0.1302743609454367,0.32703307004532234
48117,53,0.14579520226807913,0.562732984478848
48118,61,-0.07580440362149038,0.5474453719806478
48119,48,-0.3768414037017036,0.3348181136304338
48120,34,0.04076228078564372,0.3894837613679548
48121,31,-0.11289186066817065,0.10137261872657294
48124,61,-0.05699878295870766,0.5861748071646509
48125,43,-0.16168149195595083,0.7104033969346599
48127,56,0.020275681921805552,0.39256252133901715
48130,60,-0.2729732813414835,0.008398164046557235
48131,43,-0.23631289535864228,0.5798109440003312
48132,51,0.2462008374967988,0.28187822938724233
48137,51,0.1439009801938288,0.5858769013450718
48138,56,0.21323842807637539,0.5198559138991676
48139,55,-0.1690766611482177,0.30875442697495614
48140,26,-0.047275908789681874,0.44677798193344387
48141,53,0.0949421585239687,0.49272124356793146
48143,42,-0.23022190349289062,0.009764463990246124
48145,55,-0.11176162266980465,0.062231664317968186
48146,53,-0.23917957013055702,0.5380932166292013
48150,51,-0.013085977516223975,0.28862593493608896
48151,41,0.14256225712110998,0.5904474958748336
48152,55,0.04419519384091254,0.6333695543611577
48155,50,0.29946114383004274,0.5122614598468845
48161,44,0.12962768222178925,0.7347200978857592
48165,48,0.44602406159433167,0.6364858353298666
48167,60,-0.027410218223621788,0.5459934619077427
48169,61,0.09497136057323154,0.44039220048331384
48171,62,0.12770105665621248,0.6580567145297636
48175,49,-0.05874205169793356,8.191782060456413e-05
48180,43,-0.008476584180971237,0.7651516410547665
48183,51,-0.05823614834486629,0.009174932715939043
48184,49,-0.044236696126881164,0.07980295458586871
48185,38,0.13707418488456283,0.6060663540534438
48188,51,-0.03167475293357511,0.7319408940933819
48189,48,-0.058736344385361954,0.6541794133948614
48190,41,0.04290551409094599,
48195,43,-0.3424246850334581,0.6485496004566509
48197,51,-0.02576830356186744,0.15426683652796835
48198,44,0.06097959445454966,0.557323517083671
48199,56,-0.11114932884032495,0.8177936588899456
48200,45,0.19570302037121926,0.10847895036858152
48204,29,0.058815008181530425,0.49959666309061346
48206,61,0.0782943919171504,0.7058364198372994
48209,56,-0.31820846236230366,0.15589929581551054
48222,56,0.18779305599860735,0.048440599692877874
48224,66,-0.04782882318402241,0.8449010297945544
48225,60,-0.1759657017612348,0.5843590223601107
48230,41,0.03457664938544395,0.6350082163051352
48231,41,0.3882361257537022,0.6698996780212243
48233,54,-0.03660819645808036,0.019285301822223794
48236,81,-0.16306096678119011,0.023790170701435878
48238,72,-0.05763534970976779,0.6823567875862049
48244,59,0.03237154901449364,
48247,79,-0.19493210785353868,0.18000342332125593
48254,86,-0.07310250513692157,0.3332336189063105
48257,66,0.07548993701440428,0.5439368781916094
48258,65,0.10781364678033363,0.5988904252132661
48261,57,-0.22254838079717026,0.24665080872619619
48263,57,0.22813689382446484,0.7751057222157061
48265,58,-0.15560304063686983,0.007764094886801355
48266,62,-0.06620668117956179,0.6455066751215871
48267,51,0.1514958624559779,0.006251218963209361
48268,62,0.009712227940791978,0.3825335251494688
48271,39,-0.2359706255864786,0.7067289042025822
48277,60,-0.10227300283074517,0.3601213524284074
48285,53,-0.17588498967969912,0.5655181931014315
48286,54,-0.24864082953689493,0.8597177557213296
48288,56,-0.08387380010603582,0.12895458567767865
48291,56,0.011026186505473377,0.08897221638722103
48292,58,0.0008330391366205617,0.27391406627395476
48294,52,0.26628610185738477,2.0318875488540253e-05
48295,69,-0.00954267051195319,0.05857463079036984
48296,50,0.15544601292045696,0.5915727852441816
48298,45,0.16237938920688524,0.4209976741958772
48299,51,0.15976297941364498,0.48058738405603285
48301,64,-0.16194202888687015,0.002066232390314262
48302,54,0.0112356498046298,0.61471098845811
48304,41,-0.25470552027690385,0.5725950940245511
48305,51,0.19312815542756678,0.6455397191382279
48307,57,0.044002139979073124,0.4309431060950717
48308,67,0.01548217522529733,0.020726748074042685
48309,43,0.15153589671099432,0.7985132963107221
48314,75,0.04346890642277726,0.5179262779444389
48315,44,-0.16390021694118198,0.5335358957523226
48320,54,-0.2928532456488898,0.45080503027630614
48321,38,-0.3297787474268097,
48328,45,-0.08985832138652806,0.43919251787361036
48329,53,0.12409439879341203,
48332,67,0.04528220127836266,0.48531604405640283
48334,66,0.25822129649103753,0.13894557510247055
48335,57,-0.03196485794288408,0.4546951087856389
48337,36,-0.05930952361809464,0.581158562124737
48338,46,0.18560312426253403,0.4466620990397301
48344,61,0.15294713117277353,0.3743762562664191
48345,55,0.30118709375439556,0.42563774373984253
48346,62,0.014893994921430499,0.06054247020953683
48347,65,-0.34042527308841647,0.7482050051354656
48348,43,-0.07268369439008637,0.5189716943712923
48352,46,0.028466996178954408,0.004278209687658996
48353,55,-0.10292329202044831,0.053402989759853386
48358,48,-0.17187266358412434,0.09959059348944954
48360,48,-0.1461848239804789,0.1898665800756275
48362,61,-0.1473540632815463,0.6055509541746041
48363,53,-0.04594998188623336,0.5640330532782891
48364,52,0.2563389122473768,0.7335929131423156
48365,40,0.04426222362062941,0.5714205144728456
48367,66,0.15046355333180175,0.8235716984005423
48369,58,-0.04319025989061783,0.7166988992474133
48375,32,0.14747800409526993,0.465756227387378
48376,45,-0.16020020112924369,0.7362196045222069
48377,33,0.031085441686878875,0.04040754861114736
48378,56,-0.0518809279274628,0.2514369289753903
48380,54,0.3453168335978102,0.6475700930559412
48387,46,-0.15631650423876045,0.3445953678438465
48388,39,0.08236989636025681,0.8170096259999591
48392,56,0.20518335924998726,0.5038430662148916
48394,50,-0.13838866756808507,0.6054624323508775
48398,30,-0.04915799491226679,0.6970308268259785
48403,69,0.1436599086237654,0.7271041831573367
48407,52,0.324469097301432,0.8637776151614078
48408,53,-0.24205905981763745,0.026927114095284834
48409,50,0.18484410343174468,0.7266442051623248
48416,46,-0.010588105212871866,0.31537005799759615
48419,38,-0.0243555331493309,0.32914758317933335
48424,45,-0.09325509548940436,8.607106342882999e-05
48425,50,0.030517345653064923,0.09743945036938872
48427,10,0.6406712458812525,
48428,50,0.16672273781015529,0.320234345983032
48429,45,-0.018105851632724546,0.7658408753355039
48431,62,-0.0364434096542088,0.3647957315609971
48434,57,-0.07373120958092143,0.031114123373984833
48439,30,0.000855351421675205,0.8110891608055935
48614,130,-0.20442940664181175,0.4485688902080309
48619,8,-0.771485259605512,
48640,122,0.10745336450679181,0.2568666680781338
48645,138,-0.045818146567566505,0.5875601384134563
48649,84,0.11677299217412897,0.3579505794304804
48653,63,-0.3498657082460708,
48662,11,-0.5881898425201241,
48663,11,-0.5050207036413238,
48667,26,-0.15208452582238827,
48668,32,0.22303347330705015,
48671,40,-0.049682937581215725,0.5165376324275402
48672,72,-0.07501901502998103,0.12173154626244395
48678,80,-0.006433194887168641,0.4352871566515685
48681,23,-0.13793086694343457,0.505680614097127
48684,40,-0.14265051176693874,0.6356861877827746
48703,37,-0.10001532670300403,0.03066369487335329
48704,42,-0.009256115379509152,0.6973482076291166
48705,48,-0.13116491949258074,0.3589251995385082
48708,31,-0.07395270254958819,0.002677733391549185
48709,34,-0.32620048467607304,0.4825927310566519
48711,43,-0.35812540215580946,0.4372245631583259
48712,33,0.08438714351095618,
48714,33,0.13371186644946662,0.39512716961952754
48715,40,-0.1233887200919425,0.5561273827358683
48720,31,0.39208964874915303,0.8840983269254304
48722,33,-0.05059963942167117,
48723,39,0.09200772922418032,0.6096462449412107
48732,41,-0.1828007194813927,0.9582764912710445
48737,20,-0.007370725970277099,
48738,15,-0.2718526661948621,0.002995736043156113
48739,15,0.22793002338531132,
48740,16,0.8318932609577785,
48743,11,-0.3038950307789179,
48744,13,-0.2499309088417978,
48746,16,0.7699697981358484,
48747,15,-0.13591619093836946,
48748,24,-0.20262701540903358,
48749,14,-0.3471370377918623,
48750,10,0.6500957767757638,
48751,10,-0.783512272267694,
48752,13,-0.19821762694241565,
48753,13,-0.2790859452557782,
48755,15,0.1430583793780658,0.6814561297579793
48757,16,0.13174712801444807,0.6488325614045912
48758,14,-0.8733998531383411,
48761,8,-0.019016466014482,
48768,33,0.4635755595409479,
48770,39,0.2681078197076859,
48771,37,-0.07902968292554687,0.2447816208039568
48777,82,-0.16551223836162998,0.40372429316046465
48823,37,0.10335744076054901,0.5473567339333492
48827,53,0.3578204488608931,0.6472484404769607
48828,12,-0.06369888458011728,
48829,20,0.39724197283066104,
48830,19,0.031115264661379212,
48839,7,0.6247648503466888,
48841,30,-0.5192788991790573,
48853,21,0.011035752061003469,0.38900323558957695
48854,21,-0.24274684669184288,0.11643271660149011
48862,39,-0.3636681660559972,0.32513576269809485
48869,42,0.648124854597899,
48870,24,0.5164889993020122,
48872,64,-0.25323519714503345,0.7656192861475388
48876,18,0.3639629492533057,
48878,15,-0.24181684193593378,
48881,19,-0.05116301363644644,
48883,53,-0.09714470614736608,0.6479445929542248
48895,155,-0.09763257389484586,0.3847719251742685
48899,33,-0.03688084633735722,0.6846862056379803
48903,13,0.13771342649199958,
48920,15,-0.4782150568982263,
48921,21,-0.4133538257508115,
48922,11,-0.8287501803626763,
48927,99,-0.11697255110952215,0.7412101158961151
48929,27,0.40006621543055854,
48930,1,nan,
48934,81,-0.16083119804693854,0.2905396192426194
48937,92,-0.22060213797219536,0.14784409926901018
48949,45,0.43379111623912653,
48951,78,0.12753141805530507,0.10484234703755443
48957,50,-0.0020933331554205893,0.2303897230071323
48965,38,-0.07823567912463476,0.023284541024409584
48981,48,-0.31274788074637305,0.6718700857154296
48986,111,-0.2330819283556708,0.3692705598328829
48990,37,0.1302484845718733,0.14137218632351314
48991,47,-0.15075385607810401,0.6754586205175857
48994,38,-0.41256466811145576,
48998,25,0.0882397790740658,
48999,21,-0.5479563706504385,
49002,17,0.19856165867091227,0.5772428066995883
49005,37,0.08337508367681944,0.8399499990857346
49009,28,0.42321723728649013,
49010,17,0.6480179653520115,
49014,21,0.6736251805946922,
49015,23,0.2502706526812502,
49017,19,-0.05476533463122546,
49019,17,0.38974012983917516,
49020,15,-0.1981596860782902,0.3987298872371149
49022,20,0.27914139692177015,
49029,16,0.14903469832741803,
49030,40,0.5605058740271043,0.571824441214642
49031,21,-0.14595727369275246,
49034,21,0.6739678356484353,
49115,19,0.2896499262802909,0.5669879639093806
49122,78,-0.2565441815802266,0.1828470459836546
49128,55,0.007130352837228743,0.1330193803829211
49136,33,0.5206903873878406,
49140,55,-0.03471306786033633,0.28843605367966074
49205,13,-0.3037192638387673,0.45845820239894236
49206,74,0.007780428126282058,0.5856848877760124
49207,73,0.2876268636323648,0.024453714169285226
49220,64,-0.048388748912921685,0.7423419058915935
49224,66,-0.10189846273528687,0.448297162369255
49226,66,-0.16250392536620858,1.4664696275363984e-12
49228,82,-0.16112235417127316,0.4750138783867677
49229,57,0.08667869361964138,0.22655116365352962
49231,36,-0.5450271341251763,0.31709075224913813
49233,95,-0.3075312640019071,0.5410905761767868
49240,41,0.26232591110774567,
49245,37,-0.3247817527822395,0.4770740986405043
49249,55,-0.09653023694498561,0.7122354503456018
49250,74,0.3143382260168033,0.5095469357667526
49251,54,0.11650769252401352,0.5789714751862436
49255,39,0.5044001707234287,
49256,53,0.19072091205799696,
49259,59,0.47833414193139323,
49264,17,0.740012670303332,
49269,25,-0.10348178547800573,
49298,1,nan,
49299,1,nan,
49301,39,0.18610177650689425,
49304,83,0.034314872746197225,0.35432620729450337
49307,40,-0.14315155335478205,
49315,49,-0.07465693495308154,0.5335240028341983
49318,24,-0.029202312937095822,0.5825333387439382
49322,17,-0.7234749877484487,0.07067549155414458
49330,45,-0.05907469180452163,
49331,34,0.4078215144497951,
49335,64,0.05193938093131747,0.445684753267624
49336,58,0.35941415246210423,0.9389308259677666
49355,55,-0.31681646076667436,0.44558366642398983
49371,67,-0.22993671803128,
49384,47,0.218933316087203,0.001955641573433379
49390,17,-0.40389107761753273,0.5724713266203005
49394,42,0.00548860879318435,0.6855721624019103
49416,26,-0.2582761575477704,0.24815855019924288
