offset,n_rows,n_episodes,coef_intercept,coef_stance_t,std_err_stance_t,z_stance_t,p_value_stance_t,ci_lower_stance_t,ci_upper_stance_t,coef_previous_source_stance,std_err_previous_source_stance,z_previous_source_stance,p_value_previous_source_stance,ci_lower_previous_source_stance,ci_upper_previous_source_stance,coef_previous_other_iceberg,std_err_previous_other_iceberg,z_previous_other_iceberg,p_value_previous_other_iceberg,ci_lower_previous_other_iceberg,ci_upper_previous_other_iceberg,converged,negative_effect,fit_error
-5,66323,2633,-2.5484366097421824e-18,-0.01918236070986762,0.001167444218700635,-16.43107259652849,1.1461361203932524e-60,-0.021470509332480365,-0.016894212087254872,-0.019092875851032694,0.0011882814607805116,-16.06763757678397,4.301705663396667e-58,-0.021421864717659143,-0.016763886984406246,0.06732055551851361,0.00388717961585518,17.318611994136802,3.404713160541697e-67,0.059701823469999214,0.074939287567028,True,True,
-3,77801,2633,-6.873249469842619e-19,-0.018009310445561148,0.0010815945414895994,-16.650703895711484,2.990638364379397e-62,-0.020129196792755877,-0.01588942409836642,-0.007171627598388553,0.0011000595098087113,-6.519308759610308,7.063212871302998e-11,-0.009327704618464414,-0.005015550578312693,0.07364016701044446,0.0035797007946762084,20.571598363741284,4.931371594503034e-94,0.06662408237744968,0.08065625164343923,True,True,
-1,98188,2633,-2.2665633668240213e-18,-0.004636046579945403,0.000964114309366872,-4.808606754306827,1.5198585692692957e-06,-0.00652567590328418,-0.002746417256606626,-0.015427772314123085,0.0009629714293187249,-16.02100731590531,9.116142466347181e-58,-0.017315161633728843,-0.013540382994517326,0.07371116093888264,0.0031612638126226724,23.31699133889424,2.9813135515298132e-120,0.06751519772051243,0.07990712415725285,True,True,
1,98188,2633,0.03560482172871,-0.009615977428264946,0.0009654136681892637,-9.960473675808565,2.2697868024934584e-23,-0.011508153448098605,-0.007723801408431287,-0.01133930994078389,0.0009442814861716788,-12.008400150632946,3.209948144736741e-33,-0.013190067644948338,-0.009488552236619444,0.09993743320033399,0.0032384517645535184,30.85963307967079,4.1600200418314614e-209,0.0935901843761389,0.10628468202452908,True,True,
3,77801,2633,-2.110074840491703e-18,-0.016164298973202675,0.0010865218703190577,-14.877104101416771,4.641596764232791e-50,-0.018293842707443126,-0.014034755238962223,-0.01662540547694668,0.0010519967935626556,-15.803665542214878,2.9354038994699446e-56,-0.018687281304181104,-0.014563529649712257,0.07521256906379001,0.0035818905723457536,20.998008605978672,6.839277939376542e-98,0.06819219254542877,0.08223294558215125,True,True,
5,66323,2633,-1.476599378388941e-18,-0.01597134286677611,0.0011789739525615195,-13.546815713846499,8.274233134853699e-42,-0.01828208935250752,-0.013660596381044696,-0.017373326513206583,0.001138075967483435,-15.265524454947649,1.2978018777649485e-52,-0.019603914421144692,-0.015142738605268472,0.07544831732117206,0.003857308379846627,19.5598354840823,3.401730578889276e-85,0.06788813181940813,0.083008502822936,True,True,
