episode,speaker_id,n_rows,n_testable,n_missing,min_p,min_q_global,min_q_episode,mean_p,median_p,n_sig_raw,n_sig_fdr_global,n_sig_fdr_episode,sig_raw_rate,sig_fdr_global_rate,sig_fdr_episode_rate
50988,SPEAKER_01,31,2,29,0.011399128683247212,0.5062910877931608,0.022798257366494424,0.01669398477572018,0.01669398477572018,2,0,2,1.0,0.0,1.0
50999,SPEAKER_01,31,28,3,0.028239121694996008,0.673704760437762,0.20713616754052183,0.49094771739097914,0.45259238169901556,2,0,0,0.07142857142857142,0.0,0.0
51101,SPEAKER_01,31,12,19,0.00012778656043935306,0.0533508889834299,0.0030668774505444732,0.46894199373233364,0.5359407836750454,2,0,2,0.16666666666666666,0.0,0.16666666666666666
70867,SPEAKER_01,31,4,27,0.0018902579958176987,0.1972956783134723,0.01512206396654159,0.23491100438131365,0.20940392619583123,2,0,2,0.5,0.0,0.5
70884,SPEAKER_01,31,16,15,0.016040518654315668,0.5675352998454908,0.3634345884924331,0.5385988243907319,0.5708950922973163,2,0,0,0.125,0.0,0.0
72762,SPEAKER_00,31,14,17,0.0007347601200639552,0.11439141083182951,0.020573283361790744,0.5342614343502746,0.7332288772385018,2,0,2,0.14285714285714285,0.0,0.14285714285714285
73241,SPEAKER_02,31,4,27,0.03231255701394439,0.6999346519807021,0.0895178595992343,0.07123623048382169,0.05205117605568243,2,0,0,0.5,0.0,0.0
74548,SPEAKER_01,31,14,17,0.02465071494663693,0.6486025343804467,0.4901553095129489,0.6060501598606866,0.6492837156377345,2,0,0,0.14285714285714285,0.0,0.0
74706,SPEAKER_00,31,6,25,0.025708723043831132,0.6666703025341303,0.09639944027831383,0.3697279883435498,0.356091879963698,2,0,0,0.3333333333333333,0.0,0.0
78183,SPEAKER_01,31,2,29,0.002247350886122602,0.22207947210624385,0.006149496093628213,0.002661049466468354,0.002661049466468354,2,0,2,1.0,0.0,1.0
80564,SPEAKER_01,31,28,3,0.0309578623854899,0.6999346519807021,0.3565004095786264,0.4174559663361153,0.4243391043936313,2,0,0,0.07142857142857142,0.0,0.0
81102,SPEAKER_01,31,6,25,0.012978864598676969,0.5418675969947635,0.13358290163979275,0.38046495080210696,0.4145061304749077,2,0,0,0.3333333333333333,0.0,0.0
81294,SPEAKER_00,31,16,15,0.0218001525262737,0.6276453295697431,0.3488024404203792,0.5232898143514118,0.6500559008658056,2,0,0,0.125,0.0,0.0
81294,SPEAKER_01,31,16,15,0.01709293698546695,0.5763272557641526,0.3488024404203792,0.4678322321729695,0.5255192265908666,2,0,0,0.125,0.0,0.0
81296,SPEAKER_01,31,4,27,0.02769860545627995,0.673704760437762,0.16067468899810364,0.2651754884471791,0.24233354588347172,2,0,0,0.5,0.0,0.0
81304,SPEAKER_01,31,2,29,0.008680067198853907,0.45299100694018823,0.03472026879541563,0.013345201512256117,0.013345201512256117,2,0,2,1.0,0.0,1.0
82280,SPEAKER_01,31,8,23,0.010789372715410613,0.49500693502021215,0.08941956350618505,0.4638011260917598,0.5161847136519112,2,0,0,0.25,0.0,0.0
83774,SPEAKER_00,31,22,9,0.01755595128826928,0.5817150526073352,0.5137794494841056,0.5214382260392886,0.6017738137438415,2,0,0,0.09090909090909091,0.0,0.0
87365,SPEAKER_00,31,4,27,0.01571687296121581,0.5675352998454908,0.08727305823284029,0.37094394247055146,0.2559737927000472,2,0,0,0.5,0.0,0.0
88452,SPEAKER_01,31,2,29,0.00033254575820621874,0.10485204358577072,0.0012667221533802845,0.00048295341744818046,0.00048295341744818046,2,0,2,1.0,0.0,1.0
90994,SPEAKER_01,31,4,27,0.0009003246804853832,0.11745192316212588,0.0072025974438830655,0.13907923126480756,0.11375905112614401,2,0,2,0.5,0.0,0.5
91564,SPEAKER_01,31,4,27,0.0017068754006349708,0.18272319993976932,0.013655003205079766,0.42605441684620204,0.36685291008383053,2,0,1,0.5,0.0,0.25
91966,SPEAKER_01,31,12,19,0.003573943157302845,0.29257279768116423,0.08577463577526828,0.40066490640594327,0.5030058801104323,2,0,0,0.16666666666666666,0.0,0.0
92973,SPEAKER_01,31,11,20,0.005077485517093391,0.35929664464177813,0.10438971945499186,0.37161104114207705,0.40698627170287727,2,0,0,0.18181818181818182,0.0,0.0
94292,SPEAKER_00,31,7,24,0.020938498858609957,0.6276453295697431,0.28237871755965027,0.3134669574860701,0.2879333509765837,2,0,0,0.2857142857142857,0.0,0.0
95423,SPEAKER_00,31,7,24,0.005647571793883192,0.3929768706577054,0.026355335038121565,0.35684785994589946,0.2974436691948212,2,0,2,0.2857142857142857,0.0,0.2857142857142857
95947,SPEAKER_01,31,2,29,0.0015702851115222925,0.17252474580540977,0.00628114044608917,0.007413729366959509,0.007413729366959509,2,0,2,1.0,0.0,1.0
95962,SPEAKER_00,31,28,3,0.0007397767886130291,0.11439141083182951,0.008285500032465925,0.4580888339828106,0.41171975378083747,2,0,1,0.07142857142857142,0.0,0.03571428571428571
95966,SPEAKER_00,31,6,25,0.007666363613262638,0.43830179334983316,0.061304030916682406,0.34947719804457006,0.4269513412013547,2,0,0,0.3333333333333333,0.0,0.0
42626,SPEAKER_01,31,2,29,0.01589579301224033,0.5675352998454908,0.06358317204896131,0.1772702834576298,0.1772702834576298,1,0,0,0.5,0.0,0.0
43670,SPEAKER_01,31,4,27,0.03839509418531415,0.738798147204341,0.2772779715362947,0.3750384958153923,0.37581324381975384,1,0,0,0.25,0.0,0.0
44405,SPEAKER_00,31,10,21,0.022950583921575677,0.6303252717949576,0.4590116784315135,0.5912224969738128,0.7607877537533582,1,0,0,0.1,0.0,0.0
45319,SPEAKER_00,31,4,27,0.0009283625064311746,0.11745192316212588,0.007426900051449397,0.3096526283692192,0.12550224355150708,1,0,1,0.25,0.0,0.25
45325,SPEAKER_00,31,4,27,0.03931582318569573,0.7432808937351475,0.31452658548556583,0.45713659274446183,0.4121642330225069,1,0,0,0.25,0.0,0.0
45336,SPEAKER_00,31,9,22,0.0009802664537604956,0.12037095424853143,0.01764479616768892,0.3951236090590679,0.41079913432197157,1,0,1,0.1111111111111111,0.0,0.1111111111111111
45340,SPEAKER_01,31,2,29,0.03441992896273789,0.7078975537902991,0.13767971585095157,0.3503651165506127,0.3503651165506127,1,0,0,0.5,0.0,0.0
45348,SPEAKER_01,31,16,15,0.005889932899340033,0.3966204815281393,0.18847785277888104,0.4425826145254123,0.45000360010318113,1,0,0,0.0625,0.0,0.0
46409,SPEAKER_00,31,4,27,0.006392446071540393,0.41700722419814285,0.051139568572323144,0.338849237719466,0.21012867294251325,1,0,0,0.25,0.0,0.0
47147,SPEAKER_00,31,4,27,0.013868467396634526,0.5484258561217289,0.11094773917307621,0.46374751926436697,0.5105083491814926,1,0,0,0.25,0.0,0.0
47154,SPEAKER_00,31,2,29,0.04176068680805079,0.7451412514812271,0.16704274723220316,0.09968403340155164,0.09968403340155164,1,0,0,0.5,0.0,0.0
47168,SPEAKER_02,31,2,29,0.013874885980589665,0.5484258561217289,0.05549954392235866,0.45475206177868727,0.45475206177868727,1,0,0,0.5,0.0,0.0
48730,SPEAKER_00,31,6,25,0.02756618488750696,0.673704760437762,0.3307942186500835,0.5593055045999533,0.5882839543954352,1,0,0,0.16666666666666666,0.0,0.0
48872,SPEAKER_00,31,16,15,0.003502077466666132,0.29257279768116423,0.11206647893331623,0.5206096092484052,0.5862121825578019,1,0,0,0.0625,0.0,0.0
49229,SPEAKER_00,31,2,29,0.016447460530732018,0.5722345642983847,0.06578984212292807,0.4723280504795342,0.4723280504795342,1,0,0,0.5,0.0,0.0
49230,SPEAKER_01,31,4,27,0.01943159785700113,0.6145978867649979,0.15545278285600905,0.5132660646221876,0.5397958096907257,1,0,0,0.25,0.0,0.0
49233,SPEAKER_01,31,17,14,0.0008438871492038548,0.11525821176503628,0.028692163072931064,0.37270741929337897,0.33284039352831984,1,0,1,0.058823529411764705,0.0,0.058823529411764705
49234,SPEAKER_01,31,16,15,0.02701369224735641,0.673704760437762,0.43221907595770254,0.5372334371144982,0.5768856163526771,1,0,0,0.0625,0.0,0.0
50712,SPEAKER_00,31,22,9,0.0498933486256731,0.8166671974641153,0.7402631246868403,0.5004163174829857,0.4986067043434999,1,0,0,0.045454545454545456,0.0,0.0
50712,SPEAKER_01,31,22,9,0.04122092015503937,0.7451412514812271,0.7402631246868403,0.5726160686399925,0.6290572890663176,1,0,0,0.045454545454545456,0.0,0.0
50787,SPEAKER_00,31,13,18,0.002703251779926055,0.24534948219981043,0.07028454627807743,0.36942824397761337,0.3793789266213835,1,0,0,0.07692307692307693,0.0,0.0
50787,SPEAKER_01,31,13,18,0.020083464038737776,0.6210997211980016,0.2610850325035911,0.5061000218059798,0.4840086729521517,1,0,0,0.07692307692307693,0.0,0.0
50985,SPEAKER_00,31,6,25,0.014369202205897068,0.5554761037927802,0.1724304264707648,0.5550502278956071,0.5706607750871593,1,0,0,0.16666666666666666,0.0,0.0
50988,SPEAKER_00,31,2,29,0.0006265577801760828,0.11439141083182951,0.0025062311207043313,0.49083049919498334,0.49083049919498334,1,0,1,0.5,0.0,0.5
50991,SPEAKER_00,31,4,27,0.013924105568599585,0.5484258561217289,0.11139284454879668,0.22721453192634172,0.17463464291555514,1,0,0,0.25,0.0,0.0
51101,SPEAKER_00,31,12,19,0.036648437065812736,0.7251527239325506,0.2931874965265019,0.4638977235119593,0.4892101756624502,1,0,0,0.08333333333333333,0.0,0.0
51684,SPEAKER_00,31,4,27,0.0003480941938464968,0.10485204358577072,0.0027847535507719745,0.3572127338290421,0.39325613325905734,1,0,1,0.25,0.0,0.25
51924,SPEAKER_00,31,6,25,0.0025373563288769154,0.23656082057662559,0.030448275946522985,0.5657747706946367,0.6225087664649075,1,0,1,0.16666666666666666,0.0,0.16666666666666666
65117,SPEAKER_01,31,14,17,0.032605065151350844,0.7001345609769444,0.8923218869561779,0.4284749312911877,0.3430048066831934,1,0,0,0.07142857142857142,0.0,0.0
70865,SPEAKER_00,31,6,25,0.010567901450459266,0.49332131720085687,0.1268148174055112,0.3691715170149404,0.32487238378067873,1,0,0,0.16666666666666666,0.0,0.0
70875,SPEAKER_01,31,10,21,0.03587460558213896,0.7166338674900964,0.5250648817035986,0.34000315566526157,0.2356019213622721,1,0,0,0.1,0.0,0.0
70876,SPEAKER_00,31,18,13,0.03812574204875187,0.738798147204341,0.652438880872184,0.48498834321805945,0.5439072301054044,1,0,0,0.05555555555555555,0.0,0.0
70882,SPEAKER_03,31,2,29,0.013349027980629313,0.5461894880473634,0.05339611192251725,0.03342736426087248,0.03342736426087248,1,0,0,0.5,0.0,0.0
70883,SPEAKER_00,31,16,15,0.02795573939851271,0.673704760437762,0.2934386628007759,0.45016785572142887,0.4877545905334254,1,0,0,0.0625,0.0,0.0
70884,SPEAKER_00,31,16,15,0.034071992671165605,0.7042107396144377,0.3634345884924331,0.4612897794354128,0.38501453995990625,1,0,0,0.0625,0.0,0.0
70887,SPEAKER_00,31,26,5,0.040522217158379094,0.7432808937351475,0.972854795127513,0.5769162918188182,0.6957574143093465,1,0,0,0.038461538461538464,0.0,0.0
70890,SPEAKER_00,31,2,29,0.03640627307375124,0.7237913813471972,0.14562509229500495,0.3289376007309023,0.3289376007309023,1,0,0,0.5,0.0,0.0
70926,SPEAKER_02,31,6,25,0.03193059291764237,0.6999346519807021,0.2752090214205832,0.46227851270714937,0.49861978997924183,1,0,0,0.16666666666666666,0.0,0.0
71629,SPEAKER_02,31,26,5,0.0150344240620984,0.5675352998454908,0.27034852866609016,0.6868572716516093,0.742649771694293,1,0,0,0.038461538461538464,0.0,0.0
72210,SPEAKER_00,31,6,25,0.017973789373987005,0.5874465005634649,0.21568547248784406,0.2831590899907082,0.18474093900238198,1,0,0,0.16666666666666666,0.0,0.0
72849,SPEAKER_00,31,5,26,0.0005495592501980791,0.11439141083182951,0.005495592501980791,0.6291566672232559,0.7788088619956166,1,0,1,0.2,0.0,0.2
73003,SPEAKER_01,31,30,1,0.004518429400142317,0.33095513588761705,0.27110576400853903,0.49596305685649994,0.5251413712091552,1,0,0,0.03333333333333333,0.0,0.0
73020,SPEAKER_01,31,16,15,0.019296884165153017,0.6145978867649979,0.6175002932848965,0.5743414361647801,0.6344455901101649,1,0,0,0.0625,0.0,0.0
73241,SPEAKER_00,31,4,27,0.033569197349712865,0.7007569946752561,0.0895178595992343,0.5443272405085422,0.6554381391961039,1,0,0,0.25,0.0,0.0
74120,SPEAKER_01,31,2,29,0.023301759920333294,0.6303252717949576,0.09320703968133318,0.22303203457464732,0.22303203457464732,1,0,0,0.5,0.0,0.0
76037,SPEAKER_01,31,4,27,0.048032112361369825,0.798185948401271,0.2046273387481748,0.5144962210321995,0.5809582056222948,1,0,0,0.25,0.0,0.0
77009,SPEAKER_01,31,12,19,0.011557281171623258,0.5079120935950221,0.2773747481189582,0.586161795279086,0.6150485795772767,1,0,0,0.08333333333333333,0.0,0.0
77108,SPEAKER_00,31,16,15,0.028957573441518943,0.6768057511993811,0.4398910440866455,0.5418075388826311,0.6133439532389733,1,0,0,0.0625,0.0,0.0
77108,SPEAKER_01,31,16,15,0.04000395049987444,0.7432808937351475,0.4398910440866455,0.3439129893353009,0.2794986048527919,1,0,0,0.0625,0.0,0.0
77399,SPEAKER_00,31,11,20,0.04145140339030934,0.7451412514812271,0.5618724364149574,0.4802061908403504,0.5105750272650968,1,0,0,0.09090909090909091,0.0,0.0
80246,SPEAKER_02,31,16,15,0.04817793029871145,0.798185948401271,0.9861362089704198,0.5264763149552497,0.5510889097986318,1,0,0,0.0625,0.0,0.0
80247,SPEAKER_00,31,4,27,0.005829415001737604,0.3966204815281393,0.04663532001390083,0.11241314763496268,0.11404864019295827,1,0,1,0.25,0.0,0.25
80257,SPEAKER_00,31,12,19,0.04647859112096865,0.7888134875205046,0.5577430934516239,0.5571441933104764,0.5857312653212936,1,0,0,0.08333333333333333,0.0,0.0
80257,SPEAKER_01,31,12,19,0.012405302190807212,0.5284911902716337,0.2977272525793731,0.5914449147080518,0.6947923613448748,1,0,0,0.08333333333333333,0.0,0.0
80466,SPEAKER_02,31,5,26,0.026557280323572643,0.673704760437762,0.2655728032357264,0.31960421004499157,0.2094730423326933,1,0,0,0.2,0.0,0.0
80565,SPEAKER_01,31,6,25,0.0474874396823259,0.798185948401271,0.5698492761879108,0.4795798619879858,0.46549537204442826,1,0,0,0.16666666666666666,0.0,0.0
82736,SPEAKER_02,31,2,29,0.010452728335292625,0.49332131720085687,0.0418109133411705,0.37201737667578355,0.37201737667578355,1,0,1,0.5,0.0,0.5
83774,SPEAKER_02,31,22,9,0.02335361134018662,0.6303252717949576,0.5137794494841056,0.5776328329824159,0.5944124341662915,1,0,0,0.045454545454545456,0.0,0.0
83812,SPEAKER_01,31,4,27,0.010634471508521466,0.49332131720085687,0.08507577206817173,0.4022723021235054,0.3912483682638459,1,0,0,0.25,0.0,0.0
83813,SPEAKER_01,31,2,29,0.007569006240706408,0.43830179334983316,0.03027602496282563,0.40602967406885065,0.40602967406885065,1,0,1,0.5,0.0,0.5
83835,SPEAKER_00,31,13,18,0.032322056184129526,0.6999346519807021,0.8403734607873676,0.5400231322119162,0.5594123664564891,1,0,0,0.07692307692307693,0.0,0.0
83968,SPEAKER_00,31,16,15,0.04207490442103868,0.7451412514812271,0.6731984707366189,0.5970972012300719,0.6203109753131019,1,0,0,0.0625,0.0,0.0
83968,SPEAKER_01,31,16,15,0.009898365906445574,0.4919723530882176,0.31674770900625837,0.5868477313593695,0.6047843925696785,1,0,0,0.0625,0.0,0.0
84720,SPEAKER_00,31,12,19,0.04638401904181441,0.7888134875205046,0.9594394506225633,0.5061135736078178,0.5045524143631466,1,0,0,0.08333333333333333,0.0,0.0
86520,SPEAKER_01,31,2,29,0.043582840849621635,0.7581598356132097,0.17433136339848654,0.19482587043030924,0.19482587043030924,1,0,0,0.5,0.0,0.0
86526,SPEAKER_00,31,4,27,0.021178507112821373,0.6276453295697431,0.16942805690257098,0.16315962120078925,0.16390184345575448,1,0,0,0.25,0.0,0.0
89292,SPEAKER_01,31,10,21,0.04076917956056258,0.7432808937351475,0.5577308352653896,0.45584369315724815,0.570787763508426,1,0,0,0.1,0.0,0.0
89345,SPEAKER_01,31,8,23,0.031253744690835604,0.6999346519807021,0.4059567033337768,0.24174893889017232,0.1757042294430777,1,0,0,0.125,0.0,0.0
89372,SPEAKER_00,31,8,23,0.02896125980044956,0.6768057511993811,0.46338015680719297,0.3132676729832415,0.29622826187294204,1,0,0,0.125,0.0,0.0
89419,SPEAKER_01,31,2,29,0.01099554477883556,0.4989826027352007,0.04398217911534224,0.2211490127467232,0.2211490127467232,1,0,1,0.5,0.0,0.5
90146,SPEAKER_01,31,4,27,0.030570376317684597,0.6974389132586513,0.24456301054147678,0.3041077992007895,0.28446355397850975,1,0,0,0.25,0.0,0.0
90843,SPEAKER_01,31,2,29,0.019940377945514877,0.6210997211980016,0.07976151178205951,0.10917373647902745,0.10917373647902745,1,0,0,0.5,0.0,0.0
91563,SPEAKER_01,31,3,28,0.007652591197584273,0.43830179334983316,0.04591554718550564,0.1856678704186043,0.08815266433128184,1,0,1,0.3333333333333333,0.0,0.3333333333333333
91947,SPEAKER_01,31,4,27,0.010474031833496445,0.49332131720085687,0.08379225466797156,0.6902567944454517,0.8828684332557908,1,0,0,0.25,0.0,0.0
92925,SPEAKER_00,31,8,23,0.00213489600385814,0.21739489795384723,0.03415833606173024,0.4645499416031185,0.422849223045388,1,0,1,0.125,0.0,0.125
92925,SPEAKER_01,31,8,23,0.04898315846196557,0.8051365613334891,0.39186526769572455,0.37176567187055815,0.29551850965360527,1,0,0,0.125,0.0,0.0
93294,SPEAKER_00,31,11,20,0.035767016427030535,0.7166338674900964,0.7631390877497305,0.6077429972735384,0.7232086036488085,1,0,0,0.09090909090909091,0.0,0.0
94140,SPEAKER_03,31,28,3,0.02657876749230363,0.673704760437762,0.9842793254142477,0.49699392999506753,0.4691323780069868,1,0,0,0.03571428571428571,0.0,0.0
94146,SPEAKER_00,31,2,29,0.044097273968513755,0.7633692141181208,0.17638909587405502,0.29745482192470735,0.29745482192470735,1,0,0,0.5,0.0,0.0
94290,SPEAKER_00,31,9,22,0.047819823901539715,0.798185948401271,0.8607568302277149,0.7234363623695361,0.7592766267558144,1,0,0,0.1111111111111111,0.0,0.0
94301,SPEAKER_00,31,5,26,0.03134632255111316,0.6999346519807021,0.29041997863902635,0.2509615001677933,0.2341626915262396,1,0,0,0.2,0.0,0.0
94312,SPEAKER_00,31,6,25,0.008910860638078933,0.45929436004913016,0.1069303276569472,0.48891667499528885,0.6309408109098866,1,0,0,0.16666666666666666,0.0,0.0
94312,SPEAKER_01,31,6,25,0.026996539018448836,0.673704760437762,0.161979234110693,0.47619155740577096,0.5029248829847773,1,0,0,0.16666666666666666,0.0,0.0
94313,SPEAKER_02,31,11,20,0.03723200702914914,0.733224666729706,0.27303471821376035,0.5617295932929185,0.5683525336773929,1,0,0,0.09090909090909091,0.0,0.0
94314,SPEAKER_02,31,23,8,0.02225861504527021,0.6276453295697431,0.7735411822280344,0.4641552615422211,0.42351939941671374,1,0,0,0.043478260869565216,0.0,0.0
94320,SPEAKER_02,31,2,29,0.035777337226882644,0.7166338674900964,0.14310934890753058,0.36778430389018957,0.36778430389018957,1,0,0,0.5,0.0,0.0
94515,SPEAKER_00,31,2,29,0.021753319322787304,0.6276453295697431,0.08701327729114922,0.17636214860301466,0.17636214860301466,1,0,0,0.5,0.0,0.0
95945,SPEAKER_01,31,8,23,0.02446830142272595,0.6486025343804467,0.3914928227636152,0.5407167941747348,0.623906194884939,1,0,0,0.125,0.0,0.0
95960,SPEAKER_00,31,9,22,0.015286573478301686,0.5675352998454908,0.27515832260943035,0.5022837874554206,0.60815844562024,1,0,0,0.1111111111111111,0.0,0.0
97139,SPEAKER_00,31,2,29,0.02475314003411621,0.6486025343804467,0.09901256013646484,0.29080621557595665,0.29080621557595665,1,0,0,0.5,0.0,0.0
97173,SPEAKER_01,31,6,25,0.019189088065032684,0.6145978867649979,0.23026905678039222,0.2272489028833861,0.22958974727778575,1,0,0,0.16666666666666666,0.0,0.0
97178,SPEAKER_00,31,6,25,0.03006085785503776,0.689582865630674,0.18036514713022656,0.37148036660611866,0.20224604711529975,1,0,0,0.16666666666666666,0.0,0.0
42088,SPEAKER_00,31,0,31,,,,,,0,0,0,,,
42088,SPEAKER_01,31,0,31,,,,,,0,0,0,,,
42105,SPEAKER_00,31,2,29,0.05677226353685015,0.8395114607992541,0.2270890541474006,0.14946419479409043,0.14946419479409043,0,0,0,0.0,0.0,0.0
42105,SPEAKER_01,31,2,29,0.7632829786206409,0.9996748584641865,0.8531362282622952,0.8082096034414681,0.8082096034414681,0,0,0,0.0,0.0,0.0
42197,SPEAKER_00,31,0,31,,,,,,0,0,0,,,
42197,SPEAKER_01,31,0,31,,,,,,0,0,0,,,
42227,SPEAKER_00,31,0,31,,,,,,0,0,0,,,
42227,SPEAKER_01,31,0,31,,,,,,0,0,0,,,
42504,SPEAKER_00,31,0,31,,,,,,0,0,0,,,
42504,SPEAKER_01,31,0,31,,,,,,0,0,0,,,
42626,SPEAKER_00,31,2,29,0.213809957759104,0.9996748584641865,0.414813121603454,0.314311539681279,0.314311539681279,0,0,0,0.0,0.0,0.0
43153,SPEAKER_00,31,0,31,,,,,,0,0,0,,,
