episode,n_rows,n_testable,n_missing,min_p,min_q_global,min_q_episode,mean_p,median_p,n_sig_raw,n_sig_fdr_global,n_sig_fdr_episode,sig_raw_rate,sig_fdr_global_rate,sig_fdr_episode_rate,n_speakers,n_sig_speakers_raw,n_sig_speakers_fdr_global,n_sig_speakers_fdr_episode,robust_raw,robust_fdr_global,robust_fdr_episode
80786,62,60,2,0.008139957454635895,0.44716213648822184,0.4883974472781537,0.4428679318913058,0.36941524803474074,4,0,0,0.06666666666666667,0.0,0.0,2,1,0,0,1,0,0
81294,62,32,30,0.01709293698546695,0.5763272557641526,0.3488024404203792,0.49556102326219065,0.5770929466914096,4,0,0,0.125,0.0,0.0,2,2,0,0,1,0,0
70851,62,32,30,0.00697745027979623,0.42771478489020104,0.22327840895347936,0.5355522137873862,0.5723333106713178,3,0,0,0.09375,0.0,0.0,2,1,0,0,1,0,0
70884,62,32,30,0.016040518654315668,0.5675352998454908,0.3634345884924331,0.4999443019130723,0.4980050428774256,3,0,0,0.09375,0.0,0.0,2,2,0,0,1,0,0
73241,62,8,54,0.03231255701394439,0.6999346519807021,0.0895178595992343,0.30778173549618193,0.10996573462947307,3,0,0,0.375,0.0,0.0,2,2,0,0,1,0,0
83774,62,44,18,0.01755595128826928,0.5817150526073352,0.5137794494841056,0.5495355295108522,0.6017738137438415,3,0,0,0.06818181818181818,0.0,0.0,2,2,0,0,1,0,0
84069,62,16,46,0.0035691030872768057,0.29257279768116423,0.05710564939642889,0.3909615278333486,0.389272709002905,3,0,0,0.1875,0.0,0.0,2,1,0,0,1,0,0
43154,62,12,50,0.0078325901677947,0.43830179334983316,0.08084912661395703,0.34327613121226613,0.3186918546946482,2,0,0,0.16666666666666666,0.0,0.0,2,1,0,0,0,0,0
45362,62,38,24,0.001475982599268895,0.17252474580540977,0.056087338772218005,0.4930656192128162,0.4732674451526588,2,0,0,0.05263157894736842,0.0,0.0,2,1,0,0,0,0,0
46427,62,32,30,0.011903245703189028,0.5123304207300432,0.3171957867575753,0.6400146209547428,0.7982966124623547,2,0,0,0.0625,0.0,0.0,2,1,0,0,0,0,0
49226,62,24,38,0.0033234023999896326,0.28906677124909824,0.052319779425402474,0.41907954091416544,0.38851748922267937,2,0,0,0.08333333333333333,0.0,0.0,2,1,0,0,0,0,0
50712,62,44,18,0.04122092015503937,0.7451412514812271,0.7402631246868403,0.536516193061489,0.566938685046659,2,0,0,0.045454545454545456,0.0,0.0,2,2,0,0,0,0,0
50787,62,26,36,0.002703251779926055,0.24534948219981043,0.07028454627807743,0.4377641328917966,0.4064227300537837,2,0,0,0.07692307692307693,0.0,0.0,2,2,0,0,0,0,0
74548,62,28,34,0.02465071494663693,0.6486025343804467,0.4901553095129489,0.5412795804912874,0.589007091125694,2,0,0,0.07142857142857142,0.0,0.0,2,1,0,0,0,0,0
77108,62,32,30,0.028957573441518943,0.6768057511993811,0.4398910440866455,0.44286026410896606,0.3926747599576612,2,0,0,0.0625,0.0,0.0,2,2,0,0,0,0,0
80257,62,24,38,0.012405302190807212,0.5284911902716337,0.2977272525793731,0.5742945540092641,0.6302635092486288,2,0,0,0.08333333333333333,0.0,0.0,2,2,0,0,0,0,0
81102,62,12,50,0.012978864598676969,0.5418675969947635,0.13358290163979275,0.5699002713155031,0.595104050280393,2,0,0,0.16666666666666666,0.0,0.0,2,1,0,0,0,0,0
81296,62,8,54,0.02769860545627995,0.673704760437762,0.16067468899810364,0.30446823477544166,0.28829538391943677,2,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
82280,62,16,46,0.010789372715410613,0.49500693502021215,0.08941956350618505,0.39003299563924293,0.48579522521593316,2,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
83968,62,32,30,0.009898365906445574,0.4919723530882176,0.31674770900625837,0.5919724662947208,0.6079035281404526,2,0,0,0.0625,0.0,0.0,2,2,0,0,0,0,0
87365,62,8,54,0.01571687296121581,0.5675352998454908,0.08727305823284029,0.3275186915568368,0.23928027991224124,2,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
91966,62,24,38,0.003573943157302845,0.29257279768116423,0.08577463577526828,0.47046274877599153,0.5294534652306935,2,0,0,0.08333333333333333,0.0,0.0,2,1,0,0,0,0,0
92973,62,22,40,0.005077485517093391,0.35929664464177813,0.10438971945499186,0.47169312226545707,0.4484633014137334,2,0,0,0.09090909090909091,0.0,0.0,2,1,0,0,0,0,0
94292,62,14,48,0.020938498858609957,0.6276453295697431,0.28237871755965027,0.48314556317630936,0.38811298958624735,2,0,0,0.14285714285714285,0.0,0.0,2,1,0,0,0,0,0
94312,62,12,50,0.008910860638078933,0.45929436004913016,0.1069303276569472,0.48255411620052985,0.6309408109098866,2,0,0,0.16666666666666666,0.0,0.0,2,2,0,0,0,0,0
95966,62,12,50,0.007666363613262638,0.43830179334983316,0.061304030916682406,0.44496557635385714,0.4568192412964611,2,0,0,0.16666666666666666,0.0,0.0,2,1,0,0,0,0,0
42626,62,4,58,0.01589579301224033,0.5675352998454908,0.06358317204896131,0.2457909115694544,0.27622736583106167,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
43670,62,8,54,0.03839509418531415,0.738798147204341,0.2772779715362947,0.28413601997920696,0.23821087243794503,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
44405,62,20,42,0.022950583921575677,0.6303252717949576,0.4590116784315135,0.5863588294857619,0.6407885260259141,1,0,0,0.05,0.0,0.0,2,1,0,0,0,0,0
45325,62,8,54,0.03931582318569573,0.7432808937351475,0.31452658548556583,0.3519952974495607,0.2538168351425184,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
45340,62,4,58,0.03441992896273789,0.7078975537902991,0.13767971585095157,0.4142420497477123,0.47811898294481187,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
45348,62,32,30,0.005889932899340033,0.3966204815281393,0.18847785277888104,0.484167036139665,0.4564792199912597,1,0,0,0.03125,0.0,0.0,2,1,0,0,0,0,0
46409,62,8,54,0.006392446071540393,0.41700722419814285,0.051139568572323144,0.38637399158619334,0.2912393981853315,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
47147,62,8,54,0.013868467396634526,0.5484258561217289,0.11094773917307621,0.47779096274599164,0.45197258300586096,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
47154,62,4,58,0.04176068680805079,0.7451412514812271,0.16704274723220316,0.3657940171235725,0.35278934987829036,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
47168,62,4,58,0.013874885980589665,0.5484258561217289,0.05549954392235866,0.5304518983240237,0.6061517348693602,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
48730,62,12,50,0.02756618488750696,0.673704760437762,0.3307942186500835,0.7066152318279761,0.7856065734523359,1,0,0,0.08333333333333333,0.0,0.0,2,1,0,0,0,0,0
48872,62,32,30,0.003502077466666132,0.29257279768116423,0.11206647893331623,0.5684583370718144,0.5506552646588412,1,0,0,0.03125,0.0,0.0,2,1,0,0,0,0,0
49229,62,4,58,0.016447460530732018,0.5722345642983847,0.06578984212292807,0.5851909180036746,0.698053785527815,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
49230,62,8,54,0.01943159785700113,0.6145978867649979,0.15545278285600905,0.6174028152042627,0.7429395342944916,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
50985,62,12,50,0.014369202205897068,0.5554761037927802,0.1724304264707648,0.6070437027058689,0.6921445384088508,1,0,0,0.08333333333333333,0.0,0.0,2,1,0,0,0,0,0
50991,62,8,54,0.013924105568599585,0.5484258561217289,0.11139284454879668,0.4644478016182073,0.4925304163983565,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
65117,62,28,34,0.032605065151350844,0.7001345609769444,0.8923218869561779,0.5161224056310459,0.5883655583188453,1,0,0,0.03571428571428571,0.0,0.0,2,1,0,0,0,0,0
70865,62,12,50,0.010567901450459266,0.49332131720085687,0.1268148174055112,0.4567570259193101,0.48404272120671055,1,0,0,0.08333333333333333,0.0,0.0,2,1,0,0,0,0,0
70875,62,20,42,0.03587460558213896,0.7166338674900964,0.5250648817035986,0.4612981121466772,0.41407453776003833,1,0,0,0.05,0.0,0.0,2,1,0,0,0,0,0
70876,62,36,26,0.03812574204875187,0.738798147204341,0.652438880872184,0.4380291393786146,0.42991273667537844,1,0,0,0.027777777777777776,0.0,0.0,2,1,0,0,0,0,0
70882,62,4,58,0.013349027980629313,0.5461894880473634,0.05339611192251725,0.2733178333386051,0.13557725893161762,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
70887,62,52,10,0.040522217158379094,0.7432808937351475,0.972854795127513,0.5580164694750841,0.6400695329213664,1,0,0,0.019230769230769232,0.0,0.0,2,1,0,0,0,0,0
70890,62,4,58,0.03640627307375124,0.7237913813471972,0.14562509229500495,0.471119439259808,0.5253726294381363,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
70926,62,12,50,0.03193059291764237,0.6999346519807021,0.2752090214205832,0.4794747621250175,0.6062697383572961,1,0,0,0.08333333333333333,0.0,0.0,2,1,0,0,0,0,0
72210,62,12,50,0.017973789373987005,0.5874465005634649,0.21568547248784406,0.38341286455318885,0.25858779120192543,1,0,0,0.08333333333333333,0.0,0.0,2,1,0,0,0,0,0
73003,62,60,2,0.004518429400142317,0.33095513588761705,0.27110576400853903,0.5004073165387501,0.534861864680939,1,0,0,0.016666666666666666,0.0,0.0,2,1,0,0,0,0,0
73020,62,32,30,0.019296884165153017,0.6145978867649979,0.6175002932848965,0.5999301972969264,0.7018423226947743,1,0,0,0.03125,0.0,0.0,2,1,0,0,0,0,0
74120,62,4,58,0.023301759920333294,0.6303252717949576,0.09320703968133318,0.20953614294303105,0.19604025131141478,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
76037,62,8,54,0.048032112361369825,0.798185948401271,0.2046273387481748,0.3838876336604947,0.3787683458751979,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
77009,62,24,38,0.011557281171623258,0.5079120935950221,0.2773747481189582,0.5162411658372931,0.5814769253610452,1,0,0,0.041666666666666664,0.0,0.0,2,1,0,0,0,0,0
77399,62,22,40,0.04145140339030934,0.7451412514812271,0.5618724364149574,0.5414021486757258,0.5511309175553198,1,0,0,0.045454545454545456,0.0,0.0,2,1,0,0,0,0,0
80246,62,32,30,0.04817793029871145,0.798185948401271,0.9861362089704198,0.5616031015395734,0.566863760323283,1,0,0,0.03125,0.0,0.0,2,1,0,0,0,0,0
80466,62,10,52,0.026557280323572643,0.673704760437762,0.2655728032357264,0.41095739247270124,0.32676828826624893,1,0,0,0.1,0.0,0.0,2,1,0,0,0,0,0
80565,62,12,50,0.0474874396823259,0.798185948401271,0.5698492761879108,0.49500597860545126,0.5046380658334315,1,0,0,0.08333333333333333,0.0,0.0,2,1,0,0,0,0,0
83812,62,8,54,0.010634471508521466,0.49332131720085687,0.08507577206817173,0.49042625474396045,0.5322085398409881,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
83835,62,26,36,0.032322056184129526,0.6999346519807021,0.8403734607873676,0.5718703761110298,0.5822758682607818,1,0,0,0.038461538461538464,0.0,0.0,2,1,0,0,0,0,0
84720,62,24,38,0.04638401904181441,0.7888134875205046,0.9594394506225633,0.568900617993136,0.5584693967404675,1,0,0,0.041666666666666664,0.0,0.0,2,1,0,0,0,0,0
86520,62,4,58,0.043582840849621635,0.7581598356132097,0.17433136339848654,0.21700252790803326,0.23917918538575728,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
86526,62,8,54,0.021178507112821373,0.6276453295697431,0.16942805690257098,0.3985019874258233,0.3636983987381298,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
89292,62,20,42,0.04076917956056258,0.7432808937351475,0.5577308352653896,0.41552490627299904,0.3028534718334942,1,0,0,0.05,0.0,0.0,2,1,0,0,0,0,0
89345,62,16,46,0.031253744690835604,0.6999346519807021,0.4059567033337768,0.335870477830409,0.22136934217390153,1,0,0,0.0625,0.0,0.0,2,1,0,0,0,0,0
89372,62,16,46,0.02896125980044956,0.6768057511993811,0.46338015680719297,0.37404475288745764,0.3859461466572693,1,0,0,0.0625,0.0,0.0,2,1,0,0,0,0,0
90146,62,8,54,0.030570376317684597,0.6974389132586513,0.24456301054147678,0.4939378572146819,0.5671399926499903,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
90843,62,4,58,0.019940377945514877,0.6210997211980016,0.07976151178205951,0.3141094671187741,0.20110375559063084,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
91947,62,8,54,0.010474031833496445,0.49332131720085687,0.08379225466797156,0.5020952822545911,0.390784445353849,1,0,0,0.125,0.0,0.0,2,1,0,0,0,0,0
93294,62,22,40,0.035767016427030535,0.7166338674900964,0.7631390877497305,0.5781729022475999,0.5892370696544289,1,0,0,0.045454545454545456,0.0,0.0,2,1,0,0,0,0,0
94140,62,56,6,0.02657876749230363,0.673704760437762,0.9842793254142477,0.5912447722946278,0.613545758772531,1,0,0,0.017857142857142856,0.0,0.0,2,1,0,0,0,0,0
94146,62,4,58,0.044097273968513755,0.7633692141181208,0.17638909587405502,0.5784388724017794,0.6683114557168552,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
94290,62,18,44,0.047819823901539715,0.798185948401271,0.8607568302277149,0.5927393264866446,0.5813120881447003,1,0,0,0.05555555555555555,0.0,0.0,2,1,0,0,0,0,0
94301,62,10,52,0.03134632255111316,0.6999346519807021,0.29041997863902635,0.3824774519412954,0.3539801365092663,1,0,0,0.1,0.0,0.0,2,1,0,0,0,0,0
94314,62,46,16,0.02225861504527021,0.6276453295697431,0.7735411822280344,0.5219250333741084,0.5691175393329915,1,0,0,0.021739130434782608,0.0,0.0,2,1,0,0,0,0,0
94320,62,4,58,0.035777337226882644,0.7166338674900964,0.14310934890753058,0.6158446138777108,0.773321984015258,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
94515,62,4,58,0.021753319322787304,0.6276453295697431,0.08701327729114922,0.5541885901041602,0.623550112166328,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
95945,62,16,46,0.02446830142272595,0.6486025343804467,0.3914928227636152,0.5136993138231312,0.5909294374476906,1,0,0,0.0625,0.0,0.0,2,1,0,0,0,0,0
95960,62,18,44,0.015286573478301686,0.5675352998454908,0.27515832260943035,0.5655394094592997,0.6161022115703865,1,0,0,0.05555555555555555,0.0,0.0,2,1,0,0,0,0,0
97139,62,4,58,0.02475314003411621,0.6486025343804467,0.09901256013646484,0.4466327523803003,0.4511643196656271,1,0,0,0.25,0.0,0.0,2,1,0,0,0,0,0
97173,62,12,50,0.019189088065032684,0.6145978867649979,0.23026905678039222,0.4037522667756725,0.33995640891656986,1,0,0,0.08333333333333333,0.0,0.0,2,1,0,0,0,0,0
97178,62,6,56,0.03006085785503776,0.689582865630674,0.18036514713022656,0.37148036660611866,0.20224604711529975,1,0,0,0.16666666666666666,0.0,0.0,2,1,0,0,0,0,0
42088,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
42105,62,4,58,0.05677226353685015,0.8395114607992541,0.2270890541474006,0.4788368991177792,0.5027195523359858,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
42197,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
42227,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
42504,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
43153,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
43159,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
43235,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
43827,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
43991,62,6,56,0.08945283211454079,0.8999834959883092,0.3748369316839108,0.39479805497430404,0.24014452164527073,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
43992,62,4,58,0.21753015732166786,0.9996748584641865,0.4031175113916057,0.43556434746741357,0.2858562962003659,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
44129,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
44398,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
44410,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
44444,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
44449,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
44555,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
44607,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
44975,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
45081,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
45213,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
45309,62,12,50,0.11030065467413928,0.9242959294943159,0.8277441016113438,0.5420919466749454,0.5867352753248312,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
45310,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
45333,62,4,58,0.8951785095502658,0.9996748584641865,0.9733854392016672,0.9432824714272277,0.9522829684784888,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
45358,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
45453,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
45460,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
45566,62,22,40,0.1865228066507452,0.9804321867576519,0.8986198336068397,0.5666811434010407,0.6208694540845051,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
45567,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
45951,62,2,60,0.28383645821586245,0.9996748584641865,0.5676729164317249,0.5375377715455378,0.5375377715455378,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
45973,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
45980,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
46205,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
46218,62,14,48,0.06306234303886135,0.8515733891896542,0.4849634239303793,0.49748658851422667,0.5842287822878669,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
46407,62,4,58,0.07792743640491734,0.8741537466113289,0.12878020762659695,0.11588385954005062,0.09259778237570443,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
46419,62,24,38,0.05324255081191689,0.8307209924385167,0.3473941228927005,0.4852353008832336,0.556964496852995,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
46431,62,8,54,0.14843523808985779,0.9543140832957471,0.913348753053957,0.6561395625357913,0.6784938230694693,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
46434,62,4,58,0.2942323064063459,0.9996748584641865,0.7751800375652432,0.5892162375088792,0.5539958921940833,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
46651,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
46653,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
46660,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
46698,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
