episode,n_rows,n_testable,n_missing,min_p,min_q_global,min_q_episode,mean_p,median_p,n_sig_raw,n_sig_fdr_global,n_sig_fdr_episode,sig_raw_rate,sig_fdr_global_rate,sig_fdr_episode_rate,n_speakers,n_sig_speakers_raw,n_sig_speakers_fdr_global,n_sig_speakers_fdr_episode,robust_raw,robust_fdr_global,robust_fdr_episode
46714,62,4,58,0.42370452970067435,0.9996748584641865,0.9180094328105399,0.6615913141725172,0.6408568732685951,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
46721,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
46723,62,4,58,0.17333455202504744,0.9786646688372617,0.42962304930711664,0.3227190088725641,0.3099971091831674,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
46728,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
46729,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
46730,62,4,58,0.0684917451138366,0.8662813681909285,0.2588230255033943,0.3313656325286337,0.18932802537891796,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
46803,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
46837,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
46846,62,12,50,0.07156154915684466,0.8662813681909285,0.546590458721296,0.48990386224733323,0.5553723428113314,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
47127,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47128,62,8,54,0.18118340667718277,0.9799310501525057,0.5697861322014987,0.3782344101524658,0.3325439086269407,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
47129,62,4,58,0.36137074450466394,0.9996748584641865,0.8944133772565827,0.6600887521078052,0.6922854433349871,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
47131,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47134,62,4,58,0.3885392419027259,0.9996748584641865,0.8870004276302881,0.6482388952565771,0.6587079557466472,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
47135,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47138,62,10,52,0.2522732749978615,0.9996748584641865,0.936024928816886,0.6770268424428464,0.7262361138261473,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
47140,62,8,54,0.544318889181844,0.9996748584641865,0.9733783034795717,0.7127716014470328,0.6526587157794448,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
47142,62,4,58,0.2652768984513265,0.9996748584641865,0.6083490716413558,0.4853590146411806,0.3903279069046197,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
47143,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47144,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47148,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47150,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47153,62,8,54,0.15763147228452457,0.9598136121758237,0.7299390815028302,0.5567898679542094,0.5817966308897535,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
47161,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47162,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47164,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47167,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47169,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47170,62,8,54,0.1572479741234093,0.9598136121758237,0.7933335578912696,0.5718294266063224,0.624591361024352,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
47171,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47182,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47196,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47213,62,4,58,0.6583837867429047,0.9996748584641865,0.7303835750235688,0.6885680362157864,0.682752391548336,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
47243,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47373,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
47376,62,14,48,0.05967142964519604,0.8400887326818968,0.43308443081110104,0.5879861327858554,0.6499953372352615,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
48862,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
48869,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
48888,62,4,58,0.050075880850494255,0.8166671974641153,0.20030352340197702,0.37917439699431804,0.3338026401204876,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
48914,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
48950,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
48961,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
48965,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
48990,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
48991,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49122,62,12,50,0.27762508282416704,0.9996748584641865,0.9139165626024754,0.5675783078889899,0.5753656422462048,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
49221,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49224,62,12,50,0.08708941737340585,0.8969190208162876,0.5973737998945592,0.5065158964828019,0.36275204835674435,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
49231,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49237,62,2,60,0.18679461645962106,0.9804321867576519,0.3735892329192421,0.5133103853943967,0.5133103853943967,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
49280,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49315,62,6,56,0.2770779262908058,0.9996748584641865,0.721762072511078,0.5408536217188895,0.49475908910795113,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
49331,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49513,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49515,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49524,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49526,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49648,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49655,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49660,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49678,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49800,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49829,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49867,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49868,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49869,62,4,58,0.16164287912946004,0.9603356885843265,0.5203473831863075,0.3828446584250421,0.4246941856922005,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
49871,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
49918,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
50330,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
50655,62,4,58,0.20522302863518177,0.9996748584641865,0.40547207898182513,0.4012804750791948,0.25949639031086363,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
50713,62,10,52,0.09271234571810492,0.8999834959883092,0.9271234571810493,0.6591422961206792,0.7909567242386245,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
50729,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
50736,62,32,30,0.07121211147555892,0.8662813681909285,0.9722932805998487,0.5643191430118274,0.5409500276867605,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
50919,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
50922,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
50986,62,14,48,0.2100737215194544,0.9996748584641865,0.9613164966739538,0.6010681757045969,0.5908653954179135,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
50987,62,8,54,0.050622663112306565,0.8223720563964199,0.3488853867797967,0.4070154576316365,0.4680249129945615,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
50992,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
50996,62,24,38,0.059933970861848034,0.8400887326818968,0.711214520512339,0.47570137474665525,0.3977981412852251,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
50998,62,4,58,0.4883708117757151,0.9996748584641865,0.8104553331773569,0.6730033576514416,0.6965936428263472,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
51085,62,8,54,0.09534558787704793,0.9054595624687056,0.5168924860794605,0.4010691070139483,0.35197456051636206,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
51086,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51087,62,4,58,0.1633084793048479,0.9627540575754012,0.40588117241037347,0.3909757361478528,0.30126214412055496,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
51088,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51089,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51092,62,4,58,0.07863630280139226,0.8741537466113289,0.1909630331497739,0.2119083251346218,0.13944038665009545,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
51098,62,8,54,0.11045152353480811,0.9242959294943159,0.8836121882784649,0.6834351699514292,0.7535307064653485,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
51100,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51105,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51132,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51139,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51145,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51190,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51191,62,26,36,0.1504743004523023,0.9543140832957471,0.9956605632252177,0.6954106715837697,0.7637618853482451,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
51203,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51265,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51282,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51371,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51382,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51464,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51470,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51626,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51628,62,4,58,0.12381599034969556,0.92490820671677,0.49526396139878226,0.5258164568921615,0.6013718246696882,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
51705,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
51909,62,28,34,0.08307878321323175,0.8939534018434087,0.7857895269788515,0.49102579238226596,0.5111203053206645,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
64548,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
64848,62,20,42,0.10642239220509815,0.9202900252376912,0.831874480350796,0.490061066753397,0.5508970512051479,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
64866,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
65066,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
65109,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
65136,62,4,58,0.2728120126054768,0.9996748584641865,0.5798229602054806,0.50460720386284,0.49225925750678634,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
65214,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
65233,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
65996,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
66007,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
66015,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
66017,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
66064,62,4,58,0.4212463419660985,0.9996748584641865,0.9028552226587195,0.7328607967841219,0.8036708112558347,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
66275,62,8,54,0.1338077410174033,0.9342805866947371,0.4931707996142501,0.3836578203021199,0.33913552140297387,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
66276,62,8,54,0.14128941913639265,0.9541818262460379,0.4736289691372273,0.44037702082815383,0.3674543550639471,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
66409,62,4,58,0.4094215340091888,0.9996748584641865,0.8410687299693839,0.5969476055195715,0.5686500790498568,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
66412,62,8,54,0.11395742273806041,0.9242959294943159,0.696243010944608,0.4631938647762385,0.5053424024453343,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
66473,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
70775,62,20,42,0.1021269002887471,0.9110679673194854,0.8117022701388803,0.5235100211336857,0.48001363671739206,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
70870,62,4,58,0.06195485808229376,0.8472605973535842,0.24781943232917503,0.4949017605337592,0.4975955719340923,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
70873,62,60,2,0.05319201845834646,0.8307209924385167,0.8953180213679067,0.550275877397487,0.6346701687428885,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
70913,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
70916,62,24,38,0.06703443253323262,0.8657259592318548,0.6290213420637837,0.5894011202407733,0.6539233677859777,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
70921,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
70922,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
70930,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
70938,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71080,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71084,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71086,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71092,62,8,54,0.4532419668717429,0.9996748584641865,0.8113290852929265,0.6250766368247721,0.5956197324189452,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
71099,62,10,52,0.35532169852390233,0.9996748584641865,0.8869994614718933,0.5992037052796408,0.643474550131633,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
71100,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71138,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71344,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71426,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71498,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71503,62,4,58,0.18584466009005313,0.9804321867576519,0.7382594733699419,0.5605213426896892,0.5447406080840074,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
71505,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71508,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71745,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71747,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71748,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71754,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71756,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71758,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71759,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71760,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71761,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71762,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71772,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71773,62,4,58,0.17532760373940673,0.9786646688372617,0.44977220276251206,0.5308932160277989,0.5148299026103047,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
71777,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71778,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71782,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71783,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71786,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71787,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71788,62,8,54,0.05511609937855548,0.8307209924385167,0.40826015252642733,0.5535234947637873,0.6217014839759041,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
71792,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71793,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
71912,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72028,62,8,54,0.11482973272477906,0.9242959294943159,0.4983979002997142,0.6189273493336309,0.6392707203623962,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72029,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72030,62,8,54,0.2770290430341713,0.9996748584641865,0.7326155260972443,0.5194630390213784,0.5714316217227305,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72032,62,8,54,0.24722292707264756,0.9996748584641865,0.7124496492986432,0.48475473257052826,0.45085857082408565,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72158,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72180,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72222,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72259,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72371,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72372,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72414,62,8,54,0.057012531833012255,0.8395114607992541,0.24316133935818843,0.3535915627311246,0.17929273860311723,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72447,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72457,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72489,62,16,46,0.15200349560051368,0.9544358560566932,0.5607002629109303,0.467489276591873,0.3630830228722114,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72516,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72517,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72651,62,8,54,0.14169885802935173,0.9541818262460379,0.9679681561349657,0.6679747377309023,0.7268516436019379,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72657,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72658,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72659,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72663,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72664,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72666,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72667,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72670,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72671,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72673,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72675,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72684,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72685,62,8,54,0.27830307875132,0.9996748584641865,0.6214444860374063,0.5362774085481482,0.35959036578011816,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72689,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72691,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72692,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72695,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72698,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72699,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72703,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72712,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72713,62,10,52,0.2440052178912016,0.9996748584641865,0.7519134629698948,0.5428175838632566,0.5144569183995945,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72714,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72717,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72719,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72723,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72726,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72729,62,2,60,0.0778554799150918,0.8741537466113289,0.1557109598301836,0.3618700679828863,0.3618700679828863,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72731,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72733,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72734,62,8,54,0.33633645047876304,0.9996748584641865,0.9368585811544555,0.6924956440317619,0.7158561156267352,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72740,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72741,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72743,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72745,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72747,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72751,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72758,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72764,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72769,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72770,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72773,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72779,62,8,54,0.2364297526641901,0.9996748584641865,0.7789143788356476,0.5273968870841191,0.5050256509295714,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72781,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72783,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72786,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72794,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72796,62,4,58,0.33234099779442167,0.9996748584641865,0.6004747971594916,0.5388123391070399,0.43343469435478743,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72799,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72804,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72805,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72808,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72811,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72814,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72852,62,6,56,0.34743618945656385,0.9996748584641865,0.9743009049546411,0.7854107459679653,0.849000147354977,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72853,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72854,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
72857,62,8,54,0.106624028737236,0.9202900252376912,0.849949746480777,0.5455969865757404,0.5839756605204156,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72859,62,12,50,0.19620843023757004,0.9996748584641865,0.8780492162715813,0.5628164279773079,0.5194325196487564,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
72860,62,4,58,0.3056775123151738,0.9996748584641865,0.7334158930749445,0.5859115856226295,0.5761613156792652,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
73008,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73016,62,4,58,0.22651962174278364,0.9996748584641865,0.7232093544500741,0.483081416968408,0.4713070775468602,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
73019,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73206,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73219,62,4,58,0.49619622381048056,0.9996748584641865,0.9628133874671777,0.7212887917074722,0.7130727777761152,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
73228,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73234,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73236,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73237,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73243,62,4,58,0.47346838526083784,0.9996748584641865,0.6934251699908095,0.6266032144761609,0.6697596513264981,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
73244,62,12,50,0.05541501953456482,0.8322219660316839,0.34690569716263386,0.6953791847102152,0.8003063804351078,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
73259,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73260,62,4,58,0.6663189048157965,0.9996748584641865,0.9933510964952502,0.8465418569775649,0.8632487132996065,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
73270,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73271,62,4,58,0.1791749746513512,0.9799310501525057,0.6147626135197134,0.49555593422953637,0.4657356603126821,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
73272,62,8,54,0.363277062474815,0.9996748584641865,0.8229634846034914,0.6301762282516378,0.6511623507306743,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0
73695,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73757,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73781,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73784,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
73794,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74116,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74127,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74131,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74132,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74135,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74274,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74373,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74437,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74450,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74504,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74506,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
74508,62,0,62,,,,,,0,0,0,,,,2,0,0,0,0,0,0
